site,product_key,review_key,category,lexicon_category,need_key,aspect_scope,polarity,rating,month,sentence
daisomall,1017947,8547186,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 최고고 자극없어 좋아요.
daisomall,1017947,8547404,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가격대비  아주  만족해요  1000원
daisomall,1017947,8591497,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 매우 좋습니다 .다음에 또 구매할께요
daisomall,1017947,8572634,뷰티/위생,뷰티/위생,자극따가움,generic,불만,5.0,2026-08,아파트만 하나 지어주세요
daisomall,1017947,8564875,뷰티/위생,뷰티/위생,자극따가움,generic,불만,5.0,2026-08,주변 청소용으로 막 쓰려고 구매했어요.
daisomall,1017947,8557698,뷰티/위생,뷰티/위생,배송포장,generic,만족,5.0,2026-08,빠른배송굿
daisomall,1017947,8639481,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,언제나 만족하는 가성비좋은 제품이예요.
daisomall,1017947,8637247,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,두껍고 양이 많아 가성비가 좋아요.
daisomall,1017947,8635447,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,집에서 물티슈는 진짜 많이 쓰는 편이라 가성비 괜찮은 제품을 찾다가 사용해봤어요.
daisomall,1017947,8635447,뷰티/위생,뷰티/위생,용기펌프,generic,만족,5.0,2026-08,"캡형이라 한 장 뽑아 쓰고 뚜껑만 닫아두면 되니까 보관하기도 편하고, 여러 번 열고 닫아도 사용하기 간편하더라고요."
daisomall,1017947,8611969,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비좋습니다
daisomall,1017947,8610774,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비짱인 물티슈입니다
daisomall,1030480,8472846,뷰티/위생,뷰티/위생,용기펌프,generic,만족,5.0,2026-08,디자인도 마음에 들고 사용하기 편리해요
daisomall,1030480,8471526,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비가 좋아서 재구매 했어요.
daisomall,1030480,8469589,뷰티/위생,뷰티/위생,용량가격,generic,만족,4.0,2026-08,가격도 저렴하구 사용감이좋아요
daisomall,1030480,8469567,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가격도 퀄리티도 최고입니다
daisomall,1030480,8467666,뷰티/위생,뷰티/위생,기타불만,generic,불만,5.0,2026-08,좀 늦게 알았어 후회 됩니다
daisomall,1030480,8467666,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비굿!
daisomall,1030480,8466982,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 좋습니다
daisomall,1030480,8462440,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 좋은 제품입니다.
daisomall,1030480,8462440,뷰티/위생,뷰티/위생,향냄새,generic,불만,5.0,2026-08,그런데 이번에는 박스에서 곰팡이냄새 같은게 많이 나서 티슈에도 냄새가 배었을까봐 걱정이네요;
daisomall,1030480,8456580,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 좋아서 마음 놓고 써요.
daisomall,1030480,8501331,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가격 대비 매수가 많아서 너무 만족합니다.
daisomall,1030480,8497896,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 갑티슈 좋아요
daisomall,1030480,8497856,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,티슈로 이것저것 닦다보니 가성비 면으로 좋은것 같아요.
daisomall,1030480,8493257,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,"계속 계속 재구매중
가성비 굿"
daisomall,1030480,8482456,뷰티/위생,뷰티/위생,용량가격,generic,만족,4.0,2026-08,그래서 별 한 개 뺐지만 가성비로 쓰기에는 딱 좋은 것 같습니다~
daisomall,1030480,8481163,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,좋은 가격으로 구매할 수 있어서 기쁩니다ㅎㅎ
daisomall,1030480,8478390,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 좋은 제품입니다
daisomall,1030480,8540536,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,무난한 티슈 무난한가격!
daisomall,1030480,8538770,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비굿굿 이용굿굿
daisomall,1030480,8531175,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,싼가격에 많은용량 좋습니다
daisomall,1030480,8526747,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 좋아서 만족
daisomall,1030480,8521028,뷰티/위생,뷰티/위생,용기펌프,generic,만족,5.0,2026-08,디자인 등 만족합니다…
daisomall,1030480,8518493,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,착한가격에 가성비 좋아요
daisomall,1030480,8514937,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비로는 따라올 수 없는 티슈라고 생각합니다
daisomall,1030480,8510489,뷰티/위생,뷰티/위생,용량가격,generic,만족,4.0,2026-08,가성비굿이에요.
daisomall,1030480,8510030,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 최고에요
daisomall,1030480,8504182,뷰티/위생,뷰티/위생,배송포장,generic,만족,5.0,2026-08,배송빠르고 좋아요!~
daisomall,1030480,8601162,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가격 저렴하고 무난하게 쓰기 좋아요.
daisomall,1030480,8583180,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가격대비 양도 괜찮고 질적으로도 쓸만합니다
daisomall,1030480,8582930,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,저렴한 가격에 너무 얇지고않아 잘 쓰고있는 제품입니다
daisomall,1030480,8577016,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가격대비 장수도 많아서 좋아요
daisomall,1030480,8575889,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 넘좋아여   쓰기도 편해요
daisomall,1030480,8575861,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 넘좋아여   쓰기도 편해요
daisomall,1030480,8574865,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 넘좋아여   쓰기도 편해요
daisomall,1030480,8587190,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,다이소휴지는 가성비짱...
daisomall,1030480,8588335,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,톡톡하고 양많고 가성비도 좋네요!
daisomall,1030480,8587431,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 좋은 티슈.
daisomall,1030480,8558272,뷰티/위생,뷰티/위생,용량가격,generic,만족,4.0,2026-08,가격에 비해 품질도 나쁘지 않아요
daisomall,1030480,8553039,뷰티/위생,뷰티/위생,자극따가움,generic,만족,5.0,2026-08,자극적이지 않고 좋아ㅛ
daisomall,1030480,8554792,뷰티/위생,뷰티/위생,배송포장,generic,불만,5.0,2026-08,너무 부드러우면 잘 찢어지는데 헬로 데일리 미용티슈는 약간의 견고함이 있어서 더 마음에 들어요
daisomall,1030480,8624014,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 굿
daisomall,1030480,8622639,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,상품도 좋고 가격도 만족스러워요
daisomall,1030480,8627292,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 최고의 티슈
daisomall,1030480,8626715,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가격에 비해서는 괜찮은 편이지만 품질은 그럭저럭
daisomall,1030480,8620992,뷰티/위생,뷰티/위생,배송포장,generic,불만,4.0,2026-08,"그나저나 이번배송은 오래걸리고, 큰물건있어 배송비까지 줘가며 온라인으로 주문했는데, 포장상태가 아주그냥 엉망진창이네요.."
daisomall,1030480,8620992,뷰티/위생,뷰티/위생,기타불만,generic,불만,4.0,2026-08,이럴꺼면 그냥 매장가서 살껄 살짝 후회가 되네요.
daisomall,1030480,8620835,뷰티/위생,뷰티/위생,용량가격,generic,만족,4.0,2026-08,가성비 최고입니다.
daisomall,1030480,8617661,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비템으로 사용하기 좋아요
daisomall,1030480,8613305,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가격이 착해서 좋아용
daisomall,1030480,8610808,뷰티/위생,뷰티/위생,끈적유분,generic,불만,1.0,2026-08,삼푸나 워셔액등 무거운 액체류와 함께 각티슈를 배송하다보니 다
daisomall,1030480,8610684,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 너무 좋습니다
daisomall,1030480,8610667,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 너무 좋습니다
daisomall,1030480,8610396,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 짱입니다
daisomall,1030480,8608863,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비가 꽤 좋습니다
daisomall,1030480,8605984,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가격 대비 품질이 좋아요
daisomall,1030480,8631745,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,매수가 많아서 대용량이라 한 번 사두면 편해요
daisomall,1030480,8647309,뷰티/위생,뷰티/위생,기타불만,generic,불만,1.0,2026-08,찌그러져 와서 짜증납니다
daisomall,1030480,8639440,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,언제나 만족하는 가성비좋은 제품이예요.
daisomall,1030480,8637920,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비가 아주 훌륭한 티슈라 넘 좋아요 ㅎ
daisomall,1030480,8636467,뷰티/위생,뷰티/위생,배송포장,generic,만족,5.0,2026-08,가성비 좋고 배송도 빠르게 왔어요~~~
daisomall,1030480,8635662,뷰티/위생,뷰티/위생,용량가격,generic,만족,4.0,2026-08,가격에 비해 품질도 괜찮아요
daisomall,1030480,8653509,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 너무 좋아요
daisomall,1044553,8412698,뷰티/위생,뷰티/위생,끈적유분,generic,불만,2.0,2026-08,흡수후 조금 찐득거리는거 같아요..
daisomall,1044553,8410178,뷰티/위생,뷰티/위생,효과없음,generic,만족,5.0,2026-08,보습도 나쁘지 않고 진정 효과가 확실히 있는 것 같아요.
daisomall,1044553,8410178,뷰티/위생,뷰티/위생,눈시림,generic,불만,5.0,2026-08,근데 눈에 들어가면 좀 아프긴 해요.
daisomall,1044553,8404248,뷰티/위생,뷰티/위생,트러블,generic,불만,5.0,2026-08,여드름 피부라 스트레스가 이만저만 아니었는데 추천받고 구매했습니다.
daisomall,1044553,8403178,뷰티/위생,뷰티/위생,효과없음,generic,만족,5.0,2026-08,"순하고 진정, 수분 다"
daisomall,1044553,8399487,뷰티/위생,뷰티/위생,끈적유분,generic,불만,5.0,2026-08,약간 번들거리긴해요!!
daisomall,1044553,8398714,뷰티/위생,뷰티/위생,트러블,generic,불만,5.0,2026-08,안개분사는 아니긴하지만 너무 순하고 여드름이나아지는게보여서 재재재재구매하고있어요
daisomall,1044553,8397416,뷰티/위생,뷰티/위생,건조,generic,만족,5.0,2026-08,"숏츠 보고 구매했는데 민감성, 건성 피부인데 촉촉하고 자극도 없고 수분감만 채워주는 게 아니라 속당김도 없어서 좋아요"
daisomall,1044553,8438308,뷰티/위생,뷰티/위생,트러블,generic,불만,5.0,2026-08,"여드름 압출후 진정 수분용으로 뿌림
트러블 안나고 좋은데
3번쯤 레이어링하면 작은 뾰루지가나는듯
두번이 딱좋음
기본 토너로 쓸 트러블민감성인들 추천"
daisomall,1044553,8434228,뷰티/위생,뷰티/위생,끈적유분,generic,만족,5.0,2026-08,세안 직후 많이 뿌리는데 끈적임이 적고 촉촉해요.
daisomall,1044553,8431073,뷰티/위생,뷰티/위생,트러블,generic,불만,5.0,2026-08,피부 뒤집어졌을 때 가장 많이 효과본 토너 짱 좋아요
daisomall,1044553,8430917,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,다이소 제품들은 가성비도 좋지만 제품력도 좋은것 같아요
daisomall,1044553,8430596,뷰티/위생,뷰티/위생,트러블,generic,불만,5.0,2026-08,썬크림써서 난 여드름이 이거 쓰고 들어가요
daisomall,1044553,8423773,뷰티/위생,뷰티/위생,자극따가움,generic,만족,5.0,2026-08,자극적이지않아서 좋은듯 보습은 그럭저럭인데 겨울에는 추가로 크림발라줘야할거같음 그래도 가성비 굳
daisomall,1044553,8453883,뷰티/위생,뷰티/위생,건조,generic,만족,5.0,2026-08,가볍게 얼굴에 분사해 건조하지 않게 유지 가능해서 좋아요.
daisomall,1044553,8449766,뷰티/위생,뷰티/위생,향냄새,generic,만족,5.0,2026-08,냄새도 좋고 자극도 없어요
daisomall,1044553,8448593,뷰티/위생,뷰티/위생,끈적유분,generic,만족,5.0,2026-08,촉촉하고 유분기 없어서 좋아요.
daisomall,1044553,8494433,뷰티/위생,뷰티/위생,트러블,generic,불만,1.0,2026-08,그거 쓰고부터 진정보다는 좁쌀이 생기기 시작하더니 아픈여드름에 피부 너무 순식간에 안좋아진게 눈에 보여요 ㅠㅠ
daisomall,1044553,8486288,뷰티/위생,뷰티/위생,트러블,generic,불만,5.0,2026-08,여드름피부에 진정을 돕기위해 사용중입니다
daisomall,1044553,8486288,뷰티/위생,뷰티/위생,용기펌프,generic,만족,5.0,2026-08,"손으로 문질러 바르지마시고
다이소 안개분사 용기에 넣어 사용하면 좋아요"
daisomall,1044553,8474585,뷰티/위생,뷰티/위생,향냄새,generic,불만,5.0,2026-08,향도 만족
daisomall,1044553,8473221,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 제품으로 너무 좋아요.
daisomall,1044553,8473221,뷰티/위생,뷰티/위생,기타불만,generic,만족,5.0,2026-08,별로 기대 안했는데 보습과 수분충전에 잔주름 미백까지도  좋습니다.♡♡
daisomall,1044553,8470381,뷰티/위생,뷰티/위생,건조,generic,불만,5.0,2026-08,인터넷에 추천 뜨길래 이제 건조해지는 계절이니까 회사에 두려고 사봤어요!
daisomall,1044553,8494624,뷰티/위생,뷰티/위생,끈적유분,generic,불만,5.0,2026-08,지성한테는 조금 기름져요
daisomall,1044553,8498721,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 너무 좋은거 같습니다.
daisomall,1044553,8498973,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 너무 좋은거 같습니다.
daisomall,1044553,8500149,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,이가격에 이정도양의 미스트토너 너무 좋습니다.
daisomall,1044553,8500149,뷰티/위생,뷰티/위생,향냄새,generic,만족,5.0,2026-08,자극에 예민한 피부인데 자극도 없고 향도 자극적이지 않아요
daisomall,1044553,8457899,뷰티/위생,뷰티/위생,제형발림,generic,만족,5.0,2026-08,"샤워하고 가드름 등드름에 사용하려고 구매해봤는데 분사력도 좋고 흡수도 금방되서 좋은것같아요ㅎ
등부분은 거꾸로 뿌리는데도 분사가 잘되서 좋습니당"
daisomall,1044553,8521035,뷰티/위생,뷰티/위생,용기펌프,generic,만족,5.0,2026-08,디자인 등 만족합니다…
daisomall,1044553,8542792,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 좋아요
daisomall,1044553,8542645,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 최고에요
daisomall,1044553,8534350,뷰티/위생,뷰티/위생,자극따가움,generic,만족,5.0,2026-08,"민감한 피부인데
따끔거리는 거 없이 잘 쓰고 있어요~"
daisomall,1044553,8529752,뷰티/위생,뷰티/위생,트러블,generic,불만,5.0,2026-08,최근에 얼굴이 뒤집어져서 며칠 뿌렸는데 진정시키는 효과가 있는 것 같아요.
daisomall,1044553,8516004,뷰티/위생,뷰티/위생,트러블,generic,만족,5.0,2026-08,촉촉하고 막쓰기도 좋고 피부 트러블도 없어서 만족하면서 사용하고 있습니다.
daisomall,1044553,8515518,뷰티/위생,뷰티/위생,트러블,generic,불만,5.0,2026-08,"쓸때마다 4통씩 사서 쟁여쓰는중
순하고 피부 트러블 났을때 좋음"
daisomall,1044553,8515049,뷰티/위생,뷰티/위생,끈적유분,generic,만족,5.0,2026-08,한번 사용해보고 촉촉한데 유분감은 없이 수분만 채워주는 게 딱 수부지 피부에 맞아서 잘 사용하고 있습니다.
daisomall,1044553,8515049,뷰티/위생,뷰티/위생,건조,generic,불만,5.0,2026-08,샤워 후 방까지 가기 전에 건조함을 막아주려고 샀는데 후회 안 합니다!
daisomall,1044553,8507614,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가격이 해자라 넘 만족합니다
daisomall,1044553,8503095,뷰티/위생,뷰티/위생,트러블,generic,불만,5.0,2026-08,"피부가 갑자기 뭘 발라도 뒤집어지는데, 이건 써도 뒤집어지지 않고 피부가 진정, 유지되는 느낌이라 잘 쓰고 있어요"
daisomall,1044553,8569608,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가격 대비 좋아요
daisomall,1044553,8556870,뷰티/위생,뷰티/위생,효과없음,generic,만족,4.0,2026-08,드라마틱한 효과는 없었지만 트러블 없이 쓰기 편해요.
daisomall,1044553,8554547,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비최고 너무좋아요
daisomall,1044553,8554022,뷰티/위생,뷰티/위생,트러블,generic,불만,5.0,2026-08,피부 뒤집어진 이후로 요거 한 번 써볼까 싶어서 써봤는데 지금도 피부 멀쩡합니다ㅎㅎ
daisomall,1044553,8555420,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,무난템쓰기좋아요가성비굿
daisomall,1044553,8603056,뷰티/위생,뷰티/위생,향냄새,generic,불만,5.0,2026-08,향이 너무 강한거 말고는 만족해요
daisomall,1044553,8593351,뷰티/위생,뷰티/위생,건조,generic,불만,5.0,2026-08,"촉촉해서 얼굴 안
당겨요"
daisomall,1044553,8586249,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,"다이소 제품이 가성비가 좋아서 
자주 구매합니다"
daisomall,1044553,8617885,뷰티/위생,뷰티/위생,끈적유분,generic,불만,5.0,2026-08,안끈적하고 샤워하고 딱 뿌리면좋음
daisomall,1044553,8612611,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가격에 비에 굿 이네요
daisomall,1044553,8629339,뷰티/위생,뷰티/위생,지속력,generic,만족,5.0,2026-08,너무너무 좋아요!!
daisomall,1044553,8644777,뷰티/위생,뷰티/위생,효과없음,generic,만족,4.0,2026-08,보습도 잘되고 효과가 눈에 띄게 있는건 아닌데 꽤 좋아요
daisomall,1044553,8635317,뷰티/위생,뷰티/위생,끈적유분,generic,불만,5.0,2026-08,여름에 크림은 답답해서 냉장고에 넣어놓고 쓰는데 아주 마음에 들어요^^
daisomall,1044553,8652107,뷰티/위생,뷰티/위생,자극따가움,generic,만족,5.0,2026-08,자극이 없어서  사용하기  좋아요
daisomall,1055168,8322886,뷰티/위생,뷰티/위생,배송포장,generic,만족,5.0,2026-08,배송 빠르고 좋아요~
daisomall,1055168,8322790,뷰티/위생,뷰티/위생,효과없음,generic,만족,5.0,2026-08,피부 자극 순하고 보습력  좋아요
daisomall,1055168,8339793,뷰티/위생,뷰티/위생,자극따가움,generic,만족,5.0,2026-08,자극이 없어서 매일 사용 중이에요.
daisomall,1055168,8339793,뷰티/위생,뷰티/위생,효과없음,generic,불만,5.0,2026-08,효과는 잘 모르겠어요..
daisomall,1055168,8344936,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 짱입니다.
daisomall,1055168,8379984,뷰티/위생,뷰티/위생,자극따가움,generic,만족,5.0,2026-08,따갑지 않고 좋습니다
daisomall,1055168,8356079,뷰티/위생,뷰티/위생,용량가격,generic,불만,5.0,2026-08,꾸준히 사용 재픽 순삭  용량이 작은게 아쉽네요
daisomall,1055168,8356642,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,레티놀 함량이 시중에 판매하는제품과 별 차이없는디 가격 차이는....용량 비교해 보면 큰 차이없눈데 혹 나에게 안밎을 수 있우니 저렴한 가격에 구매해 잘 맞으면 계속 구매할 생각입니다.
daisomall,1055168,8356650,뷰티/위생,뷰티/위생,자극따가움,generic,불만,5.0,2026-08,바르고 누르면 조금 따끔거리긴 해도 크게 신경쓰이진 않아요.
daisomall,1055168,8357083,뷰티/위생,뷰티/위생,자극따가움,generic,불만,5.0,2026-08,자극이 있어서 시간 간격 두고 쓰시면 되요
daisomall,1055168,8362460,뷰티/위생,뷰티/위생,트러블,generic,불만,5.0,2026-08,피부 뒤집어짐.
daisomall,1055168,8362460,뷰티/위생,뷰티/위생,효과없음,generic,만족,5.0,2026-08,적응되면 최고의 효과.
daisomall,1055168,8367542,뷰티/위생,뷰티/위생,제형발림,generic,만족,5.0,2026-08,쫀쫀하니 피부에 흡수도 좋아요..
daisomall,1055168,8367698,뷰티/위생,뷰티/위생,제형발림,generic,만족,5.0,2026-08,쫀쫀하니 피부에 흡수도 좋아요...
daisomall,1055168,8374146,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 좋은 상품입니다.
daisomall,1055168,8376844,뷰티/위생,뷰티/위생,자극따가움,generic,불만,5.0,2026-08,살짝만 발라도 자극이 잇어요 ㅜ
daisomall,1055168,8377445,뷰티/위생,뷰티/위생,기타불만,generic,만족,5.0,2026-08,다이소 레티놀제품들은 자극 별로 없고 늘 편하게 발랐기 때문에 부담 없이 구매.
daisomall,1055168,8353903,뷰티/위생,뷰티/위생,향냄새,generic,불만,5.0,2026-08,향도 좋고 효과도 기대중이에용
daisomall,1055168,8400849,뷰티/위생,뷰티/위생,자극따가움,generic,불만,4.0,2026-08,오히려 따끔거려요
daisomall,1055168,8394539,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,좋은 상품 저렴한 가격에 잘 구입 했습니다.
daisomall,1055168,8387758,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,레티놀 중에 이 가격으로 레티놀 쓸 수 있다는게 참 마음에 듭니다.
daisomall,1055168,8414128,뷰티/위생,뷰티/위생,트러블,generic,만족,5.0,2026-08,레티놀이라 아무래도 개인차가 있겠지만 저는 쓰기에 전혀 트러블 없이 좋아요
daisomall,1055168,8409217,뷰티/위생,뷰티/위생,지속력,generic,만족,5.0,2026-08,계속사용하면 좋다고 해서지속 사용중
daisomall,1055168,8439782,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,역시 다이소는 진짜 가성비 최고입니다
daisomall,1055168,8434654,뷰티/위생,뷰티/위생,제형발림,generic,만족,5.0,2026-08,저렴하고 발림성도 좋네요
daisomall,1055168,8424690,뷰티/위생,뷰티/위생,배송포장,generic,만족,5.0,2026-08,파손없이 잘 받았습니다
daisomall,1055168,8422315,뷰티/위생,뷰티/위생,제형발림,generic,만족,5.0,2026-08,가볍게 바르기 좋은 제형이라 스킨케어 마지막 단계에 사용하기 편해요.
daisomall,1055168,8422315,뷰티/위생,뷰티/위생,용기펌프,generic,만족,5.0,2026-08,15ml라 휴대하기도 좋고 눈가나 팔자 등 신경 쓰이는 부위에 집중해서 관리하기 좋네요.
daisomall,1055168,8422315,뷰티/위생,뷰티/위생,효과없음,generic,만족,5.0,2026-08,꾸준히 사용하면서 피부 탄력과 주름 케어를 해보고 싶어 만족스러워요.
daisomall,1055168,8422262,뷰티/위생,뷰티/위생,효과없음,generic,만족,5.0,2026-08,효자템 그리 추천하는 이유 알겠음.진짜 효과봄
daisomall,1055168,8418017,뷰티/위생,뷰티/위생,효과없음,generic,불만,4.0,2026-08,"효과는잘모르겠으나
춪던하는분들이 많아서구입
발림성은 좋습니다"
daisomall,1055168,8451250,뷰티/위생,뷰티/위생,효과없음,generic,불만,5.0,2026-08,괜츈~효과는 잘모르겟디만...
daisomall,1055168,8450810,뷰티/위생,뷰티/위생,건조,generic,불만,3.0,2026-08,"한달넘게 사용했는데 사용하면 건조해지기만하고
모공은 그대로네요"
daisomall,1055168,8498985,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 너무 좋은거 같습니다.
daisomall,1055168,8492027,뷰티/위생,뷰티/위생,효과없음,generic,만족,4.0,2026-08,아직 효과 좋은지는 잘 모르겠어요.
daisomall,1055168,8460148,뷰티/위생,뷰티/위생,자극따가움,generic,불만,5.0,2026-08,밤에 사용하는제품인데  아침 ㆍ저녁 계속바르니  피부에자극이오구 아팠어요
daisomall,1055168,8458660,뷰티/위생,뷰티/위생,배송포장,generic,만족,5.0,2026-08,배송 빠르고 가성비 좋아요
daisomall,1055168,8543438,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,다이소 화장품중 가성비 좋은 것 중 하나..
daisomall,1055168,8548289,뷰티/위생,뷰티/위생,자극따가움,generic,만족,5.0,2026-08,자극이 없어서 편하게 쓸 수 있는 것 같아서 좋아요
daisomall,1055168,8548405,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가격도 저렴하고 좋아요
daisomall,1055168,8549000,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,리테놀 필수템 다이소 가성비 쩌는 제품 재쟂재구매중
daisomall,1055168,8549328,뷰티/위생,뷰티/위생,효과없음,generic,만족,5.0,2026-08,"레티놀이 모공축소, 주름개선 효과가 제일 좋다니까요."
daisomall,1055168,8505507,뷰티/위생,뷰티/위생,자극따가움,generic,만족,4.0,2026-08,레티놀 제품 함량이 높은 걸 쓰면 피부가 민감성이라서 껍질 벗겨지고 난리가 나는데 이건 함량이 낮아서인지 자극이 없어서 좋네요.
daisomall,1055168,8518445,뷰티/위생,뷰티/위생,용량가격,generic,만족,3.0,2026-08,가성비 만족합니다.
daisomall,1055168,8518561,뷰티/위생,뷰티/위생,용량가격,generic,만족,3.0,2026-08,가성비 만족합니다.
daisomall,1055168,8528570,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가격도 착하고 좋은거같아요
daisomall,1055168,8581623,뷰티/위생,뷰티/위생,용량가격,generic,만족,3.0,2026-08,가성비가 좋아요!!
daisomall,1055168,8581376,뷰티/위생,뷰티/위생,효과없음,generic,불만,4.0,2026-08,효과는 미미해서...흠..성분은 순한것 같음
daisomall,1055168,8579738,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 좋은 제품이라 생각되요
daisomall,1055168,8579733,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 좋은 제품이라 생각되요
daisomall,1055168,8574380,뷰티/위생,뷰티/위생,제형발림,generic,만족,5.0,2026-08,촉촉하게 발리면서 부담 없이 사용할 수 있어 데일리 스킨케어로 괜찮았어요.
daisomall,1055168,8569867,뷰티/위생,뷰티/위생,용기펌프,generic,만족,5.0,2026-08,"왜 유튜브에 많이 나오는지 
알겠어요 
5000원에  아주 만족하며 사용중입니다"
daisomall,1055168,8563210,뷰티/위생,뷰티/위생,용량가격,generic,만족,5.0,2026-08,가성비 너무 좋아요^^
