src,ref_id,video_id,brand,count,cooc_count,published_at
comment,UgwuekQSU9H4ObV4Q0d4AaABAg,Npb-5dusV-Q,페리페라,1,0,2025-11-23 00:00:00+00
comment,Ugy4fXV71sZYPqmGbod4AaABAg,Npb-5dusV-Q,페리페라,2,0,2025-11-23 00:00:00+00
comment,UgxYypEkkbWT8YnMTvl4AaABAg,Npb-5dusV-Q,페리페라,1,1,2025-11-23 00:00:00+00
comment,Ugz_LWvpkPNGPx5Tw3F4AaABAg,Npb-5dusV-Q,페리페라,1,0,2025-11-23 00:00:00+00
comment,Ugz_bChQlhE4l0kXUkN4AaABAg,Npb-5dusV-Q,페리페라,1,0,2025-12-23 00:00:00+00
comment,Ugynni4vJ846Rh-hRpx4AaABAg,Npb-5dusV-Q,페리페라,1,0,2025-11-23 00:00:00+00
comment,Ugw-51yjjjJFojf_Mo14AaABAg,Npb-5dusV-Q,페리페라,1,1,2025-11-23 00:00:00+00
comment,UgyzmGH_6EaOnwSBWfx4AaABAg,Npb-5dusV-Q,페리페라,1,1,2025-11-23 00:00:00+00
comment,UgxAjrLAeYnej1upf9V4AaABAg,Npb-5dusV-Q,페리페라,1,0,2025-11-23 00:00:00+00
comment,UgwOwR9Hn2P5d4lsTMN4AaABAg,Npb-5dusV-Q,페리페라,2,1,2025-11-23 00:00:00+00
comment,Ugz7ahMwZ955Ku3z5u94AaABAg,Npb-5dusV-Q,페리페라,1,0,2025-11-23 00:00:00+00
comment,UgwP12DZbtEp1Clx72l4AaABAg,Npb-5dusV-Q,페리페라,2,2,2025-11-23 00:00:00+00
comment,UgyH4TpvgUdbck2O7Pd4AaABAg,Npb-5dusV-Q,페리페라,1,0,2025-11-23 00:00:00+00
comment,Ugz8wo-SjRTiyQPNyat4AaABAg,Npb-5dusV-Q,페리페라,1,0,2025-11-23 00:00:00+00
comment,UgysA6ceI_y9XKY56854AaABAg,Npb-5dusV-Q,페리페라,2,1,2025-11-23 00:00:00+00
comment,UgwK0TNGfG1boog-7ph4AaABAg,Npb-5dusV-Q,페리페라,1,1,2025-11-23 00:00:00+00
comment,UgxHKbr2cXQMEK6v5KR4AaABAg,Npb-5dusV-Q,페리페라,1,1,2025-11-23 00:00:00+00
comment,UgzY9ybgyUrYG8KlWSZ4AaABAg,Npb-5dusV-Q,페리페라,3,0,2025-11-23 00:00:00+00
comment,Ugwld38KlkhWpZPzFh54AaABAg,Npb-5dusV-Q,페리페라,6,0,2025-11-23 00:00:00+00
comment,UgztDiKReUtVL7roX414AaABAg,Npb-5dusV-Q,페리페라,3,1,2025-11-23 00:00:00+00
comment,Ugx4q3klfY39NZqalV54AaABAg,Npb-5dusV-Q,페리페라,1,1,2025-11-23 00:00:00+00
comment,Ugxl0Wt3IxmVL0Vvu754AaABAg,Npb-5dusV-Q,페리페라,1,0,2025-11-23 00:00:00+00
comment,UgxE50StjTSc-_rrAFR4AaABAg,Npb-5dusV-Q,페리페라,2,0,2025-11-23 00:00:00+00
comment,UgxE50StjTSc-_rrAFR4AaABAg,Npb-5dusV-Q,롬앤,1,1,2025-11-23 00:00:00+00
comment,UgyIfLGV7bTcfwUvnzZ4AaABAg.AOrKX0Mh_nVAPB8f1D6Efe,Npb-5dusV-Q,페리페라,1,0,2025-11-23 00:00:00+00
comment,UgxpviQu9V0UvYZ6sE14AaABAg,Npb-5dusV-Q,페리페라,2,2,2025-11-23 00:00:00+00
comment,UgwwCYGyt5yX1bf4-V14AaABAg,Npb-5dusV-Q,페리페라,3,1,2025-11-23 00:00:00+00
comment,UgzbGTfHkmFUWy8Uwb54AaABAg,Npb-5dusV-Q,페리페라,1,0,2025-11-23 00:00:00+00
comment,Ugww2l3_WrNUrj4bXuR4AaABAg,usLaq9-6kvg,샤넬,1,0,2025-11-23 00:00:00+00
comment,UgxBH1cpCo1biHM2uq14AaABAg,usLaq9-6kvg,샤넬,1,0,2025-11-23 00:00:00+00
comment,UgxCuekRZAXCjwh8nJZ4AaABAg,usLaq9-6kvg,샤넬,1,0,2025-11-23 00:00:00+00
comment,UgxVkq0Rkye652KrlN14AaABAg,usLaq9-6kvg,샤넬,1,0,2025-11-23 00:00:00+00
comment,UgxLUgr4GQNxigiWjG54AaABAg,h4I5j4nWmQg,쏘내추럴,1,1,2026-06-22 00:00:00+00
comment,UgxhnqWFG4CBQVS1H3t4AaABAg,usLaq9-6kvg,샤넬,1,0,2025-11-23 00:00:00+00
comment,UgxDfgVSUr5-MXFF5154AaABAg,usLaq9-6kvg,샤넬,1,0,2025-11-23 00:00:00+00
comment,UgywXOK05-hfZVLfoo94AaABAg,qJCquDqRtNU,더랩바이블랑두,1,1,2026-04-22 00:00:00+00
comment,UgywXOK05-hfZVLfoo94AaABAg,qJCquDqRtNU,차앤박,1,1,2026-04-22 00:00:00+00
comment,UgywXOK05-hfZVLfoo94AaABAg,qJCquDqRtNU,레이어랩,1,1,2026-04-22 00:00:00+00
comment,UgywXOK05-hfZVLfoo94AaABAg,qJCquDqRtNU,피지오겔,1,1,2026-04-22 00:00:00+00
comment,UgywXOK05-hfZVLfoo94AaABAg,qJCquDqRtNU,프롬리에,1,1,2026-04-22 00:00:00+00
comment,UgywXOK05-hfZVLfoo94AaABAg.AVjJWhTClNmAVyirnX11Ah,qJCquDqRtNU,레이어랩,1,0,2026-05-22 00:00:00+00
comment,UgwwPIEgO-esGskz2Jp4AaABAg,qJCquDqRtNU,아벤느,1,1,2026-05-22 00:00:00+00
comment,UgwwPIEgO-esGskz2Jp4AaABAg,qJCquDqRtNU,토리든,1,1,2026-05-22 00:00:00+00
comment,UgwIB4zmyngM2VjhHPh4AaABAg,qJCquDqRtNU,바이오더마,1,1,2026-06-22 00:00:00+00
comment,UgwIB4zmyngM2VjhHPh4AaABAg,qJCquDqRtNU,브링그린,1,1,2026-06-22 00:00:00+00
comment,UgyFkwdKF0lpOYxgl5d4AaABAg,911cqz-Muhg,디올,1,0,2026-04-22 00:00:00+00
comment,UgwWiPYwtAW-tXwGQ7V4AaABAg,AfmjMEqc5U8,바세린,1,1,2026-02-23 00:00:00+00
comment,UgwmiLyFAOwUkKPANpZ4AaABAg,EjHhTniRdWo,셀퓨전씨,1,0,2026-03-21 00:00:00+00
comment,UgwJdZwn4aobR3RC44h4AaABAg,EjHhTniRdWo,로지킴,1,0,2026-01-21 00:00:00+00
comment,UgxEPNx4j6-xtnaoMjN4AaABAg,EjHhTniRdWo,투크,1,0,2026-01-21 00:00:00+00
comment,UgxEPNx4j6-xtnaoMjN4AaABAg.ARiqYVEwUhUARl-yH8Cqig,EjHhTniRdWo,투크,1,1,2026-01-21 00:00:00+00
comment,UgzS13-Ju93wx73wtHp4AaABAg,IvwVyaAmpfw,메디힐,1,1,2026-03-23 00:00:00+00
comment,UgzS13-Ju93wx73wtHp4AaABAg,IvwVyaAmpfw,라로슈포제,1,1,2026-03-23 00:00:00+00
comment,Ugz9FtXm8-xTwDK_CTt4AaABAg.ATC12I6r2GyATEqCcf7GYS,IvwVyaAmpfw,피지오겔,1,0,2026-02-23 00:00:00+00
comment,UgwwI6g-Hf-gRRZgeE54AaABAg,asEeFALKd4A,르네휘테르,1,1,2026-01-23 00:00:00+00
comment,UgxsDb2PwTXF-OHZXUx4AaABAg,asEeFALKd4A,르네휘테르,1,0,2026-01-21 00:00:00+00
comment,UgxCiYvXIMWglqbFB3l4AaABAg,asEeFALKd4A,르네휘테르,1,0,2026-01-21 00:00:00+00
comment,UgxIjKUAKb0kPEw5IQJ4AaABAg.ATFvwP_IioAAV7xSsBK2Un,IvwVyaAmpfw,톰,1,1,2026-04-23 00:00:00+00
comment,Ugykv-ktNvg1TBZVlix4AaABAg,VEj5qvrMzsU,힐링버드,1,0,2026-05-21 00:00:00+00
comment,Ugz-xveip484LpV6KuJ4AaABAg,t5OgEvcP_Ow,라로슈포제,2,2,2026-02-23 00:00:00+00
comment,UgzeZVIZ-WzTEpbxFmt4AaABAg,rfrJohEacXQ,브레이,1,1,2026-02-23 00:00:00+00
comment,UgysayIjtrRr6hwYggF4AaABAg,rfrJohEacXQ,브레이,1,0,2025-10-23 00:00:00+00
comment,UgzV8R57Vd9apMqL5md4AaABAg,rfrJohEacXQ,넘버즈인,1,1,2025-11-23 00:00:00+00
comment,UgzV8R57Vd9apMqL5md4AaABAg,rfrJohEacXQ,브레이,1,0,2025-11-23 00:00:00+00
comment,UgzD_JXQGIwQFOj8Ghx4AaABAg,rfrJohEacXQ,네이밍,1,1,2025-11-23 00:00:00+00
comment,UgzD_JXQGIwQFOj8Ghx4AaABAg,rfrJohEacXQ,나르카,1,1,2025-11-23 00:00:00+00
comment,UgzD_JXQGIwQFOj8Ghx4AaABAg,rfrJohEacXQ,브레이,2,1,2025-11-23 00:00:00+00
comment,UgwKdc-sL6gv_P2sqlV4AaABAg,rfrJohEacXQ,브레이,1,0,2025-11-23 00:00:00+00
comment,Ugz4HkkT9bOFz9CUJb14AaABAg,rfrJohEacXQ,브레이,1,1,2025-10-23 00:00:00+00
comment,Ugz4HkkT9bOFz9CUJb14AaABAg.AO_hO72Qk3HAO_lAw5KIx1,rfrJohEacXQ,브레이,2,2,2025-10-23 00:00:00+00
comment,UgwE4mjWazYlks4W_h94AaABAg,rfrJohEacXQ,올리브영,1,0,2025-10-23 00:00:00+00
comment,UgwB4qaktCoeLLVxvJZ4AaABAg,huiEwoTb-Mc,바세린,2,0,2026-04-23 00:00:00+00
comment,UgzvI6f7LNt4akgsnAF4AaABAg,h3xfhPjqHrQ,리쥬란,1,1,2026-02-23 00:00:00+00
comment,Ugwab4vnz-toW7Q5OgF4AaABAg,h3xfhPjqHrQ,리쥬란,1,1,2026-01-23 00:00:00+00
comment,Ugx6Tu9abJo_MVlP4pl4AaABAg,h3xfhPjqHrQ,리쥬란,2,2,2025-09-23 00:00:00+00
comment,Ugw0WeMgaxa3_eOj5A94AaABAg,h3xfhPjqHrQ,리쥬란,1,1,2025-08-23 00:00:00+00
comment,Ugye8oGzSgZzJxgJ5Px4AaABAg,h3xfhPjqHrQ,리쥬란,1,1,2025-08-23 00:00:00+00
comment,Ugxv3hHsEx_UNdzstDh4AaABAg,h3xfhPjqHrQ,리쥬란,1,1,2025-08-23 00:00:00+00
comment,Ugwt5Na4gOKk0XG--cZ4AaABAg.AJHry1DUbpuAJIW_zE6PuX,h3xfhPjqHrQ,리쥬란,1,1,2025-08-23 00:00:00+00
comment,UgwWdAaO9zfMBodsRe54AaABAg,W9a6YCAGAds,퍼셀,1,0,2025-09-23 00:00:00+00
comment,UgzGwuV5olL49sAMtaF4AaABAg,rfrJohEacXQ,네이밍,2,1,2025-10-23 00:00:00+00
comment,UgxMwc9UiUfx7Epzr6p4AaABAg,rfrJohEacXQ,브레이,1,1,2025-10-23 00:00:00+00
comment,UgyMtIvBYjk3ivYqiex4AaABAg,rfrJohEacXQ,브레이,1,0,2025-11-23 00:00:00+00
comment,UgwK1A5Uv3kJ9REsKTJ4AaABAg.AOanZkGuDtTAOao9XOZSD7,rfrJohEacXQ,브레이,1,0,2025-10-23 00:00:00+00
comment,UgykXjYUXlHA9LLBu3p4AaABAg,NluFk5wHLvM,웨이크메이크,1,1,2025-10-23 00:00:00+00
comment,UgykXjYUXlHA9LLBu3p4AaABAg,NluFk5wHLvM,태그,1,1,2025-10-23 00:00:00+00
comment,UgyE2Na0e-gNYoofw0V4AaABAg,NluFk5wHLvM,클리덤,1,1,2025-10-23 00:00:00+00
comment,UgzBVECPKUecSBnCYsF4AaABAg,NluFk5wHLvM,투쿨포스쿨,1,0,2026-04-23 00:00:00+00
comment,UgxShJnYgm1hKUkqHhN4AaABAg.ANwRrTZFQd2AOAxW-rkTbF,NluFk5wHLvM,네이밍,1,0,2025-10-23 00:00:00+00
comment,UgwN4_8E6MxGT30uBRt4AaABAg,NluFk5wHLvM,태그,1,1,2025-10-23 00:00:00+00
comment,UgzPAwpN_cLIobo5O414AaABAg,NluFk5wHLvM,클리덤,1,1,2025-10-23 00:00:00+00
comment,Ugx5-5eN4VYc7eysI2N4AaABAg,NluFk5wHLvM,힌스,1,1,2025-10-23 00:00:00+00
comment,UgyHNv-7stKJK0ZyE5x4AaABAg,NluFk5wHLvM,태그,1,1,2025-11-23 00:00:00+00
comment,Ugxr7KyOagqyWDR-d5t4AaABAg,NluFk5wHLvM,바닐라코,1,1,2025-10-23 00:00:00+00
comment,UgwjuiHYo0Zen0oaHnF4AaABAg,NluFk5wHLvM,브레이,1,0,2025-10-23 00:00:00+00
comment,UgwGXQKCA6HADCW4PYh4AaABAg,NluFk5wHLvM,바닐라코,1,1,2025-10-23 00:00:00+00
comment,UgzOA7LPllYPPVdKTCx4AaABAg,NluFk5wHLvM,태그,1,1,2025-10-23 00:00:00+00
comment,UgzOA7LPllYPPVdKTCx4AaABAg.ANz-YGgCxAdAWQai6dm1U9,NluFk5wHLvM,태그,1,1,2026-05-23 00:00:00+00
comment,UgzOA7LPllYPPVdKTCx4AaABAg.ANz-YGgCxAdAWQai6dm1U9,NluFk5wHLvM,에이지투웨니스,1,1,2026-05-23 00:00:00+00
comment,UgxtO94AhjAn7tTyAB54AaABAg,pjpXh0ffqSg,이니스프리,2,2,2025-10-23 00:00:00+00
comment,UgxtO94AhjAn7tTyAB54AaABAg.ANlm4s_1hd4ANuSK5QOV5Y,pjpXh0ffqSg,닥터지,1,1,2025-10-23 00:00:00+00
comment,UgxtO94AhjAn7tTyAB54AaABAg.ANlm4s_1hd4ANuSK5QOV5Y,pjpXh0ffqSg,셀퓨전씨,1,1,2025-10-23 00:00:00+00
comment,Ugy6Q4KNR6gmWcIjb5J4AaABAg,pjpXh0ffqSg,아누아,1,1,2025-10-23 00:00:00+00
comment,UgwZ4PbavG5ky6OZyV94AaABAg,pjpXh0ffqSg,에스네이처,1,1,2025-10-23 00:00:00+00
comment,UgyOTOC2kMcJ_jKFyNl4AaABAg,XKEmER1oeR4,파넬,2,2,2025-10-23 00:00:00+00
comment,UgyOTOC2kMcJ_jKFyNl4AaABAg,XKEmER1oeR4,어퓨,1,1,2025-10-23 00:00:00+00
comment,UgyOTOC2kMcJ_jKFyNl4AaABAg,XKEmER1oeR4,리얼베리어,1,1,2025-10-23 00:00:00+00
comment,UgyOTOC2kMcJ_jKFyNl4AaABAg,XKEmER1oeR4,더마블록,3,3,2025-10-23 00:00:00+00
comment,UgyOTOC2kMcJ_jKFyNl4AaABAg,XKEmER1oeR4,마데카21,1,1,2025-10-23 00:00:00+00
comment,UgyOTOC2kMcJ_jKFyNl4AaABAg,XKEmER1oeR4,더랩바이블랑두,2,2,2025-10-23 00:00:00+00
comment,UgyOTOC2kMcJ_jKFyNl4AaABAg,XKEmER1oeR4,VT,2,2,2025-10-23 00:00:00+00
comment,UgyOTOC2kMcJ_jKFyNl4AaABAg,XKEmER1oeR4,싸이닉,1,1,2025-10-23 00:00:00+00
comment,UgyOTOC2kMcJ_jKFyNl4AaABAg,XKEmER1oeR4,드롭비,5,5,2025-10-23 00:00:00+00
comment,UgyOTOC2kMcJ_jKFyNl4AaABAg,XKEmER1oeR4,에뛰드,4,3,2025-10-23 00:00:00+00
comment,UgyOTOC2kMcJ_jKFyNl4AaABAg,XKEmER1oeR4,클라뷰,1,1,2025-10-23 00:00:00+00
comment,UgyOTOC2kMcJ_jKFyNl4AaABAg,XKEmER1oeR4,태그,3,3,2025-10-23 00:00:00+00
comment,UgyOTOC2kMcJ_jKFyNl4AaABAg,XKEmER1oeR4,본셉,1,1,2025-10-23 00:00:00+00
comment,UgyOTOC2kMcJ_jKFyNl4AaABAg,XKEmER1oeR4,트윙클팝,1,1,2025-10-23 00:00:00+00
comment,UgyOTOC2kMcJ_jKFyNl4AaABAg,XKEmER1oeR4,코시에로,1,1,2025-10-23 00:00:00+00
comment,UgyOTOC2kMcJ_jKFyNl4AaABAg,XKEmER1oeR4,입큰,1,1,2025-10-23 00:00:00+00
comment,UgxcVmm2tVy6fhE8dFp4AaABAg,XKEmER1oeR4,에뛰드,1,0,2025-10-23 00:00:00+00
comment,Ugw-MXN9yyp7nTeJZBd4AaABAg,XKEmER1oeR4,태그,2,2,2026-04-23 00:00:00+00
comment,Ugy6qCmy2kp-hrq6mzN4AaABAg,XKEmER1oeR4,드롭비,1,1,2025-11-23 00:00:00+00
comment,UgySnIDtaX9v4aRpFFJ4AaABAg,XKEmER1oeR4,큐어레스트,1,1,2025-10-23 00:00:00+00
comment,UgytEXiWQAyGgAoVGyJ4AaABAg,usLaq9-6kvg,샤넬,1,0,2025-11-23 00:00:00+00
comment,Ugw2-CnmNJ5JtkpEf8N4AaABAg,usLaq9-6kvg,샤넬,1,0,2025-11-23 00:00:00+00
comment,UgyWD3rpSU7KZviqZEN4AaABAg,-wjkD_F4rGw,메디큐브,1,0,2026-05-22 00:00:00+00
comment,UgyWD3rpSU7KZviqZEN4AaABAg.AWobiyAKFZ_AWwCmAHeJ46,-wjkD_F4rGw,메디큐브,3,0,2026-05-22 00:00:00+00
comment,UgyWD3rpSU7KZviqZEN4AaABAg.AWobiyAKFZ_AWwCmAHeJ46,-wjkD_F4rGw,쿼드쎄라,1,0,2026-05-22 00:00:00+00
comment,Ugx-EuYVdDoEo80HtFh4AaABAg,-wjkD_F4rGw,동국제약,1,0,2026-05-22 00:00:00+00
comment,Ugx-EuYVdDoEo80HtFh4AaABAg.AWn2uJIIdW1AWoLr9aThru,-wjkD_F4rGw,센텔리안24,1,0,2026-05-22 00:00:00+00
comment,UgwqD13dv4Y7GX2Oych4AaABAg.AWrXvXBgD9EAWteXSIT81-,-wjkD_F4rGw,톰,1,0,2026-05-22 00:00:00+00
comment,UgxNeEY-xwEHtEAG2SJ4AaABAg,-wjkD_F4rGw,톰,1,0,2026-05-22 00:00:00+00
comment,Ugz1H1Y4c4_5h38lBQ54AaABAg,-G6m4PWMpic,라피타,5,2,2026-05-22 00:00:00+00
comment,UgxNjxQh-NrsqJEWQQ14AaABAg,ZoO74ee1yCs,올리브영,1,0,2026-05-22 00:00:00+00
comment,Ugyt2pVNnnoA-ot1UXZ4AaABAg,ZoO74ee1yCs,마미케어,1,0,2026-05-22 00:00:00+00
comment,Ugxg0m6vG0Cf2eBLEaR4AaABAg,usLaq9-6kvg,샤넬,1,0,2026-01-23 00:00:00+00
comment,UgzW7NuEYxSDqPy2sWp4AaABAg,XKEmER1oeR4,드롭비,1,1,2025-11-23 00:00:00+00
comment,UgwPx4eYLfArtSdZP4d4AaABAg,XKEmER1oeR4,파티온,1,1,2025-10-23 00:00:00+00
comment,UgyaKWr-5mzd5fuBUZd4AaABAg,XKEmER1oeR4,더마블록,1,1,2025-11-23 00:00:00+00
comment,UgygsUNebmYwb77qaq54AaABAg,XKEmER1oeR4,VT,1,1,2025-10-23 00:00:00+00
comment,Ugzpmy8LpuqBToYybTx4AaABAg,XKEmER1oeR4,파넬,1,1,2025-10-23 00:00:00+00
comment,UgyCXUwFzW4SBNzB85B4AaABAg,XKEmER1oeR4,파넬,1,1,2025-10-23 00:00:00+00
comment,Ugx_4nnPGDB6lqowxHl4AaABAg,XKEmER1oeR4,파넬,1,0,2025-10-23 00:00:00+00
comment,Ugw7bWKdID-gmBWWNzx4AaABAg,XKEmER1oeR4,더랩바이블랑두,1,1,2025-10-23 00:00:00+00
comment,UgxVj6IlRjBBFvtLl854AaABAg,XKEmER1oeR4,파넬,1,1,2025-10-23 00:00:00+00
comment,UgyMVJqFMAzywvAiUP54AaABAg,XKEmER1oeR4,파넬,1,1,2025-10-23 00:00:00+00
comment,UgxtJp_Po1qreUuvdCF4AaABAg,XKEmER1oeR4,드롭비,1,1,2025-10-23 00:00:00+00
comment,UgzffY5uIJ8IMfeYV2J4AaABAg,usLaq9-6kvg,샤넬,1,0,2025-11-23 00:00:00+00
comment,UgzghDd-GkIcBlP-DOR4AaABAg,usLaq9-6kvg,샤넬,1,0,2025-11-23 00:00:00+00
comment,UgxZS7AEtJnRwwA94o54AaABAg,usLaq9-6kvg,샤넬,1,0,2025-11-23 00:00:00+00
comment,Ugz97NQrSPTp_cHY6oV4AaABAg,usLaq9-6kvg,샤넬,1,0,2025-11-23 00:00:00+00
comment,UgxDHfwNwrHrSVF5caB4AaABAg,usLaq9-6kvg,샤넬,1,0,2025-11-23 00:00:00+00
comment,UgyeMFH4UzZFmKneuiJ4AaABAg,usLaq9-6kvg,샤넬,1,0,2025-11-23 00:00:00+00
comment,Ugw4qkFQN8PucIoG5Vd4AaABAg,usLaq9-6kvg,샤넬,1,0,2025-11-23 00:00:00+00
comment,UgxObtxv_ZxnzlbLshN4AaABAg,usLaq9-6kvg,샤넬,1,0,2026-01-23 00:00:00+00
comment,UgzqEUE-4QwFCgOWral4AaABAg,usLaq9-6kvg,샤넬,1,0,2025-11-23 00:00:00+00
comment,Ugx2xPzWRuhMnh1gzmx4AaABAg,usLaq9-6kvg,샤넬,2,0,2025-11-23 00:00:00+00
comment,UgwINW8dF6FQFM39rMR4AaABAg,usLaq9-6kvg,샤넬,1,0,2025-11-23 00:00:00+00
comment,UgwnhTfpZYj80y6tKYF4AaABAg,usLaq9-6kvg,샤넬,1,0,2025-11-23 00:00:00+00
comment,UgzbFVSu45-LxbBfJTN4AaABAg,usLaq9-6kvg,샤넬,1,0,2025-11-23 00:00:00+00
comment,Ugzkx-ouU-ILIiUP20x4AaABAg,usLaq9-6kvg,샤넬,1,0,2025-12-23 00:00:00+00
comment,Ugzdma-4cZQReGKNsvZ4AaABAg,usLaq9-6kvg,샤넬,1,0,2026-07-23 00:00:00+00
comment,UgyEYw24yHR8FA79Vcp4AaABAg.AOqq0oMzdufAOr643Rpe3A,usLaq9-6kvg,디올,1,0,2025-11-23 00:00:00+00
comment,UgwoQB30aJqreLKX23Z4AaABAg,usLaq9-6kvg,샤넬,1,0,2025-11-23 00:00:00+00
comment,UgwK1GQv8gakeXJVnqV4AaABAg,usLaq9-6kvg,샤넬,2,0,2025-11-23 00:00:00+00
comment,Ugzv5FPxaVOdmxZyO3N4AaABAg,DaPgqm6bq5s,라네즈,2,2,2025-10-23 00:00:00+00
comment,Ugw7unkUaZ24E9oweQ54AaABAg,DaPgqm6bq5s,르브와,1,0,2025-10-23 00:00:00+00
comment,UgwaiHC5qIy7PVxwGZh4AaABAg,DaPgqm6bq5s,투슬래시포,1,1,2025-10-23 00:00:00+00
comment,UgxVe0eYyK6GFNbvA794AaABAg,DaPgqm6bq5s,에스쁘아,1,1,2025-10-23 00:00:00+00
comment,Ugwa1gmyuWrLsDdGWzt4AaABAg,DaPgqm6bq5s,라네즈,1,1,2025-10-23 00:00:00+00
comment,UgxNzNxuBL9pFn1L4Mh4AaABAg,DaPgqm6bq5s,라네즈,1,1,2025-10-23 00:00:00+00
comment,Ugxo3s3S3nk4Gd22uVJ4AaABAg,DaPgqm6bq5s,투슬래시포,1,1,2025-10-23 00:00:00+00
comment,Ugxo3s3S3nk4Gd22uVJ4AaABAg,DaPgqm6bq5s,필리밀리,1,0,2025-10-23 00:00:00+00
comment,Ugxo3s3S3nk4Gd22uVJ4AaABAg,DaPgqm6bq5s,피카소,1,0,2025-10-23 00:00:00+00
comment,Ugx5ekGJgfQfKZRvuhV4AaABAg,DaPgqm6bq5s,스튜디오17,1,1,2025-10-23 00:00:00+00
comment,UgxZh5XVd-l7MnovRbR4AaABAg,DaPgqm6bq5s,글로웍스,1,0,2025-10-23 00:00:00+00
comment,UgyAXJVp-igzFcx8PLV4AaABAg,DaPgqm6bq5s,체이싱래빗,1,0,2025-10-23 00:00:00+00
comment,UgxJbZGQqE61thliGBJ4AaABAg,DaPgqm6bq5s,라네즈,1,1,2025-10-23 00:00:00+00
comment,Ugx25HXFaMARv_QsjFF4AaABAg,DaPgqm6bq5s,라네즈,1,1,2025-10-23 00:00:00+00
comment,Ugy0cD_tBqP1UdbQZIN4AaABAg,DaPgqm6bq5s,라네즈,1,1,2025-10-23 00:00:00+00
comment,Ugy0cD_tBqP1UdbQZIN4AaABAg,DaPgqm6bq5s,이니스프리,1,1,2025-10-23 00:00:00+00
comment,UgyklIk2wfmSj-k-5Cx4AaABAg,DaPgqm6bq5s,에스트라,1,1,2025-10-23 00:00:00+00
comment,UgxCNdZTDPKXIZUJWid4AaABAg,DaPgqm6bq5s,라네즈,1,1,2025-10-23 00:00:00+00
comment,UgzEeKUCifLozidhCct4AaABAg,DaPgqm6bq5s,필리밀리,1,0,2025-10-23 00:00:00+00
comment,Ugzokh4IMlU4SFyWR8h4AaABAg,DaPgqm6bq5s,롬앤,1,1,2025-11-23 00:00:00+00
comment,Ugy15SaFGNjZ0fcW2s54AaABAg,DaPgqm6bq5s,라네즈,1,1,2025-10-23 00:00:00+00
comment,Ugy15SaFGNjZ0fcW2s54AaABAg,DaPgqm6bq5s,에스트라,1,1,2025-10-23 00:00:00+00
comment,UgzQU8qb2LEQ-zQyEbt4AaABAg,DaPgqm6bq5s,투슬래시포,1,0,2025-12-23 00:00:00+00
comment,Ugws8LU_nr2_v8iVHux4AaABAg,3m52hEqB7S0,셀퓨전씨,1,0,2025-10-23 00:00:00+00
comment,Ugws8LU_nr2_v8iVHux4AaABAg.ANWsvNwLBjfANX5Ovqw7V4,3m52hEqB7S0,디어달리아,1,0,2025-10-23 00:00:00+00
comment,Ugws8LU_nr2_v8iVHux4AaABAg.ANWsvNwLBjfANX5Ovqw7V4,3m52hEqB7S0,에르보리앙,1,0,2025-10-23 00:00:00+00
comment,Ugws8LU_nr2_v8iVHux4AaABAg.ANWsvNwLBjfANX5Ovqw7V4,3m52hEqB7S0,셀퓨전씨,1,0,2025-10-23 00:00:00+00
comment,Ugws8LU_nr2_v8iVHux4AaABAg.ANWsvNwLBjfANZKh9YsQ9z,3m52hEqB7S0,셀퓨전씨,1,0,2025-10-23 00:00:00+00
comment,Ugws8LU_nr2_v8iVHux4AaABAg.ANWsvNwLBjfANZKh9YsQ9z,3m52hEqB7S0,디어달리아,1,0,2025-10-23 00:00:00+00
comment,Ugws8LU_nr2_v8iVHux4AaABAg.ANWsvNwLBjfANXwV8w2lVD,3m52hEqB7S0,셀퓨전씨,1,1,2025-10-23 00:00:00+00
comment,Ugws8LU_nr2_v8iVHux4AaABAg.ANWsvNwLBjfANZBsoO8fR-,3m52hEqB7S0,셀퓨전씨,1,0,2025-10-23 00:00:00+00
comment,UgzeqJePSaMMsfTqSqJ4AaABAg,3m52hEqB7S0,셀퓨전씨,1,1,2025-10-23 00:00:00+00
comment,UgxEAWungy80Dq8ruJ54AaABAg,3m52hEqB7S0,에르보리앙,1,0,2025-10-23 00:00:00+00
comment,UgzEo9RIuQgBpidE0kp4AaABAg,3m52hEqB7S0,투크,1,0,2025-10-23 00:00:00+00
comment,UgxLX2FDdEKR8STRVCt4AaABAg,3m52hEqB7S0,에뛰드,1,1,2025-10-23 00:00:00+00
comment,UgxLX2FDdEKR8STRVCt4AaABAg,3m52hEqB7S0,투크,1,1,2025-10-23 00:00:00+00
comment,UgyUa9XGiVQyN1Vh62Z4AaABAg,3m52hEqB7S0,셀퓨전씨,1,0,2025-10-23 00:00:00+00
comment,UgyUa9XGiVQyN1Vh62Z4AaABAg,3m52hEqB7S0,투크,1,0,2025-10-23 00:00:00+00
comment,UgxSyhhsMMnzgtR7-1N4AaABAg,3m52hEqB7S0,라네즈,2,0,2025-10-23 00:00:00+00
comment,Ugx6E_TitUvfnQRWhrx4AaABAg,3m52hEqB7S0,투크,1,0,2025-10-23 00:00:00+00
comment,UgztPTqZCMzw8U4xklV4AaABAg,3m52hEqB7S0,헤라,1,1,2025-10-23 00:00:00+00
comment,UgxHisTK2NzygrVC9eR4AaABAg,3m52hEqB7S0,디어달리아,2,0,2025-10-23 00:00:00+00
