src,ref_id,video_id,brand,count,cooc_count,published_at
comment,UgzMlBb92nww8aPl3wp4AaABAg,NobQ4P8lCfc,삐아,1,1,2026-04-22 00:00:00+00
comment,UgzMlBb92nww8aPl3wp4AaABAg,NobQ4P8lCfc,힌스,1,1,2026-04-22 00:00:00+00
comment,UgzMlBb92nww8aPl3wp4AaABAg,NobQ4P8lCfc,무지개맨션,1,1,2026-04-22 00:00:00+00
comment,UgzMlBb92nww8aPl3wp4AaABAg,NobQ4P8lCfc,피노,1,1,2026-04-22 00:00:00+00
comment,UgzMlBb92nww8aPl3wp4AaABAg,NobQ4P8lCfc,올리브영,1,0,2026-04-22 00:00:00+00
comment,UgzMlBb92nww8aPl3wp4AaABAg.AVIpiiWYZHSAVNqRBnnRqG,NobQ4P8lCfc,웨이크메이크,1,0,2026-04-22 00:00:00+00
comment,UgwMIEnQF-yeNycvFbN4AaABAg,NobQ4P8lCfc,마몽드,1,1,2026-04-22 00:00:00+00
comment,UgwMIEnQF-yeNycvFbN4AaABAg,NobQ4P8lCfc,릴리바이레드,1,1,2026-04-22 00:00:00+00
comment,UgykCf2BbhEUCzx-bjR4AaABAg,NobQ4P8lCfc,웨이크메이크,1,1,2026-04-22 00:00:00+00
comment,UgykCf2BbhEUCzx-bjR4AaABAg,NobQ4P8lCfc,에뛰드,1,1,2026-04-22 00:00:00+00
comment,Ugy1LCeenfsX2YKsPrd4AaABAg,NobQ4P8lCfc,웨이크메이크,1,1,2026-04-22 00:00:00+00
comment,Ugx-dM-ZNQta59MQ3AV4AaABAg,NobQ4P8lCfc,바이오던스,1,1,2026-04-22 00:00:00+00
comment,Ugxa9loqc7np7xDbeUx4AaABAg,NobQ4P8lCfc,바이오던스,1,1,2026-04-22 00:00:00+00
comment,Ugw3xVSIwuJ4qMwCF-l4AaABAg,NobQ4P8lCfc,힌스,1,1,2026-04-22 00:00:00+00
comment,Ugw8CFoA4It5ByFGoiB4AaABAg,NobQ4P8lCfc,에뛰드,1,1,2026-04-22 00:00:00+00
comment,UgxTEqHDwlFxoOk1HUp4AaABAg,NobQ4P8lCfc,페리페라,1,0,2026-04-22 00:00:00+00
comment,UgxTEqHDwlFxoOk1HUp4AaABAg,NobQ4P8lCfc,힌스,1,0,2026-04-22 00:00:00+00
comment,UgwxD57xBP5W9R18x7h4AaABAg,NobQ4P8lCfc,에뛰드,1,1,2026-04-22 00:00:00+00
comment,Ugx95vI6oJJdJHnkMaZ4AaABAg,NobQ4P8lCfc,삐아,1,0,2026-04-22 00:00:00+00
comment,UgwVdtvlE5I7CGjWgDV4AaABAg,NobQ4P8lCfc,팁토우,1,1,2026-04-22 00:00:00+00
comment,UgwRrowFPnUkHZkXcEF4AaABAg,NobQ4P8lCfc,라네즈,1,1,2026-04-22 00:00:00+00
comment,UgxTJAr18kysGnDc97x4AaABAg,NobQ4P8lCfc,웨이크메이크,1,0,2026-04-22 00:00:00+00
comment,Ugzrlgs_u1hsewSBIgZ4AaABAg,NobQ4P8lCfc,삐아,1,1,2026-04-22 00:00:00+00
comment,UgxHrCExxxD2JoZ0pz54AaABAg,NobQ4P8lCfc,마몽드,1,0,2026-04-22 00:00:00+00
comment,UgxYFuly5jjkFF3UtGl4AaABAg,NobQ4P8lCfc,피노,2,0,2026-04-22 00:00:00+00
comment,UgxYFuly5jjkFF3UtGl4AaABAg,NobQ4P8lCfc,올리브영,1,1,2026-04-22 00:00:00+00
comment,UgyZLMvlqHpS0jlsBON4AaABAg,NobQ4P8lCfc,릴리바이레드,1,0,2026-04-22 00:00:00+00
comment,UgwXktC_xdRRXzGUNXZ4AaABAg,NobQ4P8lCfc,에뛰드,1,1,2026-04-22 00:00:00+00
comment,UgwMDgWahEUv0gApozl4AaABAg,NobQ4P8lCfc,삐아,1,1,2026-04-22 00:00:00+00
comment,UgycZ1xXSk8HMLW7xZ54AaABAg,NobQ4P8lCfc,에뛰드,2,2,2026-04-22 00:00:00+00
comment,UgxPB1kpb9vingGalYp4AaABAg,NobQ4P8lCfc,마몽드,1,1,2026-04-22 00:00:00+00
comment,UgwaV3v9oWA8S72gNN94AaABAg,NobQ4P8lCfc,삐아,1,1,2026-04-22 00:00:00+00
comment,UgyAGVrBCZn_BFuHViV4AaABAg,NobQ4P8lCfc,마몽드,1,0,2026-04-22 00:00:00+00
comment,UgxdRLooOQWxMY3QFy94AaABAg,NobQ4P8lCfc,무지개맨션,1,1,2026-04-22 00:00:00+00
comment,UgxdRLooOQWxMY3QFy94AaABAg,NobQ4P8lCfc,삐아,1,0,2026-04-22 00:00:00+00
comment,UgzFHJ8-c6DX9GdZIYp4AaABAg,NobQ4P8lCfc,삐아,1,1,2026-04-22 00:00:00+00
comment,Ugyo_W7OkXH2EIm0zLZ4AaABAg,NobQ4P8lCfc,바이오던스,1,1,2026-04-22 00:00:00+00
comment,Ugx2nayMzKVili4sFMB4AaABAg,NobQ4P8lCfc,웨이크메이크,1,1,2026-04-22 00:00:00+00
comment,UgwFKtpV23Pusz0n5tx4AaABAg,NobQ4P8lCfc,바이오던스,1,1,2026-04-22 00:00:00+00
comment,UgwFKtpV23Pusz0n5tx4AaABAg,NobQ4P8lCfc,마몽드,1,1,2026-04-22 00:00:00+00
comment,UgwFKtpV23Pusz0n5tx4AaABAg,NobQ4P8lCfc,에뛰드,1,1,2026-04-22 00:00:00+00
comment,UgySZegPppva7AwdkeV4AaABAg,NobQ4P8lCfc,힌스,1,0,2026-04-22 00:00:00+00
comment,UgwB3I3JS84Vwr9WKDx4AaABAg,NobQ4P8lCfc,얼터너티브스테레오,1,1,2026-04-22 00:00:00+00
comment,UgyrIVFCL4P9Fk6eIf94AaABAg,NobQ4P8lCfc,페리페라,1,1,2026-04-22 00:00:00+00
comment,UgyrIVFCL4P9Fk6eIf94AaABAg,NobQ4P8lCfc,삐아,1,1,2026-04-22 00:00:00+00
comment,UgxzGNjytR00rMiQE2h4AaABAg,NobQ4P8lCfc,페리페라,1,0,2026-04-22 00:00:00+00
comment,Ugy1Oli6IU1jW523TkN4AaABAg,NobQ4P8lCfc,라네즈,1,1,2026-04-22 00:00:00+00
comment,UgwZ8ic2OX9vZOt_BDh4AaABAg,NobQ4P8lCfc,삐아,1,1,2026-04-22 00:00:00+00
comment,UgxnZuiI60_Bn_AC8-J4AaABAg,NobQ4P8lCfc,삐아,1,0,2026-04-22 00:00:00+00
comment,Ugy85bbCSp_eBnpGYOJ4AaABAg,NobQ4P8lCfc,삐아,1,0,2026-04-22 00:00:00+00
comment,UgwddJ0L86zNj2YoO9J4AaABAg,NobQ4P8lCfc,투쿨포스쿨,1,1,2026-04-22 00:00:00+00
comment,UgwddJ0L86zNj2YoO9J4AaABAg,NobQ4P8lCfc,마몽드,1,0,2026-04-22 00:00:00+00
comment,Ugw4mO9T7D1-QlYJs_p4AaABAg,NobQ4P8lCfc,힌스,1,1,2026-04-22 00:00:00+00
comment,UgxMfKSI4KIvls-eWUx4AaABAg,NobQ4P8lCfc,마몽드,1,1,2026-04-22 00:00:00+00
comment,UgyLtLzMIQWYDMhhtmR4AaABAg,NobQ4P8lCfc,힌스,1,0,2026-04-22 00:00:00+00
comment,UgxunRDfvUxOZPWOeG54AaABAg,NobQ4P8lCfc,무지개맨션,1,1,2026-04-22 00:00:00+00
comment,UgxunRDfvUxOZPWOeG54AaABAg,NobQ4P8lCfc,웨이크메이크,1,1,2026-04-22 00:00:00+00
comment,Ugw7JHWTFmEXEUE_xpJ4AaABAg,NobQ4P8lCfc,팁토우,1,0,2026-04-22 00:00:00+00
comment,UgwInfHMX1RF9W9YddV4AaABAg,NobQ4P8lCfc,투쿨포스쿨,1,1,2026-04-22 00:00:00+00
comment,Ugy4oGiY0MF7IRJ2LP54AaABAg,NobQ4P8lCfc,피노,1,0,2026-04-22 00:00:00+00
comment,UgyHuoXoYOcpzwv35L94AaABAg,NobQ4P8lCfc,삐아,1,1,2026-04-22 00:00:00+00
comment,UgyrxsaTtQ7EKNjg3Zl4AaABAg,NobQ4P8lCfc,에뛰드,1,1,2026-04-22 00:00:00+00
comment,Ugw_-VnURxnqG78syTd4AaABAg,NobQ4P8lCfc,삐아,1,1,2026-04-22 00:00:00+00
comment,Ugyyjfl5PKUUaTtaoU94AaABAg,NobQ4P8lCfc,에뛰드,1,1,2026-04-22 00:00:00+00
comment,Ugyyjfl5PKUUaTtaoU94AaABAg,NobQ4P8lCfc,삐아,2,2,2026-04-22 00:00:00+00
comment,UgwTqInjCxZnJlPQELt4AaABAg,NobQ4P8lCfc,릴리바이레드,1,1,2026-04-22 00:00:00+00
comment,Ugw1GJNNa99BkWJZNGF4AaABAg,NobQ4P8lCfc,투크,1,1,2026-04-22 00:00:00+00
comment,UgwD5IE6xUGMAbQr7kp4AaABAg,NobQ4P8lCfc,무지개맨션,1,1,2026-04-22 00:00:00+00
comment,UgwD5IE6xUGMAbQr7kp4AaABAg,NobQ4P8lCfc,에뛰드,1,1,2026-04-22 00:00:00+00
comment,UgwD5IE6xUGMAbQr7kp4AaABAg,NobQ4P8lCfc,라네즈,2,1,2026-04-22 00:00:00+00
comment,UgwD5IE6xUGMAbQr7kp4AaABAg,NobQ4P8lCfc,삐아,3,2,2026-04-22 00:00:00+00
comment,UgwD5IE6xUGMAbQr7kp4AaABAg,NobQ4P8lCfc,아떼,1,0,2026-04-22 00:00:00+00
comment,UgyckXIzHYrsmTIEf4B4AaABAg,NobQ4P8lCfc,에뛰드,1,1,2026-04-22 00:00:00+00
comment,UgzXS00nwXitQ6TMIUx4AaABAg,NobQ4P8lCfc,데이지크,1,1,2026-04-22 00:00:00+00
comment,UgwAvMv_qjB-NZqjMDJ4AaABAg,NobQ4P8lCfc,릴리바이레드,1,1,2026-04-22 00:00:00+00
comment,UgzZh1KGpU-rp94nJCB4AaABAg,NobQ4P8lCfc,무지개맨션,1,1,2026-04-22 00:00:00+00
comment,UgwmpYT1etlDMjFGJYl4AaABAg,NobQ4P8lCfc,마몽드,1,0,2026-04-22 00:00:00+00
comment,Ugzmvk-MsCDdScIy_gp4AaABAg,NobQ4P8lCfc,네이밍,1,1,2026-04-22 00:00:00+00
comment,Ugzmvk-MsCDdScIy_gp4AaABAg,NobQ4P8lCfc,롬앤,1,1,2026-04-22 00:00:00+00
comment,UgwefyIUneE_Uctm0nt4AaABAg,NobQ4P8lCfc,팁토우,1,0,2026-04-22 00:00:00+00
comment,UgwefyIUneE_Uctm0nt4AaABAg,NobQ4P8lCfc,피노,1,0,2026-04-22 00:00:00+00
comment,UgwMB-VK9ftiKhT2rah4AaABAg,NobQ4P8lCfc,라네즈,1,1,2026-04-22 00:00:00+00
comment,UgxhGBG48Hkh7aN0Snt4AaABAg,NobQ4P8lCfc,웨이크메이크,1,1,2026-04-22 00:00:00+00
comment,Ugwl7Mq3BQ9lr0ZDlc94AaABAg,NobQ4P8lCfc,웨이크메이크,1,1,2026-04-22 00:00:00+00
comment,UgwAkthh_RUMfRkZjNx4AaABAg,NobQ4P8lCfc,릴리바이레드,1,0,2026-04-22 00:00:00+00
comment,Ugxe13xUuI2jmm_E8i54AaABAg,NobQ4P8lCfc,투쿨포스쿨,1,1,2026-04-22 00:00:00+00
comment,Ugxe13xUuI2jmm_E8i54AaABAg,NobQ4P8lCfc,웨이크메이크,1,1,2026-04-22 00:00:00+00
comment,UgzpkSxkexyVPWxPrsp4AaABAg,RlI6Axcs6Qk,샤넬,1,0,2025-08-22 00:00:00+00
comment,UgzpkSxkexyVPWxPrsp4AaABAg,RlI6Axcs6Qk,디올,1,0,2025-08-22 00:00:00+00
comment,UgwqXFacTjNYPJ_oJI54AaABAg,-KgyZD7Nzws,페리페라,1,1,2026-08-08 00:00:00+00
comment,UgwqXFacTjNYPJ_oJI54AaABAg,-KgyZD7Nzws,맥,1,1,2026-08-08 00:00:00+00
comment,UgwqXFacTjNYPJ_oJI54AaABAg,-KgyZD7Nzws,클리오,1,1,2026-08-08 00:00:00+00
comment,UgwqXFacTjNYPJ_oJI54AaABAg,-KgyZD7Nzws,투쿨포스쿨,1,1,2026-08-08 00:00:00+00
comment,UgwqXFacTjNYPJ_oJI54AaABAg,-KgyZD7Nzws,롬앤,1,1,2026-08-08 00:00:00+00
comment,UgwqXFacTjNYPJ_oJI54AaABAg,-KgyZD7Nzws,컬러그램,1,1,2026-08-08 00:00:00+00
comment,UgzKH1WVLcQXQv0QbyV4AaABAg,-KgyZD7Nzws,토니모리,1,0,2026-08-08 00:00:00+00
comment,UgxAQd8ndqp-9IeYD-x4AaABAg,RlI6Axcs6Qk,미샤,4,3,2025-08-22 00:00:00+00
comment,UgzUqtjaSYAkPEwZkBZ4AaABAg,RlI6Axcs6Qk,미샤,1,0,2025-08-22 00:00:00+00
comment,UgzUqtjaSYAkPEwZkBZ4AaABAg,RlI6Axcs6Qk,더페이스샵,1,0,2025-08-22 00:00:00+00
comment,UgzUqtjaSYAkPEwZkBZ4AaABAg.AK4NHMRr-ZCAKCK6OaEuty,RlI6Axcs6Qk,더페이스샵,2,1,2025-08-22 00:00:00+00
comment,UgzUqtjaSYAkPEwZkBZ4AaABAg.AK4NHMRr-ZCAKCK6OaEuty,RlI6Axcs6Qk,토니모리,1,1,2025-08-22 00:00:00+00
comment,UgzUqtjaSYAkPEwZkBZ4AaABAg.AK4NHMRr-ZCAKCK6OaEuty,RlI6Axcs6Qk,씨앤씨,1,0,2025-08-22 00:00:00+00
comment,UgzUqtjaSYAkPEwZkBZ4AaABAg.AK4NHMRr-ZCAKCK6OaEuty,RlI6Axcs6Qk,미샤,1,0,2025-08-22 00:00:00+00
comment,UgzUqtjaSYAkPEwZkBZ4AaABAg.AK4NHMRr-ZCAKCK6OaEuty,RlI6Axcs6Qk,올리브영,1,0,2025-08-22 00:00:00+00
comment,UgzzjDQ7oaBIPLFmjrV4AaABAg.AK4-qdXbqCgAK5co2k9CCO,RlI6Axcs6Qk,샤넬,1,0,2025-08-22 00:00:00+00
comment,UgzzjDQ7oaBIPLFmjrV4AaABAg.AK4-qdXbqCgAK5co2k9CCO,RlI6Axcs6Qk,디올,1,0,2025-08-22 00:00:00+00
comment,UgyIHUBDFSVlSf5Uoi14AaABAg,_5VfXhZgiC8,올리브영,1,0,2025-08-22 00:00:00+00
comment,UgwALtmpoapc4yLrMcF4AaABAg,_5VfXhZgiC8,에딧비,1,1,2026-05-22 00:00:00+00
comment,Ugzkdeo-lT1aYWDop5l4AaABAg,_5VfXhZgiC8,올리브영,1,0,2025-08-22 00:00:00+00
comment,Ugwzh8SUBxSdcxmuZdR4AaABAg,_5VfXhZgiC8,올리브영,1,0,2025-08-22 00:00:00+00
comment,Ugzb5S2d-TgJiR9HE294AaABAg,rcfrDnqWxUM,샤넬,1,0,2026-06-22 00:00:00+00
comment,UgzYjwW0qwm37bTd9jx4AaABAg,6LcPK61HxEk,클리오,1,1,2026-03-23 00:00:00+00
comment,UgxIepvFuNXb_vNGbkZ4AaABAg,Rd4DvzcUBYA,스팀베이스,1,1,2026-05-22 00:00:00+00
comment,UgxIepvFuNXb_vNGbkZ4AaABAg,Rd4DvzcUBYA,센텔리안24,1,0,2026-05-22 00:00:00+00
comment,UgxIepvFuNXb_vNGbkZ4AaABAg,Rd4DvzcUBYA,디올,1,1,2026-05-22 00:00:00+00
comment,UgxIepvFuNXb_vNGbkZ4AaABAg,Rd4DvzcUBYA,아로마티카,1,0,2026-05-22 00:00:00+00
comment,UgxIepvFuNXb_vNGbkZ4AaABAg,Rd4DvzcUBYA,케라스타즈,1,0,2026-05-22 00:00:00+00
comment,UgzpSKv21kEzjOIPATd4AaABAg,Rd4DvzcUBYA,이솝,1,0,2026-05-22 00:00:00+00
comment,Ugx7NrLmi0mo_TzX0VR4AaABAg,Rd4DvzcUBYA,이솝,1,0,2026-05-22 00:00:00+00
comment,UgwESAyu84Ivn-8KyLd4AaABAg,Rd4DvzcUBYA,이솝,1,0,2026-05-22 00:00:00+00
comment,Ugx166zrAp5pORzROCB4AaABAg,Rd4DvzcUBYA,샤넬,1,1,2026-05-22 00:00:00+00
comment,UgzRkMIx90mJhl_zWHF4AaABAg,Rd4DvzcUBYA,디올,1,1,2026-06-22 00:00:00+00
comment,UgzTUnwPcW7qvEYTrut4AaABAg,Rd4DvzcUBYA,이솝,1,0,2026-05-22 00:00:00+00
comment,UgwB6bLlz-WQC-k9EHF4AaABAg,Rd4DvzcUBYA,민트리,1,0,2026-05-22 00:00:00+00
comment,UgwB6bLlz-WQC-k9EHF4AaABAg,Rd4DvzcUBYA,스팀베이스,1,1,2026-05-22 00:00:00+00
comment,UgzCPjAQGSJgFIJdtPZ4AaABAg,Rd4DvzcUBYA,센텔리안24,1,0,2026-06-22 00:00:00+00
comment,UgyduxXeSwh502pxwnp4AaABAg,Rd4DvzcUBYA,디올,1,1,2026-05-22 00:00:00+00
comment,UgwbqX7-ndouqwoTI_h4AaABAg,Rd4DvzcUBYA,이솝,1,0,2026-05-22 00:00:00+00
comment,Ugwf55zzoZsR_NPCitl4AaABAg,Rd4DvzcUBYA,러쉬,1,1,2026-05-22 00:00:00+00
comment,Ugwf55zzoZsR_NPCitl4AaABAg,Rd4DvzcUBYA,아베다,1,1,2026-05-22 00:00:00+00
comment,Ugxq6eV-Pb4QGPMXB_54AaABAg,Rd4DvzcUBYA,이솝,2,2,2026-05-22 00:00:00+00
comment,UgxcebXvnNCeKV7LJ5J4AaABAg,Rd4DvzcUBYA,이솝,3,3,2026-05-22 00:00:00+00
comment,Ugw5qfnSFNtMaEmtVvt4AaABAg,Rd4DvzcUBYA,이솝,1,0,2026-05-22 00:00:00+00
comment,Ugw5qfnSFNtMaEmtVvt4AaABAg.AX0e8mDRxPXAX0hBxGF2OQ,Rd4DvzcUBYA,이솝,1,0,2026-05-22 00:00:00+00
comment,UgzZIJlvXr0L8jEdzrl4AaABAg,Rd4DvzcUBYA,이솝,1,0,2026-05-22 00:00:00+00
comment,UgziMxwu0hG07sRgCyV4AaABAg,Rd4DvzcUBYA,디올,1,1,2026-05-22 00:00:00+00
comment,Ugzv8BiOhHNGQkM6j2t4AaABAg,Rd4DvzcUBYA,아베다,1,0,2026-05-22 00:00:00+00
comment,Ugzv8BiOhHNGQkM6j2t4AaABAg,Rd4DvzcUBYA,이솝,1,0,2026-05-22 00:00:00+00
comment,Ugxlmtzv_B3AyU2dOC94AaABAg,Rd4DvzcUBYA,동국제약,1,0,2026-06-22 00:00:00+00
comment,UgzFESQLRSmnUDJUEa94AaABAg,Rd4DvzcUBYA,이솝,1,0,2026-05-22 00:00:00+00
comment,UgywmtBI2DjiOleMOsl4AaABAg,Rd4DvzcUBYA,센텔리안24,1,1,2026-05-22 00:00:00+00
comment,Ugy3KWHz3RwuPv9lIHN4AaABAg,Rd4DvzcUBYA,이솝,1,0,2026-05-22 00:00:00+00
comment,UgzxNjx_rleIlTKu5294AaABAg,Rd4DvzcUBYA,센텔리안24,1,0,2026-05-22 00:00:00+00
comment,Ugz2-i8WpX2s0GALFsN4AaABAg,6LcPK61HxEk,클리오,1,0,2026-03-23 00:00:00+00
comment,UgzHNTXMIY0vCQ1JNEh4AaABAg,6LcPK61HxEk,클리오,1,1,2026-03-23 00:00:00+00
comment,Ugz9UfNwOKcnxb6eSvJ4AaABAg,Rd4DvzcUBYA,센텔리안24,1,1,2026-05-22 00:00:00+00
comment,UgwB006zhZwbw2dqP994AaABAg,Rd4DvzcUBYA,디올,1,1,2026-05-22 00:00:00+00
comment,UgwB006zhZwbw2dqP994AaABAg,Rd4DvzcUBYA,샤넬,1,0,2026-05-22 00:00:00+00
comment,UgwB006zhZwbw2dqP994AaABAg.AX0L8dHCzpXAX0N3jjdh1G,Rd4DvzcUBYA,샤넬,1,0,2026-05-22 00:00:00+00
comment,UgxdkNOu352BkpCFjwN4AaABAg,Rd4DvzcUBYA,스팀베이스,1,0,2026-06-22 00:00:00+00
comment,UgyurRMe7Gyz2NfSnBt4AaABAg,1lx6XybV0Rc,샤넬,2,0,2026-06-22 00:00:00+00
comment,UgyurRMe7Gyz2NfSnBt4AaABAg,1lx6XybV0Rc,입생로랑 뷰티,2,2,2026-06-22 00:00:00+00
comment,Ugy7uWRpbANlOXWjdMt4AaABAg,1lx6XybV0Rc,샤넬,1,0,2026-06-22 00:00:00+00
comment,UgzmkPbQfIgr96cuw694AaABAg,1lx6XybV0Rc,홀리카홀리카,1,0,2026-06-22 00:00:00+00
comment,Ugz7puwLddgxJQVWjh94AaABAg,1lx6XybV0Rc,시세이도,1,0,2026-06-22 00:00:00+00
comment,Ugyk7Icty-MqyWPeb1p4AaABAg,1lx6XybV0Rc,샤넬,1,1,2026-06-22 00:00:00+00
comment,Ugxu7QIVS8E94tvk5Wp4AaABAg,1lx6XybV0Rc,올리브영,1,0,2026-06-22 00:00:00+00
comment,UgzWn1-qpHxA8mC_UCV4AaABAg,1lx6XybV0Rc,샤넬,1,1,2026-06-22 00:00:00+00
comment,UgyiaZLrPQiOT8S3iEl4AaABAg,1lx6XybV0Rc,샤넬,1,0,2026-06-22 00:00:00+00
comment,UgyiaZLrPQiOT8S3iEl4AaABAg,1lx6XybV0Rc,시세이도,3,1,2026-06-22 00:00:00+00
comment,Ugx6mhl_erafrsdnJaF4AaABAg,1lx6XybV0Rc,시세이도,1,0,2026-06-22 00:00:00+00
comment,Ugy6GP1_dQ38Dl3_K_V4AaABAg,1lx6XybV0Rc,샤넬,1,0,2026-06-22 00:00:00+00
comment,UgxbhOsohPKjGxAODOt4AaABAg,1lx6XybV0Rc,시세이도,2,1,2026-06-22 00:00:00+00
comment,UgxbhOsohPKjGxAODOt4AaABAg.AXWM-RAb3iiAXWOUZ3zhAp,1lx6XybV0Rc,시세이도,1,0,2026-06-22 00:00:00+00
comment,Ugy0OSAgo4EJ9yaUeT14AaABAg,1lx6XybV0Rc,시세이도,1,1,2026-06-22 00:00:00+00
comment,Ugx5aG5Bq2NTkCEdhqV4AaABAg,1lx6XybV0Rc,동국제약,1,1,2026-06-22 00:00:00+00
comment,Ugw43A-QE-zRRQalG3x4AaABAg,ny7VUw7c8Bo,샤넬,1,0,2026-05-22 00:00:00+00
comment,UgxS2cjYeZXp88bW3FZ4AaABAg,ny7VUw7c8Bo,디올,1,0,2026-05-22 00:00:00+00
comment,UgwYNGKkwtlbk3c9pN54AaABAg,aFSg446mJLU,넘버즈인,1,1,2026-08-08 00:00:00+00
comment,UgwYNGKkwtlbk3c9pN54AaABAg,aFSg446mJLU,에스티로더,1,1,2026-08-08 00:00:00+00
comment,UgwYNGKkwtlbk3c9pN54AaABAg,aFSg446mJLU,스튜디오17,3,2,2026-08-08 00:00:00+00
comment,UgwYNGKkwtlbk3c9pN54AaABAg,aFSg446mJLU,삐아,2,2,2026-08-08 00:00:00+00
comment,UgwYNGKkwtlbk3c9pN54AaABAg,aFSg446mJLU,에뛰드,1,1,2026-08-08 00:00:00+00
comment,UgwYNGKkwtlbk3c9pN54AaABAg,aFSg446mJLU,뮤드,1,1,2026-08-08 00:00:00+00
comment,UgwYNGKkwtlbk3c9pN54AaABAg,aFSg446mJLU,네이밍,1,1,2026-08-08 00:00:00+00
comment,UgwYNGKkwtlbk3c9pN54AaABAg,aFSg446mJLU,태그,2,2,2026-08-08 00:00:00+00
comment,UgwYNGKkwtlbk3c9pN54AaABAg,aFSg446mJLU,필리밀리,1,1,2026-08-08 00:00:00+00
comment,UgwYNGKkwtlbk3c9pN54AaABAg,aFSg446mJLU,피카소,2,1,2026-08-08 00:00:00+00
comment,UgwYNGKkwtlbk3c9pN54AaABAg,aFSg446mJLU,입큰,2,1,2026-08-08 00:00:00+00
comment,UgwYNGKkwtlbk3c9pN54AaABAg,aFSg446mJLU,이니스프리,1,0,2026-08-08 00:00:00+00
comment,UgwYNGKkwtlbk3c9pN54AaABAg,aFSg446mJLU,컬러그램,1,0,2026-08-08 00:00:00+00
comment,UgwYNGKkwtlbk3c9pN54AaABAg,aFSg446mJLU,투크,1,0,2026-08-08 00:00:00+00
comment,UgwYNGKkwtlbk3c9pN54AaABAg,aFSg446mJLU,코링코,1,0,2026-08-08 00:00:00+00
comment,UgwYNGKkwtlbk3c9pN54AaABAg,aFSg446mJLU,클리오,2,2,2026-08-08 00:00:00+00
comment,UgwYNGKkwtlbk3c9pN54AaABAg,aFSg446mJLU,슬릭,1,1,2026-08-08 00:00:00+00
comment,UgwYNGKkwtlbk3c9pN54AaABAg,aFSg446mJLU,페리페라,1,0,2026-08-08 00:00:00+00
comment,UgwYNGKkwtlbk3c9pN54AaABAg,aFSg446mJLU,투슬래시포,2,1,2026-08-08 00:00:00+00
comment,Ugx-tQHZ2vYQnO9WAO54AaABAg.AWqqlPhgI8RAWqr9jWmNhQ,oB_C0ui7jQ8,루에브르,1,0,2026-05-22 00:00:00+00
comment,Ugw6lQ_KDRIXzb4x_PV4AaABAg,ZPafoXEfOmE,루에브르,1,0,2026-05-22 00:00:00+00
comment,UgwWcMLD219eE8gK1NN4AaABAg,fmCHyAmAWSg,입큰,1,1,2026-07-25 00:00:00+00
comment,UgygMy2v3bxgWqo6U8N4AaABAg,ZPafoXEfOmE,아멜리,1,0,2026-05-22 00:00:00+00
comment,UgwUH5ZSpRowD85Urr54AaABAg,5zaf-1fTt2Q,이솝,1,1,2026-05-22 00:00:00+00
comment,UgwUH5ZSpRowD85Urr54AaABAg,5zaf-1fTt2Q,메디힐,1,1,2026-05-22 00:00:00+00
comment,UgwUH5ZSpRowD85Urr54AaABAg,5zaf-1fTt2Q,샤넬,1,1,2026-05-22 00:00:00+00
comment,UgwUH5ZSpRowD85Urr54AaABAg,5zaf-1fTt2Q,센텔리안24,1,1,2026-05-22 00:00:00+00
comment,UgwUH5ZSpRowD85Urr54AaABAg,5zaf-1fTt2Q,바티스트,1,1,2026-05-22 00:00:00+00
comment,UgwUH5ZSpRowD85Urr54AaABAg,5zaf-1fTt2Q,어반트라이브,1,1,2026-05-22 00:00:00+00
comment,UgyY2-AsiEHMI6f4Dnl4AaABAg,5zaf-1fTt2Q,이솝,1,0,2026-05-22 00:00:00+00
comment,UgzoMAcldFxSQScHZlB4AaABAg,5zaf-1fTt2Q,센텔리안24,1,1,2026-05-22 00:00:00+00
comment,UgzyFqsfmQsvvUmGCFR4AaABAg,5zaf-1fTt2Q,샤넬,1,1,2026-05-22 00:00:00+00
comment,Ugz1diyPpb4-O7RU3Kp4AaABAg,5zaf-1fTt2Q,샤넬,1,1,2026-05-22 00:00:00+00
comment,UgyqCrKUE4HquC0cErJ4AaABAg,5zaf-1fTt2Q,센텔리안24,1,1,2026-05-22 00:00:00+00
comment,Ugx5wiaRDKQ1MoNYc7N4AaABAg,5zaf-1fTt2Q,이솝,1,0,2026-05-22 00:00:00+00
comment,UgyjapTIDKqDW_yGgC14AaABAg,5zaf-1fTt2Q,샤넬,1,1,2026-05-22 00:00:00+00
comment,UgxsTrKr9dP2BGdzeg54AaABAg,5zaf-1fTt2Q,샤넬,1,1,2026-05-22 00:00:00+00
comment,UgzavnkV_O3ySBANRl14AaABAg,quj-_p15oro,바닐라코,1,0,2018-08-22 00:00:00+00
comment,UgzleiSxQYQRKT1ZcKl4AaABAg,AL0ZbcKewbY,올리브영,1,0,2025-12-23 00:00:00+00
comment,UgxqJtVenfG8BmnYoSV4AaABAg,AL0ZbcKewbY,비디비치,1,1,2025-12-23 00:00:00+00
comment,UgyHOBamK48CbWhVNOB4AaABAg,AL0ZbcKewbY,키스미,1,1,2025-12-23 00:00:00+00
comment,UgyHOBamK48CbWhVNOB4AaABAg,AL0ZbcKewbY,클리오,2,0,2025-12-23 00:00:00+00
comment,UgxvhU62q14t1esYLQ54AaABAg,AL0ZbcKewbY,판도라,1,0,2025-12-23 00:00:00+00
