product_key,name,board,t_change,price_before,price_after,pct,direction,gap_h,rank_pre6,rank_post6,rank_post12,rank_post24,d6,d12,d24,n_pre,n_post24
A000000251050,[NEW] 쉬크 인튜이션 비타민C 래디언스/어드밴스 수딩 여성 제모기 2종 택1 (기+날2입),body,2026-08-22T16:00:00,12900,12800,-0.8,drop,1,8.8,7.5,6.6,6.4,-1.3,-2.3,-2.5,6,16
A000000251050,[NEW] 쉬크 인튜이션 비타민C 래디언스/어드밴스 수딩 여성 제모기 2종 택1 (기+날2입),sale,2026-08-22T16:00:00,12900,12800,-0.8,drop,1,101,101,100.2,100.4,0,-0.8,-0.6,6,16
A000000254889,[NEW/민스코 공동개발] 퓌 올데이 커버 블랙 퍼프 5매,tools,2026-08-21T16:00:00,7000,6600,-5.7,drop,1,38.8,26.5,21.1,19.3,-12.3,-17.8,-19.5,6,24
A000000254889,[NEW/민스코 공동개발] 퓌 올데이 커버 블랙 퍼프 5매,tools,2026-08-22T15:00:00,6600,7000,6.1,rise,1,21,15.3,33.6,42,-5.7,12.6,21,6,17
A000000255059,[8월올영픽/쿨링진정패드] 빌리프 아쿠아 밤 프로즌 프렙 패드 60매 기획 (+30매 리필 증정),masks,2026-08-22T19:00:00,24900,26400,6.0,rise,55,101,100.5,100.8,100.8,-0.5,-0.2,-0.2,6,13
A000000255696,[New/물장미 컬렉션/선런칭] YNM 글로우 허니립밤 6종 단품/기획,sale,2026-08-21T03:00:00,8900,7900,-11.2,drop,36,101,18.2,18.8,23.9,-82.8,-82.2,-77.1,5,24
A000000255696,[New/물장미 컬렉션/선런칭] YNM 글로우 허니립밤 6종 단품/기획,makeup,2026-08-21T03:00:00,8900,7900,-11.2,drop,36,101,3.3,3.9,4.8,-97.7,-97.1,-96.2,5,24
A000000255780,[NEW] 비너스 스월 여성 면도기+날 세트 (핸들1+날2+면도기 캡),body,2026-08-20T15:00:00,23900,16820,-29.6,drop,2,57,44.4,47.1,46.8,-12.6,-9.9,-10.2,2,22
A000000256121,[NEW/런칭 이벤트] 센녹 퍼퓸 30ml 데일리 사이즈 5종,fragrance,2026-08-20T15:00:00,44880,43800,-2.4,drop,2,29.5,15.2,9.4,6.0,-14.3,-20.1,-23.5,2,22
A000000256121,[NEW/런칭 이벤트] 센녹 퍼퓸 30ml 데일리 사이즈 5종,fragrance,2026-08-21T16:00:00,43800,44880,2.5,rise,1,3.5,2,5.5,9.8,-1.5,2.0,6.3,6,24
A000000258935,리쥬란 더마 힐러 포어 타이트닝 크림 50ml(한정기획/ 50ml 단품),skincare,2026-08-20T15:00:00,23900,25500,6.7,rise,1,11.3,70.4,67.2,77.1,59.1,55.9,65.8,3,22
A000000258935,리쥬란 더마 힐러 포어 타이트닝 크림 50ml(한정기획/ 50ml 단품),dermo,2026-08-20T15:00:00,23900,25500,6.7,rise,1,5,22.2,19.1,24.4,17.2,14.1,19.4,3,22
A000000258935,리쥬란 더마 힐러 포어 타이트닝 크림 50ml(한정기획/ 50ml 단품),sale,2026-08-20T15:00:00,23900,25500,6.7,rise,1,38.7,88.8,94.9,98.2,50.1,56.2,59.6,3,22
A000000260943,[보송톤업] 오브제 내추럴 톤업 선스틱 18g,suncare,2026-08-22T02:00:00,17900,18900,5.6,rise,11,101,86.5,93.8,97.4,-14.5,-7.2,-3.6,6,24
A000000260943,[보송톤업] 오브제 내추럴 톤업 선스틱 18g,mens,2026-08-22T02:00:00,17900,18900,5.6,rise,11,101,61.8,81.4,91.2,-39.2,-19.6,-9.8,6,24
A000000261603,"[NEW/지성파데프리] 조선미녀 데이스크린 틴티드 선크림 40ml (퍼프,미니 증정/단품)",suncare,2026-08-20T15:00:00,15000,14000,-6.7,drop,1,20,16,13.2,10.8,-4,-6.8,-9.2,3,22
A000000261603,"[NEW/지성파데프리] 조선미녀 데이스크린 틴티드 선크림 40ml (퍼프,미니 증정/단품)",sale,2026-08-20T15:00:00,15000,14000,-6.7,drop,1,101,101,101,101,0,0,0,3,22
A000000261603,"[NEW/지성파데프리] 조선미녀 데이스크린 틴티드 선크림 40ml (퍼프,미니 증정/단품)",suncare,2026-08-21T16:00:00,14000,15000,7.1,rise,1,9.5,2.3,11.4,24.9,-7.2,1.9,15.4,6,24
A000000261603,"[NEW/지성파데프리] 조선미녀 데이스크린 틴티드 선크림 40ml (퍼프,미니 증정/단품)",sale,2026-08-21T16:00:00,14000,15000,7.1,rise,1,101,79.7,90.3,95.7,-21.3,-10.7,-5.3,6,24
B000000257654,셀렉스  프로핏 초콜릿 파우더 1kg/2kg (전용 스푼 포함) 100% WPI,mens,2026-08-21T16:00:00,60520,66500,9.9,rise,1,86.8,92.5,96.8,98.9,5.7,9.9,12.0,6,24
B000000257654,셀렉스  프로핏 초콜릿 파우더 1kg/2kg (전용 스푼 포함) 100% WPI,mens,2026-08-23T06:00:00,66500,57330,-13.8,drop,37,101,62,62,62,-39,-39,-39,6,2
A000000014782,[8월 올영픽]크리스탈 데오드란트 롤온 66ml,body,2026-08-20T15:00:00,11550,11350,-1.7,drop,2,68,69.2,63.2,50.2,1.2,-4.8,-17.8,2,22
A000000014782,[8월 올영픽]크리스탈 데오드란트 롤온 66ml,body,2026-08-21T16:00:00,11350,11550,1.8,rise,1,41.8,32.8,62.5,63.2,-9.0,20.7,21.4,6,24
A000000101804,[스펀지케이스 증정] 리얼테크닉스 미라클 컴플렉션 스펀지 2개입,tools,2026-08-20T15:00:00,15200,13500,-11.2,drop,2,100.3,92.4,69.9,58.0,-7.9,-30.4,-42.4,3,22
A000000101804,[스펀지케이스 증정] 리얼테크닉스 미라클 컴플렉션 스펀지 2개입,tools,2026-08-21T16:00:00,13500,15200,12.6,rise,1,62.2,42,68.8,81.2,-20.2,6.7,19.1,6,24
A000000152076,비너스 컴포트 글라이드 화이트티 면도기 본품기획/리필 2종 택1,body,2026-08-20T17:00:00,15900,9900,-37.7,drop,4,88.2,62.6,81.8,63.3,-25.6,-6.5,-24.9,4,22
A000000154995,[OY단독기획] 리베르 섬유향수 5종 택 1(기획 / 단품),fragrance,2026-08-20T15:00:00,12500,15800,26.4,rise,2,30.5,7.2,39.7,55.3,-23.3,9.2,24.8,2,22
A000000169706,비너스 스월 면도기 본품기획/리필 2종 택1,body,2026-08-20T21:00:00,23900,14900,-37.7,drop,15,101,94.6,95.5,90.9,-6.4,-5.5,-10.1,5,23
A000000171409,필리밀리 샴푸 바디 브러시&샤워 용품 7종 택1,tools,2026-08-21T16:00:00,4900,6100,24.5,rise,14,101,84.3,89.8,87.1,-16.7,-11.2,-13.9,6,24
A000000182930,[보이넥스트도어  PICK] 비비앙 니치 섬유향수 월넛크릭그린 100ml,fragrance,2026-08-21T17:00:00,14500,13500,-6.9,drop,17,101,89.8,95.4,98.2,-11.2,-5.6,-2.8,6,24
A000000182930,[보이넥스트도어  PICK] 비비앙 니치 섬유향수 월넛크릭그린 100ml,fragrance,2026-08-22T22:00:00,13500,14500,7.4,rise,24,101,90.2,94.5,94.5,-10.8,-6.5,-6.5,6,10
A000000202658,[8월 올영픽/덴프스] 덴마크 유산균이야기 우먼 2개월분(질유산균) + 철분 헤모케어 3포 증정,sale,2026-08-20T15:00:00,30900,31900,3.2,rise,1,46.7,34.4,67.7,85.9,-12.3,21.0,39.2,3,22
A000000203644,질레트 랩스 딥클렌징바 면도날 [4입/8입/16입],mens,2026-08-21T16:00:00,35900,39900,11.1,rise,1,19.3,44.7,54.6,74.3,25.3,35.2,55.0,6,24
A000000203644,질레트 랩스 딥클렌징바 면도날 [4입/8입/16입],body,2026-08-21T16:00:00,35900,39900,11.1,rise,1,26.7,63.8,77.1,89.0,37.2,50.4,62.4,6,24
A000000212063,[맨즈 1위 쿠션/124만개 판매] 비레디 임수빈 PICK 블루 쿠션,mens,2026-08-21T16:00:00,26500,26900,1.5,rise,1,23.7,52,61.2,47.3,28.3,37.6,23.7,6,24
A000000212063,[맨즈 1위 쿠션/124만개 판매] 비레디 임수빈 PICK 블루 쿠션,makeup,2026-08-21T16:00:00,26500,26900,1.5,rise,1,101,101,101,101,0,0,0,6,24
A000000212251,오브제 포어 제로 오일 컨트롤 로션 70ml,mens,2026-08-20T15:00:00,16900,16500,-2.4,drop,1,87.7,55.6,54.8,52.0,-32.1,-32.9,-35.6,3,22
A000000212251,오브제 포어 제로 오일 컨트롤 로션 70ml,mens,2026-08-21T16:00:00,16500,17800,7.9,rise,1,40.8,55.5,78.2,89.6,14.7,37.4,48.8,6,24
A000000230447,[노세범 선크림] 오브제 포어 제로 오일 컨트롤 선크림 50ml,suncare,2026-08-21T16:00:00,17000,17900,5.3,rise,2,95,69.7,76.3,88.7,-25.3,-18.7,-6.3,6,24
A000000230447,[노세범 선크림] 오브제 포어 제로 오일 컨트롤 선크림 50ml,mens,2026-08-21T16:00:00,17000,17900,5.3,rise,2,92.7,60.2,66.7,83.8,-32.5,-26.0,-8.8,6,24
A000000230538,[쿨링진정/수분광채] 라네즈 워터 슬리핑 마스크 70ml 기획 (+슬리핑 마스크 미니 3종),masks,2026-08-21T19:00:00,23040,21440,-6.9,drop,6,98.7,45.7,36,36.5,-53.0,-62.7,-62.2,6,24
A000000230538,[쿨링진정/수분광채] 라네즈 워터 슬리핑 마스크 70ml 기획 (+슬리핑 마스크 미니 3종),masks,2026-08-22T16:00:00,21440,23040,7.5,rise,1,37.7,37.5,69.2,77.2,-0.2,31.6,39.5,6,16
A000000233751,[8월올영픽/두피손상케어] 려 루트젠 트리플샷 두피리페어세럼 60+15ML 단독기획 및 단품,hair,2026-08-20T15:00:00,15700,16400,4.5,rise,2,44,39.8,70.4,87.1,-4.2,26.4,43.1,2,22
A000000240331,[이소원 PICK] 리핀 실내 고체탈취제 300g,mens,2026-08-20T15:00:00,19700,17500,-11.2,drop,1,86.3,43.4,26,17.7,-42.9,-60.3,-68.6,3,22
A000000240331,[이소원 PICK] 리핀 실내 고체탈취제 300g,fragrance,2026-08-20T15:00:00,19700,17500,-11.2,drop,1,52,17,10.3,5.8,-35,-41.7,-46.2,2,22
A000000240331,[이소원 PICK] 리핀 실내 고체탈취제 300g,mens,2026-08-21T16:00:00,17500,21900,25.1,rise,1,10.5,12.8,52.5,76.3,2.3,42.0,65.8,6,24
A000000240331,[이소원 PICK] 리핀 실내 고체탈취제 300g,fragrance,2026-08-21T16:00:00,17500,21900,25.1,rise,1,2,3.3,38.8,66.3,1.3,36.8,64.3,6,24
A000000246733,[대용량/1등 맨즈 바디워시] 오브제 맥스 올인원 워시 500ml,mens,2026-08-20T15:00:00,14200,14500,2.1,rise,1,33.3,45.6,73.3,88.4,12.3,40.0,55.1,3,22
A000000246733,[대용량/1등 맨즈 바디워시] 오브제 맥스 올인원 워시 500ml,body,2026-08-20T15:00:00,14200,14500,2.1,rise,1,61.5,72.8,86.9,94.6,11.3,25.4,33.1,2,22
A000000246733,[대용량/1등 맨즈 바디워시] 오브제 맥스 올인원 워시 500ml,mens,2026-08-21T18:00:00,14500,22000,51.7,rise,23,101,70.7,83.8,92.4,-30.3,-17.2,-8.6,6,24
A000000246733,[대용량/1등 맨즈 바디워시] 오브제 맥스 올인원 워시 500ml,body,2026-08-21T18:00:00,14500,22000,51.7,rise,23,101,96.3,98.7,99.8,-4.7,-2.3,-1.2,6,24
A000000247595,[덱스PICK/1등올인원] 오브제 올인원 3종 (보습/모공/브라이트닝),mens,2026-08-22T20:00:00,19800,21900,10.6,rise,41,101,34.3,65.3,65.3,-66.7,-35.7,-35.7,6,12
A000000248811,[디바이스골라담기] 마미케어 브이쎄라 / 펜타프라임 택 1,skincare,2026-08-20T21:00:00,99000,89000,-10.1,drop,13,101,100.4,93.4,94.9,-0.6,-7.6,-6.1,5,23
A000000248811,[디바이스골라담기] 마미케어 브이쎄라 / 펜타프라임 택 1,skincare,2026-08-21T17:00:00,89000,99000,11.2,rise,4,98.5,96.5,98.8,99.9,-2.0,0.2,1.4,6,24
A000000250346,[물광탄력] 아이오페 XMD 스템3 클리니컬 리커버리 세럼 23ml 기획 (+세럼 15ml+크림 5ml),skincare,2026-08-20T15:00:00,32900,34900,6.1,rise,1,2,1.4,18.5,35.0,-0.6,16.5,33.0,3,22
A000000250346,[물광탄력] 아이오페 XMD 스템3 클리니컬 리커버리 세럼 23ml 기획 (+세럼 15ml+크림 5ml),sale,2026-08-20T15:00:00,32900,34900,6.1,rise,1,11.7,6.8,46.1,76.0,-4.9,34.4,64.4,3,22
A000000252756,[포켓몬 에디션] 필리밀리 포켓몬 에디션 마지막 특가,tools,2026-08-20T15:00:00,3800,4900,28.9,rise,1,31.7,28.2,64.6,84.5,-3.5,32.9,52.8,3,22
A000000258731,[NEW/퍼프증정] 리스키 블러 러쉬 스틱 8Colors 단품/기획,sale,2026-08-20T15:00:00,18480,19800,7.1,rise,1,99.7,82.2,91.6,96.7,-17.5,-8.1,-2.9,3,22
A000000258731,[NEW/퍼프증정] 리스키 블러 러쉬 스틱 8Colors 단품/기획,makeup,2026-08-20T15:00:00,18480,19800,7.1,rise,1,26.7,16.2,58.6,81.5,-10.5,31.9,54.8,3,22
A000000262383,[여배우광채] 메디큐브 콜라겐 글로우 선크림 50ml (단품/더블 기획),suncare,2026-08-20T15:00:00,16100,17500,8.7,rise,1,34,22.6,58,81.5,-11.4,24,47.5,3,22
A000000262583,"[단독런칭]셀렉스 프로핏 SPORTS 단백질쉐이크 7입 2종 택1 (너티초코, 미숫가루)",mens,2026-08-20T15:00:00,13900,18900,36.0,rise,1,20,5.8,53.4,73.7,-14.2,33.4,53.7,3,22
A000000263485,[단독선런칭] 로라메르시에 시크릿 카뮤플라지 퍼펙터 컨실러 4종 3.2g,sale,2026-08-20T15:00:00,44400,54400,22.5,rise,1,63.3,68.8,84.9,93.7,5.5,21.6,30.3,3,22
A000000263485,[단독선런칭] 로라메르시에 시크릿 카뮤플라지 퍼펙터 컨실러 4종 3.2g,makeup,2026-08-20T15:00:00,44400,54400,22.5,rise,1,10.7,12.4,56.7,80.9,1.7,46.0,70.2,3,22
A000000186836,쏘내추럴 메이크업 세팅 멀티 매직 실러 / 아이 프렙 픽서,sale,2026-08-20T16:00:00,12000,10800,-10.0,drop,2,101,92.2,89.4,85.3,-8.8,-11.6,-15.7,4,22
A000000186836,쏘내추럴 메이크업 세팅 멀티 매직 실러 / 아이 프렙 픽서,makeup,2026-08-20T16:00:00,12000,10800,-10.0,drop,2,84.5,46.6,31.3,25,-37.9,-53.2,-59.5,4,22
A000000186836,쏘내추럴 메이크업 세팅 멀티 매직 실러 / 아이 프렙 픽서,sale,2026-08-21T16:00:00,10800,12000,11.1,rise,1,90.3,76.7,88.8,94.9,-13.7,-1.5,4.6,6,24
A000000186836,쏘내추럴 메이크업 세팅 멀티 매직 실러 / 아이 프렙 픽서,makeup,2026-08-21T16:00:00,10800,12000,11.1,rise,1,26.5,16.2,47.2,67.9,-10.3,20.8,41.4,6,24
A000000196122,오브제 페이스 라인 스틱 1.3g,mens,2026-08-22T01:00:00,12500,15900,27.2,rise,33,101,86.7,93.8,93.6,-14.3,-7.2,-7.4,6,24
A000000205929,질레트 프로쉴드 옐로우 면도날 4입,mens,2026-08-21T16:00:00,20640,29900,44.9,rise,1,57.7,83.8,88.2,78.6,26.2,30.6,21.0,6,24
A000000205929,질레트 프로쉴드 옐로우 면도날 4입,body,2026-08-21T16:00:00,20640,29900,44.9,rise,1,81.2,95.3,98.2,96.5,14.2,17.0,15.3,6,24
A000000229852,[김재원PICK] 아디다스 스파크업 EDP (30ml기획/30ml/50ml/100ml),fragrance,2026-08-22T12:00:00,27600,20900,-24.3,drop,32,101,99.2,100.1,100.5,-1.8,-0.9,-0.5,6,20
A000000244413,[톤업광채] 프리메라 PDRN-나이아10 세럼 메가-샷 겔마스크 7+2매/4+1매/1매 (기획/단품),masks,2026-08-21T02:00:00,49000,20400,-58.4,drop,2,68.8,98.8,99.9,100.5,30.1,31.2,31.7,4,24
A000000259697,[8월올영픽/쿨링붓기케어] 프리메라 3C히알루론산 하이드레이션 써지 세럼 25g 기획/단품,skincare,2026-08-20T15:00:00,19200,17200,-10.4,drop,1,52.3,67.6,84.3,93.4,15.3,32.0,41.1,3,22
A000000259699,[8월올영픽/쿨링붓기완화] 프리메라 3C히알루론산 메가-샷 겔마스크 7+2매/4+1매/1매 (기획/단품),masks,2026-08-21T02:00:00,49000,18900,-61.4,drop,2,77.5,82.3,81.3,78.3,4.8,3.8,0.8,4,24
A000000259699,[8월올영픽/쿨링붓기완화] 프리메라 3C히알루론산 메가-샷 겔마스크 7+2매/4+1매/1매 (기획/단품),sale,2026-08-21T02:00:00,49000,18900,-61.4,drop,2,101,101,101,101,0,0,0,4,24
A000000259699,[8월올영픽/쿨링붓기완화] 프리메라 3C히알루론산 메가-샷 겔마스크 7+2매/4+1매/1매 (기획/단품),masks,2026-08-21T16:00:00,18900,19900,5.3,rise,1,89.3,78.7,74.6,66.2,-10.7,-14.8,-23.2,6,24
A000000259699,[8월올영픽/쿨링붓기완화] 프리메라 3C히알루론산 메가-샷 겔마스크 7+2매/4+1매/1매 (기획/단품),sale,2026-08-21T16:00:00,18900,19900,5.3,rise,1,101,101,101,101,0,0,0,6,24
A000000257956,[NEW/냉매쿨러] 브링그린 알로에 97% 수딩 젤쿨러기획 150ml 2입,suncare,2026-08-22T04:00:00,11200,9200,-17.9,drop,38,101,91,95.5,98.2,-10,-5.5,-2.8,6,24
A000000157797,[8월올영픽/지성두피&쿨링] 클로란 아쿠아민트 샴푸 더블 기획 (400ml 2입기획),hair,2026-08-22T03:00:00,25900,25400,-1.9,drop,36,101,73.3,86.4,93.4,-27.7,-14.6,-7.6,6,24
A000000157797,[8월올영픽/지성두피&쿨링] 클로란 아쿠아민트 샴푸 더블 기획 (400ml 2입기획),hair,2026-08-22T16:00:00,25400,25900,2.0,rise,2,99.5,99.8,100.4,99.2,0.3,0.9,-0.3,6,16
A000000184431,필리밀리 쉐딩 브러시 2종(코/턱),tools,2026-08-22T21:00:00,9500,7900,-16.8,drop,23,101,84.7,92.1,92.1,-16.3,-8.9,-8.9,6,11
A000000202446,[파데프리] 식물나라 뽀얀쌀 생기 톤업 수분 선 크림 100ml 3종 (생기/보라/초록),suncare,2026-08-21T16:00:00,9900,11800,19.2,rise,1,53.7,35.7,64.8,82.9,-18.0,11.1,29.2,6,24
A000000259056,코자아 식물성 멜라토닌 함유 젤리 기획 (+10구미+틴케이스) (20일분),sale,2026-08-21T16:00:00,27900,36000,29.0,rise,1,16.5,5,53,77,-11.5,36.5,60.5,6,24
A000000161008,오브제 매직 타투 브로우 내추럴 그레이 2ml,mens,2026-08-21T23:00:00,17000,19900,17.1,rise,25,101,43,66.9,84.0,-58,-34.1,-17.0,6,24
A000000197341,[8월올영픽/미니립증정기획] 3CE 샤인 리플렉터 1.7g 기획/단품,sale,2026-08-21T07:00:00,15500,15600,0.6,rise,1,101,101,101,101,0,0,0,5,24
A000000197341,[8월올영픽/미니립증정기획] 3CE 샤인 리플렉터 1.7g 기획/단품,makeup,2026-08-21T07:00:00,15500,15600,0.6,rise,1,75.6,93.8,87.2,73.1,18.2,11.7,-2.5,5,24
A000000197341,[8월올영픽/미니립증정기획] 3CE 샤인 리플렉터 1.7g 기획/단품,sale,2026-08-21T08:00:00,15600,15500,-0.6,drop,1,101,101,101,101,0,0,0,6,24
A000000197341,[8월올영픽/미니립증정기획] 3CE 샤인 리플렉터 1.7g 기획/단품,makeup,2026-08-21T08:00:00,15600,15500,-0.6,drop,1,79.5,89.5,87.4,70.2,10.0,7.9,-9.3,6,24
A000000197341,[8월올영픽/미니립증정기획] 3CE 샤인 리플렉터 1.7g 기획/단품,sale,2026-08-21T17:00:00,15500,15400,-0.6,drop,2,101,101,101,100.4,0,0,-0.6,6,24
A000000197341,[8월올영픽/미니립증정기획] 3CE 샤인 리플렉터 1.7g 기획/단품,makeup,2026-08-21T17:00:00,15500,15400,-0.6,drop,2,83.8,84.7,67.5,47.5,0.8,-16.3,-36.3,6,24
A000000197341,[8월올영픽/미니립증정기획] 3CE 샤인 리플렉터 1.7g 기획/단품,sale,2026-08-22T16:00:00,15400,15500,0.6,rise,1,100,99.5,100.2,100.4,-0.5,0.2,0.4,6,16
A000000197341,[8월올영픽/미니립증정기획] 3CE 샤인 리플렉터 1.7g 기획/단품,makeup,2026-08-22T16:00:00,15400,15500,0.6,rise,1,28,25.8,52.1,58.1,-2.2,24.1,30.1,6,16
A000000229645,필리밀리 포인트 블러셔브러시 885,tools,2026-08-23T02:00:00,10000,7000,-30.0,drop,16,101,76.7,76.7,76.7,-24.3,-24.3,-24.3,6,6
A000000229649,필리밀리 하이라이터빔브러시듀오,tools,2026-08-22T16:00:00,18000,15900,-11.7,drop,12,101,59.3,80.2,85.3,-41.7,-20.8,-15.7,6,16
A000000254450,[NEW/+성한빈캐리어태그 기획] 지베르니 밀착 커버 파운데이션 30ml,makeup,2026-08-21T16:00:00,24700,27900,13.0,rise,1,51.5,48.2,74,85.3,-3.3,22.5,33.8,6,24
A000000256802,[8월올영픽/속수분크림] 웰라쥬 리얼 히알루로닉 수딩 크림 80ml 기획(+20ml),skincare,2026-08-21T16:00:00,17400,17800,2.3,rise,1,18.8,46.8,73.9,87.5,28.0,55.1,68.6,6,24
A000000256802,[8월올영픽/속수분크림] 웰라쥬 리얼 히알루로닉 수딩 크림 80ml 기획(+20ml),sale,2026-08-21T16:00:00,17400,17800,2.3,rise,1,62.8,101,101,101,38.2,38.2,38.2,6,24
A000000241852,[피부노화개선] 에스티로더 갈색병 세럼 30ml 기획/단품,skincare,2026-08-22T01:00:00,112200,132000,17.6,rise,28,101,98.3,99.7,100.3,-2.7,-1.3,-0.7,6,24
A000000248797,[이중턱개선] 마미케어 EMS 브이쎄라 (6 COLOR),skincare,2026-08-21T16:00:00,89000,99000,11.2,rise,1,26.2,18.3,58.3,75.7,-7.8,32.2,49.5,6,24
A000000248797,[이중턱개선] 마미케어 EMS 브이쎄라 (6 COLOR),sale,2026-08-21T16:00:00,89000,99000,11.2,rise,1,81.2,56.2,78.6,89.8,-25.0,-2.6,8.6,6,24
B000000189491,"빙그레 더단백 드링크 250ml 18개입 6종 택1(초코,카라멜,커피,딸기,바나나,밀크티)",mens,2026-08-21T16:00:00,24400,31100,27.5,rise,7,101,78.8,89.9,95.5,-22.2,-11.1,-5.5,6,24
A000000141374,메르세데스 벤츠 맨 EDT 30ml/50ml/100ml 3종 택1,mens,2026-08-22T16:00:00,99000,37800,-61.8,drop,37,101,99.8,100.4,100.6,-1.2,-0.6,-0.4,6,16
A000000141374,메르세데스 벤츠 맨 EDT 30ml/50ml/100ml 3종 택1,fragrance,2026-08-22T16:00:00,99000,37800,-61.8,drop,37,101,82.8,91.9,94.2,-18.2,-9.1,-6.8,6,16
A000000175659,[1위립밤/밀키모카립밤] 프레시안 센슈얼 비건 립밤 (단독 기획),makeup,2026-08-21T16:00:00,18200,25200,38.5,rise,1,100.7,93.2,97.1,99.0,-7.5,-3.6,-1.6,6,24
B000000255730,셀렉스 프로핏  완전단백질 음료 250ml 18입 딸기초코/모카초콜릿/밀크바닐라/바나나,mens,2026-08-21T17:00:00,24900,31900,28.1,rise,12,101,98,99.5,100.2,-3,-1.5,-0.8,6,24
A000000229652,필리밀리 총알블러셔브러시 881,tools,2026-08-22T15:00:00,8600,7900,-8.1,drop,1,87.2,97.8,99.4,98.4,10.7,12.2,11.2,6,17
A000000247177,에스티로더 더블웨어 파운데이션 30ml 11 Colors 기획/단품,makeup,2026-08-21T16:00:00,78200,92000,17.6,rise,9,101,94.3,97.7,99.3,-6.7,-3.3,-1.7,6,24
B000000255749,셀렉스 프로핏 100% WPI 드링크 330ml 24입 2종 중 택1(초콜릿/복숭아),mens,2026-08-22T20:00:00,48510,53900,11.1,rise,29,101,57.3,68.2,68.2,-43.7,-32.8,-32.8,6,12
A000000172594,[8월올영픽/브러쉬2종기획] 바닐라코 무드 온 아이 섀도우 팔레트 9colors,sale,2026-08-22T16:00:00,11300,12000,6.2,rise,1,101,97.7,99.3,99.8,-3.3,-1.7,-1.2,6,16
A000000172594,[8월올영픽/브러쉬2종기획] 바닐라코 무드 온 아이 섀도우 팔레트 9colors,makeup,2026-08-22T16:00:00,11300,12000,6.2,rise,1,32.2,23.8,60.5,67.1,-8.3,28.3,35.0,6,16
A000000248506,[8월 올영픽]플르부아 핸드선스크린 30ml 퍼스트메모리 (단품/기획(+UV 글로우 립세럼)),body,2026-08-22T16:00:00,11900,12500,5.0,rise,1,31.8,74.3,87.7,91,42.5,55.8,59.2,6,16
A000000213299,[8월올영픽/뿌리 볼륨 케어] 르네휘테르 포티샤 헤어리프팅 FLX 두피 앰플 세럼 100ml (기획/단품),hair,2026-08-23T03:00:00,38070,32900,-13.6,drop,27,101,96.4,96.4,96.4,-4.6,-4.6,-4.6,6,5
A000000254757,쥬베룩 PDLLA 리파이닝 퍼스트 에센스 150ml (+프로텍팅 크림 5ml) (2604),skincare,2026-08-22T21:00:00,36300,29300,-19.3,drop,24,101,42.5,31.5,31.5,-58.5,-69.5,-69.5,6,11
A000000254757,쥬베룩 PDLLA 리파이닝 퍼스트 에센스 150ml (+프로텍팅 크림 5ml) (2604),dermo,2026-08-22T21:00:00,36300,29300,-19.3,drop,24,101,17,11.8,11.8,-84,-89.2,-89.2,6,11
A000000254757,쥬베룩 PDLLA 리파이닝 퍼스트 에센스 150ml (+프로텍팅 크림 5ml) (2604),sale,2026-08-22T21:00:00,36300,29300,-19.3,drop,24,101,54,54.1,54.1,-47,-46.9,-46.9,6,11
A000000225063,[8월올영픽/트러블진정] 키엘 칼렌듈라 허벌 꽃잎 토너 125ml/250ml (단품/기획),skincare,2026-08-22T16:00:00,49300,54400,10.3,rise,9,101,84.5,92.8,94.8,-16.5,-8.2,-6.2,6,16
A000000233367,라운드어라운드 센티드 핸드워시 300ml 2종,body,2026-08-22T16:00:00,7200,9900,37.5,rise,1,78.7,47.7,74.3,81,-31.0,-4.3,2.3,6,16
A000000239956,얼티브 ZERO당 프로틴 250ml 6종 택1 (밤/쌀밥/초코/바나나/피스타치오/로얄밀크티),mens,2026-08-22T21:00:00,2610,2900,11.1,rise,20,101,96.8,98.7,98.7,-4.2,-2.3,-2.3,6,11
