product_key,name,board,t_change,price_before,price_after,pct,direction,gap_h,rank_pre6,rank_post6,rank_post12,rank_post24,d6,d12,d24,n_pre,n_post24
A000000007011,[15년연속1위] 니베아 데오드란트 롤온 7종,body,2026-08-21T03:00:00,7500,8900,18.7,rise,1,100.4,42.2,54.9,57.8,-58.2,-45.5,-42.7,5,24
A000000007011,[15년연속1위] 니베아 데오드란트 롤온 7종,sale,2026-08-21T03:00:00,7500,8900,18.7,rise,1,101,101,101,101,0,0,0,5,24
A000000007011,[15년연속1위] 니베아 데오드란트 롤온 7종,body,2026-08-21T04:00:00,8900,7500,-15.7,drop,1,94.2,35.5,54.9,57.9,-58.7,-39.3,-36.3,5,24
A000000007011,[15년연속1위] 니베아 데오드란트 롤온 7종,sale,2026-08-21T04:00:00,8900,7500,-15.7,drop,1,101,101,101,101,0,0,0,5,24
A000000139063,[윤광쿠션] 정샘물 에센셜 스킨 누더 쿠션/본품+리필,sale,2026-08-20T12:00:00,38400,40800,6.2,rise,4,44.5,30,32.8,28.8,-14.5,-11.7,-15.7,2,22
A000000139063,[윤광쿠션] 정샘물 에센셜 스킨 누더 쿠션/본품+리필,makeup,2026-08-20T12:00:00,38400,40800,6.2,rise,4,7,4.7,5.3,4.7,-2.3,-1.7,-2.3,2,22
A000000139063,[윤광쿠션] 정샘물 에센셜 스킨 누더 쿠션/본품+리필,sale,2026-08-21T09:00:00,40800,38400,-5.9,drop,1,27,26.7,35.2,31.8,-0.3,8.2,4.8,6,24
A000000139063,[윤광쿠션] 정샘물 에센셜 스킨 누더 쿠션/본품+리필,makeup,2026-08-21T09:00:00,40800,38400,-5.9,drop,1,4.5,5.5,6.9,6.0,1.0,2.4,1.5,6,24
A000000139063,[윤광쿠션] 정샘물 에센셜 스킨 누더 쿠션/본품+리필,sale,2026-08-21T10:00:00,38400,40800,6.2,rise,1,25.5,28.5,37.9,31.8,3.0,12.4,6.3,6,24
A000000139063,[윤광쿠션] 정샘물 에센셜 스킨 누더 쿠션/본품+리필,makeup,2026-08-21T10:00:00,38400,40800,6.2,rise,1,4.5,5.8,7.6,6.0,1.3,3.1,1.5,6,24
A000000139063,[윤광쿠션] 정샘물 에센셜 스킨 누더 쿠션/본품+리필,sale,2026-08-22T08:00:00,40800,38400,-5.9,drop,1,20.7,24.3,27.4,31.7,3.7,6.8,11.0,6,24
A000000139063,[윤광쿠션] 정샘물 에센셜 스킨 누더 쿠션/본품+리필,makeup,2026-08-22T08:00:00,40800,38400,-5.9,drop,1,2.7,3.8,4.5,5.9,1.2,1.8,3.2,6,24
A000000139063,[윤광쿠션] 정샘물 에센셜 스킨 누더 쿠션/본품+리필,sale,2026-08-22T09:00:00,38400,40800,6.2,rise,1,20.3,25.3,28.4,32.2,5.0,8.1,11.8,6,23
A000000139063,[윤광쿠션] 정샘물 에센셜 스킨 누더 쿠션/본품+리필,makeup,2026-08-22T09:00:00,38400,40800,6.2,rise,1,2.7,4,4.7,6,1.3,2.0,3.3,6,23
A000000174439,[3년연속1위] 아로마티카 여성청결제 4종 택 1 (퓨어 앤 소프트 170ml 기획 /컴포트 모이스처 200,sale,2026-08-21T16:00:00,21000,13900,-33.8,drop,75,101,91.2,93.8,97.4,-9.8,-7.2,-3.6,6,24
A000000186409,[8월올영픽/여드름 기능성] 블랑네이처 아크네 클렌징 폼 단품/기획,cleansing,2026-08-21T12:00:00,19200,17800,-7.3,drop,1,5,1.8,1.9,3.0,-3.2,-3.1,-2.0,6,24
A000000186409,[8월올영픽/여드름 기능성] 블랑네이처 아크네 클렌징 폼 단품/기획,sale,2026-08-21T12:00:00,19200,17800,-7.3,drop,1,51.3,12.8,16.5,26.1,-38.5,-34.8,-25.3,6,24
A000000186409,[8월올영픽/여드름 기능성] 블랑네이처 아크네 클렌징 폼 단품/기획,cleansing,2026-08-21T13:00:00,17800,19200,7.9,rise,1,5.3,1,1.7,3.0,-4.3,-3.7,-2.4,6,24
A000000186409,[8월올영픽/여드름 기능성] 블랑네이처 아크네 클렌징 폼 단품/기획,sale,2026-08-21T13:00:00,17800,19200,7.9,rise,1,52.7,5,14.1,26.2,-47.7,-38.6,-26.4,6,24
A000000200646,[8월올영픽/3일진정세럼]브링그린 징크테카 트러블 세럼 대용량 기획,skincare,2026-08-20T15:00:00,28800,27900,-3.1,drop,1,12.7,13.4,10.2,14.2,0.7,-2.5,1.6,3,22
A000000200646,[8월올영픽/3일진정세럼]브링그린 징크테카 트러블 세럼 대용량 기획,sale,2026-08-20T15:00:00,28800,27900,-3.1,drop,1,43.7,37.6,30.9,47,-6.1,-12.8,3.3,3,22
A000000200646,[8월올영픽/3일진정세럼]브링그린 징크테카 트러블 세럼 대용량 기획,skincare,2026-08-21T16:00:00,27900,28800,3.2,rise,1,17.3,12,20.1,21.1,-5.3,2.8,3.8,6,24
A000000200646,[8월올영픽/3일진정세럼]브링그린 징크테카 트러블 세럼 대용량 기획,sale,2026-08-21T16:00:00,27900,28800,3.2,rise,1,58.2,36.2,61.7,67.1,-22.0,3.5,9.0,6,24
A000000204975,[NEW 보송버전 출시] [덱스PICK] 오브제 내추럴 커버 로션 50g 단품/기획(+미니어처 10ml),mens,2026-08-20T15:00:00,26100,25900,-0.8,drop,1,1,1,2.3,1.7,0,1.3,0.7,3,22
A000000204975,[NEW 보송버전 출시] [덱스PICK] 오브제 내추럴 커버 로션 50g 단품/기획(+미니어처 10ml),sale,2026-08-20T15:00:00,26100,25900,-0.8,drop,1,24.3,37.4,61.8,35.2,13.1,37.5,10.9,3,22
A000000204975,[NEW 보송버전 출시] [덱스PICK] 오브제 내추럴 커버 로션 50g 단품/기획(+미니어처 10ml),makeup,2026-08-20T15:00:00,26100,25900,-0.8,drop,1,3.3,5.2,11.7,6.5,1.9,8.4,3.2,3,22
A000000204975,[NEW 보송버전 출시] [덱스PICK] 오브제 내추럴 커버 로션 50g 단품/기획(+미니어처 10ml),mens,2026-08-21T16:00:00,25900,27900,7.7,rise,1,1,1,2,3.5,0,1,2.5,6,24
A000000204975,[NEW 보송버전 출시] [덱스PICK] 오브제 내추럴 커버 로션 50g 단품/기획(+미니어처 10ml),sale,2026-08-21T16:00:00,25900,27900,7.7,rise,1,1.8,5.2,50.9,76.0,3.3,49.1,74.1,6,24
A000000204975,[NEW 보송버전 출시] [덱스PICK] 오브제 내추럴 커버 로션 50g 단품/기획(+미니어처 10ml),makeup,2026-08-21T16:00:00,25900,27900,7.7,rise,1,1,1.5,19.8,33.0,0.5,18.8,32.0,6,24
A000000217595,[애프터로션 증정] 슬릭 엣지 면도기 기획 (핸들+7입날),mens,2026-08-21T16:00:00,9900,25900,161.6,rise,1,4.7,2.2,51.6,76.3,-2.5,46.9,71.6,6,24
A000000217595,[애프터로션 증정] 슬릭 엣지 면도기 기획 (핸들+7입날),body,2026-08-21T16:00:00,9900,25900,161.6,rise,1,1.7,1.5,51.2,76.1,-0.2,49.6,74.5,6,24
A000000217595,[애프터로션 증정] 슬릭 엣지 면도기 기획 (핸들+7입날),sale,2026-08-21T16:00:00,9900,25900,161.6,rise,1,57.3,53.5,77.2,89.1,-3.8,19.9,31.8,6,24
A000000226202,[8월올영픽/1+1] 바닐라코 무드 온 라인 앤 블렌드 아이라이너 (펜슬/트임/애교살) 10colors,sale,2026-08-22T16:00:00,12000,11400,-5.0,drop,1,72.8,22.2,18,17.1,-50.7,-54.8,-55.7,6,16
A000000226202,[8월올영픽/1+1] 바닐라코 무드 온 라인 앤 블렌드 아이라이너 (펜슬/트임/애교살) 10colors,makeup,2026-08-22T16:00:00,12000,11400,-5.0,drop,1,15.3,3.3,2.7,2.8,-12.0,-12.7,-12.6,6,16
A000000228952,토리든 밸런스풀 포맨 시카 프레쉬 올인원 200g 기획(+밸런스풀 올인원 20g),skincare,2026-08-21T16:00:00,18500,19900,7.6,rise,1,96,87.8,94.4,97.4,-8.2,-1.6,1.4,6,24
A000000228952,토리든 밸런스풀 포맨 시카 프레쉬 올인원 200g 기획(+밸런스풀 올인원 20g),sale,2026-08-21T16:00:00,18500,19900,7.6,rise,1,101,101,101,101,0,0,0,6,24
A000000228952,토리든 밸런스풀 포맨 시카 프레쉬 올인원 200g 기획(+밸런스풀 올인원 20g),mens,2026-08-21T16:00:00,18500,19900,7.6,rise,1,19.5,16.8,21.3,18.7,-2.7,1.8,-0.8,6,24
A000000238816,[1등 기름종이선스틱] 오브제 포어 제로 오일 컨트롤 선스틱 18g 단품/기획,suncare,2026-08-21T16:00:00,17900,18900,5.6,rise,1,4.2,8.5,19.1,19.8,4.3,14.9,15.7,6,24
A000000238816,[1등 기름종이선스틱] 오브제 포어 제로 오일 컨트롤 선스틱 18g 단품/기획,mens,2026-08-21T16:00:00,17900,18900,5.6,rise,1,6.8,7.3,11.7,10.8,0.5,4.8,4.0,6,24
A000000238816,[1등 기름종이선스틱] 오브제 포어 제로 오일 컨트롤 선스틱 18g 단품/기획,sale,2026-08-21T16:00:00,17900,18900,5.6,rise,1,80.3,100.2,100.6,100.8,19.8,20.2,20.5,6,24
A000000253093,[8월올영픽/1등 파우더] 바닐라코 프라임 프라이머 피니쉬 파우더 12g,sale,2026-08-22T16:00:00,15400,15200,-1.3,drop,1,63.7,86.3,62.8,55.1,22.7,-0.8,-8.6,6,16
A000000253093,[8월올영픽/1등 파우더] 바닐라코 프라임 프라이머 피니쉬 파우더 12g,makeup,2026-08-22T16:00:00,15400,15200,-1.3,drop,1,13,17.2,12.2,10.9,4.2,-0.8,-2.1,6,16
A000000255256,[NEW/이시안공동개발] 라카 퍼펙트 트윈 립 4.7g+4.2g 12 colors,sale,2026-08-20T15:00:00,17100,17400,1.8,rise,1,3,2,6.4,8.1,-1,3.4,5.1,3,22
A000000255256,[NEW/이시안공동개발] 라카 퍼펙트 트윈 립 4.7g+4.2g 12 colors,makeup,2026-08-20T15:00:00,17100,17400,1.8,rise,1,1,1,1.2,1.5,0,0.2,0.5,3,22
A000000258285,[1등파데 리뉴얼] 오브제 내추럴 커버 파운데이션 PRO 14g 단품/기획 (+올인원 30ml 증정),mens,2026-08-20T15:00:00,29900,30100,0.7,rise,1,2,2,3.6,4.2,0,1.6,2.2,3,22
A000000258285,[1등파데 리뉴얼] 오브제 내추럴 커버 파운데이션 PRO 14g 단품/기획 (+올인원 30ml 증정),sale,2026-08-20T15:00:00,29900,30100,0.7,rise,1,47,55.8,78.4,84.5,8.8,31.4,37.5,3,22
A000000258285,[1등파데 리뉴얼] 오브제 내추럴 커버 파운데이션 PRO 14g 단품/기획 (+올인원 30ml 증정),makeup,2026-08-20T15:00:00,29900,30100,0.7,rise,1,7.7,9.2,20.1,21.5,1.5,12.4,13.8,3,22
A000000258285,[1등파데 리뉴얼] 오브제 내추럴 커버 파운데이션 PRO 14g 단품/기획 (+올인원 30ml 증정),mens,2026-08-21T16:00:00,30100,33100,10.0,rise,1,5.5,7.2,5.8,7.1,1.7,0.2,1.6,6,24
A000000258285,[1등파데 리뉴얼] 오브제 내추럴 커버 파운데이션 PRO 14g 단품/기획 (+올인원 30ml 증정),sale,2026-08-21T16:00:00,30100,33100,10.0,rise,1,73.3,94.8,97.9,99.5,21.5,24.6,26.1,6,24
A000000258285,[1등파데 리뉴얼] 오브제 내추럴 커버 파운데이션 PRO 14g 단품/기획 (+올인원 30ml 증정),makeup,2026-08-21T16:00:00,30100,33100,10.0,rise,1,19.7,42.2,54.4,65.4,22.5,34.8,45.8,6,24
A000000258291,[NEW/1등수분세럼] 토리든 다이브인 저분자 히알루론산 세럼 50ml 리필 기획(+리필 50ml),skincare,2026-08-22T16:00:00,25650,36000,40.4,rise,1,5.3,6.2,27.2,30.3,0.8,21.9,25.0,6,16
A000000258291,[NEW/1등수분세럼] 토리든 다이브인 저분자 히알루론산 세럼 50ml 리필 기획(+리필 50ml),sale,2026-08-22T16:00:00,25650,36000,40.4,rise,1,11.7,16.8,55,66.5,5.2,43.3,54.8,6,16
A000000161438,[드라이볼륨 필수템] 다슈 클래식 스타일 그루밍 토닉 펌프 200ml 기획 (+100ml),mens,2026-08-21T16:00:00,11500,13900,20.9,rise,1,31.3,18.7,55.3,63.8,-12.7,24.0,32.4,6,24
A000000161438,[드라이볼륨 필수템] 다슈 클래식 스타일 그루밍 토닉 펌프 200ml 기획 (+100ml),hair,2026-08-21T16:00:00,11500,13900,20.9,rise,1,71,28,64.5,82.8,-43,-6.5,11.8,6,24
A000000161438,[드라이볼륨 필수템] 다슈 클래식 스타일 그루밍 토닉 펌프 200ml 기획 (+100ml),sale,2026-08-21T16:00:00,11500,13900,20.9,rise,1,101,101,101,101,0,0,0,6,24
A000000161438,[드라이볼륨 필수템] 다슈 클래식 스타일 그루밍 토닉 펌프 200ml 기획 (+100ml),mens,2026-08-21T20:00:00,13900,12800,-7.9,drop,1,23.8,68,82.4,67.9,44.2,58.6,44.0,6,24
A000000161438,[드라이볼륨 필수템] 다슈 클래식 스타일 그루밍 토닉 펌프 200ml 기획 (+100ml),hair,2026-08-21T20:00:00,13900,12800,-7.9,drop,1,42,75.3,88.2,94.6,33.3,46.2,52.6,6,24
A000000161438,[드라이볼륨 필수템] 다슈 클래식 스타일 그루밍 토닉 펌프 200ml 기획 (+100ml),sale,2026-08-21T20:00:00,13900,12800,-7.9,drop,1,101,101,101,101,0,0,0,6,24
A000000161438,[드라이볼륨 필수템] 다슈 클래식 스타일 그루밍 토닉 펌프 200ml 기획 (+100ml),mens,2026-08-22T15:00:00,12800,13900,8.6,rise,1,55.2,41.8,55.9,69.2,-13.3,0.8,14.0,6,17
A000000161438,[드라이볼륨 필수템] 다슈 클래식 스타일 그루밍 토닉 펌프 200ml 기획 (+100ml),hair,2026-08-22T15:00:00,12800,13900,8.6,rise,1,101,101,101,101,0,0,0,6,17
A000000161438,[드라이볼륨 필수템] 다슈 클래식 스타일 그루밍 토닉 펌프 200ml 기획 (+100ml),sale,2026-08-22T15:00:00,12800,13900,8.6,rise,1,101,101,101,101,0,0,0,6,17
A000000161438,[드라이볼륨 필수템] 다슈 클래식 스타일 그루밍 토닉 펌프 200ml 기획 (+100ml),mens,2026-08-22T16:00:00,13900,12800,-7.9,drop,1,43.3,42.2,61.8,71.6,-1.2,18.5,28.3,6,16
A000000161438,[드라이볼륨 필수템] 다슈 클래식 스타일 그루밍 토닉 펌프 200ml 기획 (+100ml),hair,2026-08-22T16:00:00,13900,12800,-7.9,drop,1,101,101,101,101,0,0,0,6,16
A000000161438,[드라이볼륨 필수템] 다슈 클래식 스타일 그루밍 토닉 펌프 200ml 기획 (+100ml),sale,2026-08-22T16:00:00,13900,12800,-7.9,drop,1,101,101,101,101,0,0,0,6,16
A000000253342,[8월올영픽/코끼임ZERO] 블랑네이처 9배 어성초 버블 클렌징 밀크 150ml 단품/기획,cleansing,2026-08-21T12:00:00,20400,19300,-5.4,drop,1,20.8,6,5.6,9.0,-14.8,-15.2,-11.9,6,24
A000000253342,[8월올영픽/코끼임ZERO] 블랑네이처 9배 어성초 버블 클렌징 밀크 150ml 단품/기획,sale,2026-08-21T12:00:00,20400,19300,-5.4,drop,1,101,23.3,37.7,62.2,-77.7,-63.3,-38.8,6,24
A000000253342,[8월올영픽/코끼임ZERO] 블랑네이처 9배 어성초 버블 클렌징 밀크 150ml 단품/기획,cleansing,2026-08-21T13:00:00,19300,20400,5.7,rise,1,23.3,2,3.9,9.0,-21.3,-19.4,-14.4,6,24
A000000253342,[8월올영픽/코끼임ZERO] 블랑네이처 9배 어성초 버블 클렌징 밀크 150ml 단품/기획,sale,2026-08-21T13:00:00,19300,20400,5.7,rise,1,101,7.5,34.2,62.2,-93.5,-66.8,-38.8,6,24
A000000211936,[8월 올영필/여름필수파데] 어바웃톤 스킨 레이어 핏 파운데이션 30ml 8종 (기획/단품),sale,2026-08-21T16:00:00,22000,20200,-8.2,drop,1,101,79.8,58.3,50.3,-21.2,-42.7,-50.7,6,24
A000000211936,[8월 올영필/여름필수파데] 어바웃톤 스킨 레이어 핏 파운데이션 30ml 8종 (기획/단품),makeup,2026-08-21T16:00:00,22000,20200,-8.2,drop,1,38.5,23,14.5,10.9,-15.5,-24.0,-27.6,6,24
A000000211936,[8월 올영필/여름필수파데] 어바웃톤 스킨 레이어 핏 파운데이션 30ml 8종 (기획/단품),sale,2026-08-22T16:00:00,20200,22000,8.9,rise,1,38.8,22.5,60.9,70.9,-16.3,22.1,32.1,6,16
A000000211936,[8월 올영필/여름필수파데] 어바웃톤 스킨 레이어 핏 파운데이션 30ml 8종 (기획/단품),makeup,2026-08-22T16:00:00,20200,22000,8.9,rise,1,6,4,14.3,20.1,-2,8.3,14.1,6,16
A000000217567,[8월 올영픽/올영1등 헤어팩/펌프 증정] 츠바키 프리미엄 EX 리페어 마스크 180g 더블 기획 (+펌프 ,hair,2026-08-20T15:00:00,21400,20900,-2.3,drop,1,4,3.6,2.3,1.6,-0.4,-1.7,-2.4,2,22
A000000217567,[8월 올영픽/올영1등 헤어팩/펌프 증정] 츠바키 프리미엄 EX 리페어 마스크 180g 더블 기획 (+펌프 ,sale,2026-08-20T15:00:00,21400,20900,-2.3,drop,1,57.7,45,25.2,15.4,-12.7,-32.5,-42.3,3,22
A000000217567,[8월 올영픽/올영1등 헤어팩/펌프 증정] 츠바키 프리미엄 EX 리페어 마스크 180g 더블 기획 (+펌프 ,hair,2026-08-21T16:00:00,20900,21400,2.4,rise,1,1,2,3.1,3.5,1,2.1,2.5,6,24
A000000217567,[8월 올영픽/올영1등 헤어팩/펌프 증정] 츠바키 프리미엄 EX 리페어 마스크 180g 더블 기획 (+펌프 ,sale,2026-08-21T16:00:00,20900,21400,2.4,rise,1,10.2,15.7,33.6,41.4,5.5,23.4,31.2,6,24
A000000000207,[오늘특가/8월올영픽/체취&쿨링 바디워시] 닥터브로너스 퓨어 캐스틸 솝 475ml (단품/기획),body,2026-08-20T15:00:00,27400,28600,4.4,rise,2,12,4.6,20.3,32.8,-7.4,8.3,20.8,2,22
A000000000207,[오늘특가/8월올영픽/체취&쿨링 바디워시] 닥터브로너스 퓨어 캐스틸 솝 475ml (단품/기획),sale,2026-08-20T15:00:00,27400,28600,4.4,rise,2,101,101,101,101,0,0,0,3,22
A000000016698,[1등 미스트] 아벤느 오 떼르말 수분 미스트 150ml,skincare,2026-08-21T16:00:00,8900,14500,62.9,rise,1,86.8,89.3,95.2,98.1,2.5,8.3,11.2,6,24
A000000016698,[1등 미스트] 아벤느 오 떼르말 수분 미스트 150ml,dermo,2026-08-21T16:00:00,8900,14500,62.9,rise,1,22.8,28.2,57.9,79.5,5.3,35.1,56.6,6,24
A000000017135,[8월올영픽/원조톤업크림] 코스노리 화이트닝 드레스 톤업크림 50ml (단품/기획),sale,2026-08-22T17:00:00,16000,14900,-6.9,drop,9,101,95.7,81.7,85.5,-5.3,-19.3,-15.5,6,15
A000000017135,[8월올영픽/원조톤업크림] 코스노리 화이트닝 드레스 톤업크림 50ml (단품/기획),makeup,2026-08-22T17:00:00,16000,14900,-6.9,drop,9,101,39,25.9,27.3,-62,-75.1,-73.7,6,15
A000000102321,다슈 데일리 비타플렉스 남성청결제 300ml,mens,2026-08-21T23:00:00,11900,12600,5.9,rise,12,101,63.3,77.8,83.9,-37.7,-23.2,-17.1,6,24
A000000102321,다슈 데일리 비타플렉스 남성청결제 300ml,body,2026-08-21T23:00:00,11900,12600,5.9,rise,12,101,101,101,100.3,0,0,-0.7,6,24
A000000104282,[압도적1등]그라펜 해수 포마드 100g 단품/기획,mens,2026-08-21T16:00:00,13780,12590,-8.6,drop,1,43.2,29.3,26,24.4,-13.8,-17.2,-18.8,6,24
A000000104282,[압도적1등]그라펜 해수 포마드 100g 단품/기획,hair,2026-08-21T16:00:00,13780,12590,-8.6,drop,1,94.2,56.2,67.8,79.4,-38.0,-26.4,-14.8,6,24
A000000104282,[압도적1등]그라펜 해수 포마드 100g 단품/기획,mens,2026-08-22T15:00:00,12590,13780,9.5,rise,1,24.3,20.7,41,43.5,-3.7,16.7,19.1,6,17
A000000104282,[압도적1등]그라펜 해수 포마드 100g 단품/기획,hair,2026-08-22T15:00:00,12590,13780,9.5,rise,1,91.8,81,90.6,93.6,-10.8,-1.2,1.8,6,17
A000000117399,[초특가] 온더바디 발을씻자 코튼 풋샴푸 385ml 레몬/자몽/복숭아/쿨링/비누향 5종 택1,body,2026-08-22T16:00:00,5000,4900,-2.0,drop,1,97.5,81,91,91.4,-16.5,-6.5,-6.1,6,16
A000000161007,[덱스 PICK/남자립밤1등] 오브제 무드체인지 립밤 3g 3종 택1,mens,2026-08-20T15:00:00,9700,9900,2.1,rise,1,11.7,16.4,16.9,16.6,4.7,5.2,5.0,3,22
A000000161007,[덱스 PICK/남자립밤1등] 오브제 무드체인지 립밤 3g 3종 택1,makeup,2026-08-20T15:00:00,9700,9900,2.1,rise,1,74,92.2,96.6,89.3,18.2,22.6,15.3,3,22
A000000161007,[덱스 PICK/남자립밤1등] 오브제 무드체인지 립밤 3g 3종 택1,mens,2026-08-21T16:00:00,9900,11900,20.2,rise,1,13.2,20.8,25.7,24.2,7.7,12.5,11.0,6,24
A000000161007,[덱스 PICK/남자립밤1등] 오브제 무드체인지 립밤 3g 3종 택1,makeup,2026-08-21T16:00:00,9900,11900,20.2,rise,1,68.2,99.7,100.3,100.7,31.5,32.2,32.5,6,24
A000000161007,[덱스 PICK/남자립밤1등] 오브제 무드체인지 립밤 3g 3종 택1,mens,2026-08-22T06:00:00,11900,10700,-10.1,drop,1,42.8,19.8,18.3,27.9,-23.0,-24.5,-14.9,6,24
A000000161007,[덱스 PICK/남자립밤1등] 오브제 무드체인지 립밤 3g 3종 택1,makeup,2026-08-22T06:00:00,11900,10700,-10.1,drop,1,101,101,101,101,0,0,0,6,24
A000000165797,[대용량/올영단독] 넘버즈인 1번 말끔 순삭 클렌징 오일 400ml 대용량,cleansing,2026-08-21T16:00:00,23100,21900,-5.2,drop,1,34,24.3,15.1,9.4,-9.7,-18.9,-24.6,6,24
A000000165797,[대용량/올영단독] 넘버즈인 1번 말끔 순삭 클렌징 오일 400ml 대용량,sale,2026-08-21T16:00:00,23100,21900,-5.2,drop,1,101,101,69.7,52.6,0,-31.3,-48.4,6,24
A000000165797,[대용량/올영단독] 넘버즈인 1번 말끔 순삭 클렌징 오일 400ml 대용량,cleansing,2026-08-22T16:00:00,21900,23100,5.5,rise,1,5,6.8,11.5,16.4,1.8,6.5,11.4,6,16
A000000165797,[대용량/올영단독] 넘버즈인 1번 말끔 순삭 클렌징 오일 400ml 대용량,sale,2026-08-22T16:00:00,21900,23100,5.5,rise,1,45,52.8,76.9,82.9,7.8,31.9,37.9,6,16
A000000174218,크리스마 코튼 3종 모음 (페이스타올/화장솜),tools,2026-08-20T15:00:00,5200,5300,1.9,rise,1,9,4,11.2,24.8,-5,2.2,15.8,3,22
A000000175561,셀렉스 프로핏 스포츠 330ml 4종 택1(초콜릿/복숭아/코코넛),mens,2026-08-21T16:00:00,2880,3200,11.1,rise,1,23,25.2,45.1,66.8,2.2,22.1,43.8,6,24
A000000175915,[8/23 단하루특가] 토리든 다이브인 저분자 히알루론산 클렌징폼 150ml 기획 (+30ml 증정),cleansing,2026-08-22T16:00:00,9980,9900,-0.8,drop,1,43.2,33.2,25.9,23.9,-10.0,-17.2,-19.2,6,16
A000000180515,[8월 올영픽/보이넥스트도어  PICK] 비비앙 니치 섬유향수 100ml (단품/기획),fragrance,2026-08-21T16:00:00,14500,13500,-6.9,drop,1,18.5,12,7.4,5.0,-6.5,-11.1,-13.5,6,24
A000000180515,[8월 올영픽/보이넥스트도어  PICK] 비비앙 니치 섬유향수 100ml (단품/기획),fragrance,2026-08-22T16:00:00,13500,14500,7.4,rise,1,3.2,2,16.8,19.1,-1.2,13.7,15.9,6,16
A000000182618,필리밀리 열판 롤 브러시 3종 택 1 (40mm/50mm/65mm),tools,2026-08-21T16:00:00,10800,9900,-8.3,drop,1,20,14.2,11.8,9.3,-5.8,-8.2,-10.7,6,24
A000000182618,필리밀리 열판 롤 브러시 3종 택 1 (40mm/50mm/65mm),hair,2026-08-21T16:00:00,10800,9900,-8.3,drop,1,54.8,41.7,30.7,26.9,-13.2,-24.2,-28.0,6,24
A000000182618,필리밀리 열판 롤 브러시 3종 택 1 (40mm/50mm/65mm),tools,2026-08-22T15:00:00,9900,10800,9.1,rise,1,4.8,2.8,11.9,15.2,-2.0,7.1,10.3,6,17
A000000182618,필리밀리 열판 롤 브러시 3종 택 1 (40mm/50mm/65mm),hair,2026-08-22T15:00:00,9900,10800,9.1,rise,1,18.8,11,30.9,43.9,-7.8,12.1,25.0,6,17
A000000182630,[8월올영픽/대용량140매] 넘버즈인 1번 시카 갈아만든 초록패드 70매 리필기획 (+70매 리필),masks,2026-08-21T16:00:00,26400,24500,-7.2,drop,1,15.7,11.7,8,6.0,-4.0,-7.7,-9.6,6,24
A000000182630,[8월올영픽/대용량140매] 넘버즈인 1번 시카 갈아만든 초록패드 70매 리필기획 (+70매 리필),sale,2026-08-21T16:00:00,26400,24500,-7.2,drop,1,101,82.8,50.3,33.2,-18.2,-50.7,-67.8,6,24
A000000182630,[8월올영픽/대용량140매] 넘버즈인 1번 시카 갈아만든 초록패드 70매 리필기획 (+70매 리필),masks,2026-08-22T16:00:00,24500,26400,7.8,rise,1,4.5,4.2,10.7,12.6,-0.3,6.2,8.1,6,16
A000000182630,[8월올영픽/대용량140매] 넘버즈인 1번 시카 갈아만든 초록패드 70매 리필기획 (+70매 리필),sale,2026-08-22T16:00:00,24500,26400,7.8,rise,1,20.5,19.5,57.3,68.2,-1.0,36.8,47.8,6,16
A000000183350,비너스 Y존 제모기 본품기획/리필 2종 택1,body,2026-08-20T15:00:00,15900,11900,-25.2,drop,2,44.5,79.6,82,79.3,35.1,37.5,34.8,2,22
A000000185115,[1분진정] 브링그린 티트리 시카 트러블 수딩 토너패드 90매 (리필/단품),masks,2026-08-20T08:00:00,16800,22400,33.3,rise,17,101,69.7,78.7,90.4,-31.3,-22.3,-10.6,1,19
A000000185115,[1분진정] 브링그린 티트리 시카 트러블 수딩 토너패드 90매 (리필/단품),masks,2026-08-20T12:00:00,22400,16800,-25.0,drop,4,94,69.8,84,92.5,-24.2,-10,-1.5,2,22
A000000185115,[1분진정] 브링그린 티트리 시카 트러블 수딩 토너패드 90매 (리필/단품),masks,2026-08-22T19:00:00,16800,15500,-7.7,drop,6,98.7,60.7,48.6,49,-38.0,-50.1,-49.7,6,13
A000000188794,[NCT 재민PICK] 이즈앤트리 어니언 뉴페어 클리어 패드 60매 (+20매 리필 증정기획),masks,2026-08-20T18:00:00,17900,16400,-8.4,drop,27,101,86.6,90,88.0,-14.4,-11,-13.0,6,22
A000000188794,[NCT 재민PICK] 이즈앤트리 어니언 뉴페어 클리어 패드 60매 (+20매 리필 증정기획),masks,2026-08-21T16:00:00,16400,17900,9.1,rise,1,94.2,55.7,78.3,89.7,-38.5,-15.8,-4.5,6,24
A000000189143,[8월 올영픽/두피쿨링/탈모증상완화] 아로마티카 티트리 퓨리파잉 토닉 100ml (단품/더블기획),hair,2026-08-21T03:00:00,19900,13800,-30.7,drop,4,59.4,81.7,74.6,54.9,22.3,15.2,-4.5,5,24
A000000189143,[8월 올영픽/두피쿨링/탈모증상완화] 아로마티카 티트리 퓨리파잉 토닉 100ml (단품/더블기획),sale,2026-08-21T03:00:00,19900,13800,-30.7,drop,4,101,101,101,101,0,0,0,5,24
A000000189143,[8월 올영픽/두피쿨링/탈모증상완화] 아로마티카 티트리 퓨리파잉 토닉 100ml (단품/더블기획),hair,2026-08-22T16:00:00,13800,9900,-28.3,drop,1,48.7,14.5,9,7.4,-34.2,-39.7,-41.3,6,16
