source,board,category_key,product_key,day_kst,n,n_snapshots,present_share,rank_mean,rank_min,rank_max,price_mode
daisomall,review,CTGR_01050,048043036,2026-08-19,2,2,1.0,35.5,34,37,1000
daisomall,review,CTGR_01050,048043036,2026-08-20,1,1,1.0,41,41,41,1000
daisomall,review,CTGR_01050,1001375,2026-08-19,2,2,1.0,65,64,66,1000
daisomall,review,CTGR_01050,1001375,2026-08-20,1,1,1.0,69,69,69,1000
daisomall,review,CTGR_01050,1001375,2026-08-21,17,17,1.0,90.2,79,93,1000
daisomall,review,CTGR_01050,1001375,2026-08-22,23,24,0.96,96.4,92,100,1000
daisomall,review,CTGR_01050,1004164,2026-08-23,5,24,0.21,65,63,73,2000
daisomall,review,CTGR_01050,1004164,2026-08-24,2,2,1.0,73,73,73,2000
daisomall,review,CTGR_01050,1004337,2026-08-22,5,24,0.21,4.2,4,5,1500
daisomall,review,CTGR_01050,1004337,2026-08-23,24,24,1.0,9.0,5,13,1500
daisomall,review,CTGR_01050,1004337,2026-08-24,2,2,1.0,8,8,8,1500
daisomall,review,CTGR_01050,1010972,2026-08-19,1,2,0.5,92,92,92,3000
daisomall,review,CTGR_01050,1012680,2026-08-19,2,2,1.0,51,48,54,1000
daisomall,review,CTGR_01050,1012680,2026-08-20,1,1,1.0,56,56,56,1000
daisomall,review,CTGR_01050,1012680,2026-08-21,17,17,1.0,72.5,62,76,1000
daisomall,review,CTGR_01050,1012680,2026-08-22,3,24,0.12,72,72,72,1000
daisomall,review,CTGR_01050,1016426,2026-08-19,2,2,1.0,16.5,15,18,1000
daisomall,review,CTGR_01050,1016426,2026-08-20,1,1,1.0,22,22,22,1000
daisomall,review,CTGR_01050,1016426,2026-08-21,15,17,0.88,36.5,32,39,1000
daisomall,review,CTGR_01050,1016426,2026-08-22,24,24,1.0,38.6,32,47,1000
daisomall,review,CTGR_01050,1016426,2026-08-23,24,24,1.0,52,47,57,1000
daisomall,review,CTGR_01050,1016426,2026-08-24,2,2,1.0,51,51,51,1000
daisomall,review,CTGR_01050,1017947,2026-08-21,6,17,0.35,4.3,2,6,1000
daisomall,review,CTGR_01050,1017947,2026-08-22,12,24,0.5,98,97,99,1000
daisomall,review,CTGR_01050,1022826,2026-08-22,17,24,0.71,55.2,49,64,3000
daisomall,review,CTGR_01050,1022826,2026-08-23,24,24,1.0,68,64,72,3000
daisomall,review,CTGR_01050,1022826,2026-08-24,2,2,1.0,72,72,72,3000
daisomall,review,CTGR_01050,1024954,2026-08-19,2,2,1.0,57,56,58,1000
daisomall,review,CTGR_01050,1024954,2026-08-20,1,1,1.0,62,62,62,1000
daisomall,review,CTGR_01050,1024954,2026-08-21,17,17,1.0,75.3,68,78,1000
daisomall,review,CTGR_01050,1024954,2026-08-22,24,24,1.0,80.4,75,86,1000
daisomall,review,CTGR_01050,1024954,2026-08-23,24,24,1.0,94.9,86,99,1000
daisomall,review,CTGR_01050,1024954,2026-08-24,2,2,1.0,95,95,95,1000
daisomall,review,CTGR_01050,1026241,2026-08-22,6,24,0.25,100,100,100,500
daisomall,review,CTGR_01050,1027369,2026-08-21,15,17,0.88,5.5,2,9,5000
daisomall,review,CTGR_01050,1027369,2026-08-22,24,24,1.0,12.4,8,16,5000
daisomall,review,CTGR_01050,1027369,2026-08-23,19,24,0.79,18.5,16,21,5000
daisomall,review,CTGR_01050,1029181,2026-08-22,11,24,0.46,2.5,2,4,2000
daisomall,review,CTGR_01050,1029181,2026-08-23,24,24,1.0,7.1,4,12,2000
daisomall,review,CTGR_01050,1029181,2026-08-24,2,2,1.0,7,7,7,2000
daisomall,review,CTGR_01050,1030628,2026-08-19,1,2,0.5,46,46,46,2000
daisomall,review,CTGR_01050,1030628,2026-08-20,1,1,1.0,48,48,48,2000
daisomall,review,CTGR_01050,1030628,2026-08-21,17,17,1.0,64,55,69,2000
daisomall,review,CTGR_01050,1030628,2026-08-22,24,24,1.0,68.5,61,80,2000
daisomall,review,CTGR_01050,1030628,2026-08-23,24,24,1.0,83.7,77,89,2000
daisomall,review,CTGR_01050,1030628,2026-08-24,2,2,1.0,89,89,89,2000
daisomall,review,CTGR_01050,1032758,2026-08-23,21,24,0.88,59.9,56,64,1000
daisomall,review,CTGR_01050,1032758,2026-08-24,2,2,1.0,62,62,62,1000
daisomall,review,CTGR_01050,1034515,2026-08-23,4,24,0.17,11,11,11,500
daisomall,review,CTGR_01050,1035653,2026-08-19,2,2,1.0,48,45,51,1000
daisomall,review,CTGR_01050,1035653,2026-08-20,1,1,1.0,59,59,59,1000
daisomall,review,CTGR_01050,1035653,2026-08-21,17,17,1.0,70.2,66,77,1000
daisomall,review,CTGR_01050,1035653,2026-08-22,24,24,1.0,75.4,72,89,1000
daisomall,review,CTGR_01050,1035653,2026-08-23,24,24,1.0,89.9,88,98,1000
daisomall,review,CTGR_01050,1035653,2026-08-24,2,2,1.0,98,98,98,1000
daisomall,review,CTGR_01050,1036313,2026-08-19,2,2,1.0,78,72,84,3000
daisomall,review,CTGR_01050,1036313,2026-08-20,1,1,1.0,86,86,86,3000
daisomall,review,CTGR_01050,1036313,2026-08-21,5,17,0.29,98.6,98,99,3000
daisomall,review,CTGR_01050,1038595,2026-08-19,1,2,0.5,83,83,83,5000
daisomall,review,CTGR_01050,1038595,2026-08-20,1,1,1.0,85,85,85,5000
daisomall,review,CTGR_01050,1038595,2026-08-21,6,17,0.35,98,97,100,5000
daisomall,review,CTGR_01050,10387,2026-08-21,17,17,1.0,80.2,71,84,1500
daisomall,review,CTGR_01050,10387,2026-08-22,24,24,1.0,88.2,84,97,1500
daisomall,review,CTGR_01050,10387,2026-08-23,3,24,0.12,97,97,97,1500
daisomall,review,CTGR_01050,1039494,2026-08-23,5,24,0.21,54.8,54,55,3000
daisomall,review,CTGR_01050,1039494,2026-08-24,2,2,1.0,54,54,54,3000
daisomall,review,CTGR_01050,1042378,2026-08-19,2,2,1.0,44.5,44,45,1000
daisomall,review,CTGR_01050,1042378,2026-08-20,1,1,1.0,47,47,47,1000
daisomall,review,CTGR_01050,1042378,2026-08-21,17,17,1.0,65.1,56,68,1000
daisomall,review,CTGR_01050,1042378,2026-08-22,24,24,1.0,70.0,65,79,1000
daisomall,review,CTGR_01050,1042378,2026-08-23,24,24,1.0,84.4,79,88,1000
daisomall,review,CTGR_01050,1042378,2026-08-24,2,2,1.0,88,88,88,1000
daisomall,review,CTGR_01050,1042560,2026-08-19,2,2,1.0,15.5,14,17,1000
daisomall,review,CTGR_01050,1042560,2026-08-20,1,1,1.0,21,21,21,1000
daisomall,review,CTGR_01050,1042560,2026-08-21,17,17,1.0,34.6,28,38,1000
daisomall,review,CTGR_01050,1042560,2026-08-22,4,24,0.17,35.5,32,46,1000
daisomall,review,CTGR_01050,1042560,2026-08-23,24,24,1.0,51,46,56,1000
daisomall,review,CTGR_01050,1042560,2026-08-24,2,2,1.0,50,50,50,1000
daisomall,review,CTGR_01050,1044553,2026-08-19,2,2,1.0,14.5,13,16,5000
daisomall,review,CTGR_01050,1044553,2026-08-20,1,1,1.0,20,20,20,5000
daisomall,review,CTGR_01050,1044553,2026-08-21,17,17,1.0,33.6,27,37,5000
daisomall,review,CTGR_01050,1044553,2026-08-22,24,24,1.0,37.4,31,45,5000
daisomall,review,CTGR_01050,1044553,2026-08-23,24,24,1.0,50,45,55,5000
daisomall,review,CTGR_01050,1044553,2026-08-24,2,2,1.0,49,49,49,5000
daisomall,review,CTGR_01050,1044557,2026-08-21,17,17,1.0,52.3,49,54,2000
daisomall,review,CTGR_01050,1044557,2026-08-22,24,24,1.0,52.9,49,61,2000
daisomall,review,CTGR_01050,1044557,2026-08-23,24,24,1.0,64.7,61,68,2000
daisomall,review,CTGR_01050,1044557,2026-08-24,2,2,1.0,65,65,65,2000
daisomall,review,CTGR_01050,1045429,2026-08-19,2,2,1.0,92.5,88,97,3000
daisomall,review,CTGR_01050,1045846,2026-08-19,1,2,0.5,99,99,99,2000
daisomall,review,CTGR_01050,1047509,2026-08-19,2,2,1.0,67,65,69,1000
daisomall,review,CTGR_01050,1047509,2026-08-20,1,1,1.0,79,79,79,1000
daisomall,review,CTGR_01050,1047509,2026-08-21,16,17,0.94,93.6,91,95,1000
daisomall,review,CTGR_01050,1047509,2026-08-22,16,24,0.67,97.8,96,100,1000
daisomall,review,CTGR_01050,1047509,2026-08-23,5,24,0.21,61,61,61,1000
daisomall,review,CTGR_01050,1047509,2026-08-24,2,2,1.0,61,61,61,1000
daisomall,review,CTGR_01050,1048272,2026-08-19,2,2,1.0,33,31,35,3000
daisomall,review,CTGR_01050,1048272,2026-08-20,1,1,1.0,38,38,38,3000
daisomall,review,CTGR_01050,1048272,2026-08-22,21,24,0.88,62.2,58,72,3000
daisomall,review,CTGR_01050,1048272,2026-08-23,24,24,1.0,75.7,72,80,3000
daisomall,review,CTGR_01050,1048272,2026-08-24,2,2,1.0,80,80,80,3000
daisomall,review,CTGR_01050,1048273,2026-08-21,17,17,1.0,78.8,70,83,3000
daisomall,review,CTGR_01050,1048273,2026-08-22,24,24,1.0,86.0,80,96,3000
daisomall,review,CTGR_01050,1048273,2026-08-23,11,24,0.46,97.8,96,100,3000
daisomall,review,CTGR_01050,1048910,2026-08-19,2,2,1.0,90.5,83,98,3000
daisomall,review,CTGR_01050,1048910,2026-08-20,1,1,1.0,99,99,99,3000
daisomall,review,CTGR_01050,1049037,2026-08-23,21,24,0.88,84.1,80,87,5000
daisomall,review,CTGR_01050,1049037,2026-08-24,2,2,1.0,87,87,87,5000
daisomall,review,CTGR_01050,1049295,2026-08-19,2,2,1.0,13.5,12,15,3000
daisomall,review,CTGR_01050,1049295,2026-08-20,1,1,1.0,29,29,29,3000
daisomall,review,CTGR_01050,1049295,2026-08-21,17,17,1.0,34.7,32,41,3000
daisomall,review,CTGR_01050,1049295,2026-08-22,24,24,1.0,33.8,27,42,3000
daisomall,review,CTGR_01050,1049295,2026-08-23,24,24,1.0,41.0,39,47,3000
daisomall,review,CTGR_01050,1049295,2026-08-24,2,2,1.0,47,47,47,3000
daisomall,review,CTGR_01050,1049876,2026-08-21,17,17,1.0,47.9,42,52,5000
daisomall,review,CTGR_01050,1049876,2026-08-22,24,24,1.0,53.0,48,63,5000
daisomall,review,CTGR_01050,1049876,2026-08-23,24,24,1.0,65.7,63,71,5000
daisomall,review,CTGR_01050,1049876,2026-08-24,2,2,1.0,71,71,71,5000
daisomall,review,CTGR_01050,1051993,2026-08-21,2,17,0.12,100,100,100,1000
daisomall,review,CTGR_01050,1053462,2026-08-23,21,24,0.88,93.2,89,96,5000
daisomall,review,CTGR_01050,1053462,2026-08-24,2,2,1.0,94,94,94,5000
daisomall,review,CTGR_01050,1053505,2026-08-21,17,17,1.0,48.7,41,51,1000
daisomall,review,CTGR_01050,1053505,2026-08-22,24,24,1.0,53.2,49,62,1000
daisomall,review,CTGR_01050,1053505,2026-08-23,24,24,1.0,67.2,62,71,1000
daisomall,review,CTGR_01050,1053505,2026-08-24,2,2,1.0,70,70,70,1000
daisomall,review,CTGR_01050,1055168,2026-08-19,1,2,0.5,31,31,31,5000
daisomall,review,CTGR_01050,1055168,2026-08-20,1,1,1.0,33,33,33,5000
daisomall,review,CTGR_01050,1055168,2026-08-21,17,17,1.0,45.1,40,50,5000
daisomall,review,CTGR_01050,1055168,2026-08-22,15,24,0.62,47.3,46,48,5000
daisomall,review,CTGR_01050,1058477,2026-08-21,17,17,1.0,52.6,45,62,5000
daisomall,review,CTGR_01050,1058477,2026-08-22,24,24,1.0,52.6,48,66,5000
daisomall,review,CTGR_01050,1058477,2026-08-23,24,24,1.0,62.8,56,68,5000
daisomall,review,CTGR_01050,1058477,2026-08-24,2,2,1.0,64,64,64,5000
daisomall,review,CTGR_01050,1058479,2026-08-23,17,24,0.71,15.1,13,16,5000
daisomall,review,CTGR_01050,1058479,2026-08-24,2,2,1.0,13,13,13,5000
daisomall,review,CTGR_01050,1059116,2026-08-19,1,2,0.5,100,100,100,5000
daisomall,review,CTGR_01050,1059198,2026-08-19,1,2,0.5,3,3,3,2000
daisomall,review,CTGR_01050,1059198,2026-08-21,15,17,0.88,15.9,14,20,2000
daisomall,review,CTGR_01050,1059198,2026-08-22,24,24,1.0,20.5,14,24,2000
daisomall,review,CTGR_01050,1059198,2026-08-23,24,24,1.0,30.2,24,34,2000
daisomall,review,CTGR_01050,1059198,2026-08-24,2,2,1.0,29,29,29,2000
daisomall,review,CTGR_01050,1059486,2026-08-19,2,2,1.0,43.5,39,48,2000
daisomall,review,CTGR_01050,1059486,2026-08-20,1,1,1.0,50,50,50,2000
daisomall,review,CTGR_01050,1059486,2026-08-21,17,17,1.0,56.6,51,59,2000
daisomall,review,CTGR_01050,1059486,2026-08-22,24,24,1.0,59,55,70,2000
daisomall,review,CTGR_01050,1059486,2026-08-23,24,24,1.0,72.7,70,78,2000
daisomall,review,CTGR_01050,1059486,2026-08-24,2,2,1.0,78,78,78,2000
daisomall,review,CTGR_01050,1060602,2026-08-19,2,2,1.0,85.5,79,92,1000
daisomall,review,CTGR_01050,1060602,2026-08-20,1,1,1.0,93,93,93,1000
daisomall,review,CTGR_01050,1060603,2026-08-19,2,2,1.0,32,30,34,1000
daisomall,review,CTGR_01050,1060603,2026-08-20,1,1,1.0,37,37,37,1000
daisomall,review,CTGR_01050,1060603,2026-08-21,10,17,0.59,53.7,46,58,1000
daisomall,review,CTGR_01050,1060603,2026-08-22,24,24,1.0,60.7,57,71,1000
daisomall,review,CTGR_01050,1060603,2026-08-23,24,24,1.0,74.7,71,79,1000
daisomall,review,CTGR_01050,1060603,2026-08-24,2,2,1.0,79,79,79,1000
daisomall,review,CTGR_01050,1060645,2026-08-19,2,2,1.0,28.5,27,30,5000
daisomall,review,CTGR_01050,1060645,2026-08-20,1,1,1.0,32,32,32,5000
daisomall,review,CTGR_01050,1060645,2026-08-21,17,17,1.0,38.6,10,50,5000
daisomall,review,CTGR_01050,1060645,2026-08-22,24,24,1.0,14.0,10,17,5000
daisomall,review,CTGR_01050,1060645,2026-08-23,24,24,1.0,20.0,17,22,5000
daisomall,review,CTGR_01050,1060645,2026-08-24,2,2,1.0,18,18,18,5000
daisomall,review,CTGR_01050,1061002,2026-08-19,2,2,1.0,94,91,97,3000
daisomall,review,CTGR_01050,1061526,2026-08-21,11,17,0.65,92.4,88,95,5000
daisomall,review,CTGR_01050,1061526,2026-08-22,19,24,0.79,91.3,90,94,5000
daisomall,review,CTGR_01050,1062342,2026-08-19,2,2,1.0,84.5,84,85,1000
daisomall,review,CTGR_01050,1062342,2026-08-20,1,1,1.0,88,88,88,1000
daisomall,review,CTGR_01050,1062809,2026-08-22,21,24,0.88,3.7,2,8,1000
daisomall,review,CTGR_01050,1062809,2026-08-23,15,24,0.62,9.3,8,10,1000
daisomall,review,CTGR_01050,1063567,2026-08-19,2,2,1.0,37,36,38,5000
daisomall,review,CTGR_01050,1063567,2026-08-20,1,1,1.0,43,43,43,5000
daisomall,review,CTGR_01050,1063567,2026-08-21,4,17,0.24,62,62,62,5000
daisomall,review,CTGR_01050,1063568,2026-08-21,11,17,0.65,58.8,56,60,1000
daisomall,review,CTGR_01050,1063568,2026-08-22,24,24,1.0,62.4,56,74,1000
daisomall,review,CTGR_01050,1063568,2026-08-23,24,24,1.0,76.8,73,82,1000
daisomall,review,CTGR_01050,1063568,2026-08-24,2,2,1.0,82,82,82,1000
daisomall,review,CTGR_01050,1064382,2026-08-19,1,2,0.5,44,44,44,2000
daisomall,review,CTGR_01050,1064382,2026-08-20,1,1,1.0,46,46,46,2000
daisomall,review,CTGR_01050,1064382,2026-08-21,17,17,1.0,64.1,55,67,2000
daisomall,review,CTGR_01050,1064382,2026-08-22,24,24,1.0,69.0,64,78,2000
daisomall,review,CTGR_01050,1064382,2026-08-23,24,24,1.0,82.5,78,86,2000
daisomall,review,CTGR_01050,1064382,2026-08-24,2,2,1.0,86,86,86,2000
daisomall,review,CTGR_01050,1064415,2026-08-23,17,24,0.71,12.2,8,19,5000
daisomall,review,CTGR_01050,1064415,2026-08-24,2,2,1.0,19,19,19,5000
daisomall,review,CTGR_01050,1064417,2026-08-21,14,17,0.82,73.8,70,82,5000
daisomall,review,CTGR_01050,1064417,2026-08-22,24,24,1.0,80.2,76,95,5000
daisomall,review,CTGR_01050,1064417,2026-08-23,23,24,0.96,94.0,92,96,5000
daisomall,review,CTGR_01050,1064509,2026-08-19,2,2,1.0,24.5,23,26,5000
daisomall,review,CTGR_01050,1064509,2026-08-20,1,1,1.0,30,30,30,5000
daisomall,review,CTGR_01050,1064509,2026-08-21,17,17,1.0,28.1,21,31,5000
daisomall,review,CTGR_01050,1064509,2026-08-22,24,24,1.0,31.7,27,38,5000
daisomall,review,CTGR_01050,1064509,2026-08-23,24,24,1.0,41.9,38,45,5000
daisomall,review,CTGR_01050,1064509,2026-08-24,2,2,1.0,40,40,40,5000
daisomall,review,CTGR_01050,1065035,2026-08-19,2,2,1.0,72.5,71,74,5000
daisomall,review,CTGR_01050,1065035,2026-08-20,1,1,1.0,84,84,84,5000
daisomall,review,CTGR_01050,1065035,2026-08-21,9,17,0.53,98,96,100,5000
daisomall,review,CTGR_01050,1065356,2026-08-19,2,2,1.0,40,25,55,3000
daisomall,review,CTGR_01050,1065356,2026-08-20,1,1,1.0,28,28,28,3000
daisomall,review,CTGR_01050,1065356,2026-08-21,17,17,1.0,35.5,33,41,3000
daisomall,review,CTGR_01050,1065356,2026-08-22,24,24,1.0,40.6,35,54,3000
daisomall,review,CTGR_01050,1065356,2026-08-23,24,24,1.0,54,51,59,3000
daisomall,review,CTGR_01050,1065356,2026-08-24,2,2,1.0,58,58,58,3000
daisomall,review,CTGR_01050,1066899,2026-08-19,2,2,1.0,71.5,70,73,1000
daisomall,review,CTGR_01050,1066899,2026-08-20,1,1,1.0,75,75,75,1000
daisomall,review,CTGR_01050,1066899,2026-08-21,17,17,1.0,97.5,87,100,1000
daisomall,review,CTGR_01050,1066899,2026-08-22,3,24,0.12,100,100,100,1000
daisomall,review,CTGR_01050,1066903,2026-08-19,2,2,1.0,54,52,56,3000
daisomall,review,CTGR_01050,1066903,2026-08-20,1,1,1.0,58,58,58,3000
daisomall,review,CTGR_01050,1066903,2026-08-21,17,17,1.0,76.5,65,79,3000
daisomall,review,CTGR_01050,1066903,2026-08-22,24,24,1.0,83.2,76,88,3000
daisomall,review,CTGR_01050,1066903,2026-08-23,20,24,0.83,96.7,88,100,3000
daisomall,review,CTGR_01050,1066903,2026-08-24,2,2,1.0,97,97,97,3000
daisomall,review,CTGR_01050,1067021,2026-08-19,2,2,1.0,42.5,38,47,5000
daisomall,review,CTGR_01050,1067021,2026-08-20,1,1,1.0,49,49,49,5000
daisomall,review,CTGR_01050,1067021,2026-08-21,15,17,0.88,61.4,59,64,5000
daisomall,review,CTGR_01050,1067021,2026-08-22,24,24,1.0,65.8,62,75,5000
daisomall,review,CTGR_01050,1067021,2026-08-23,24,24,1.0,79.5,75,83,5000
daisomall,review,CTGR_01050,1067021,2026-08-24,2,2,1.0,83,83,83,5000
daisomall,review,CTGR_01050,1067023,2026-08-21,11,17,0.65,26.4,12,37,5000
daisomall,review,CTGR_01050,1067023,2026-08-22,24,24,1.0,37,32,49,5000
daisomall,review,CTGR_01050,1067023,2026-08-23,24,24,1.0,49.3,46,54,5000
daisomall,review,CTGR_01050,1067023,2026-08-24,2,2,1.0,53,53,53,5000
daisomall,review,CTGR_01050,1067024,2026-08-21,11,17,0.65,59.5,45,81,2000
daisomall,review,CTGR_01050,1067024,2026-08-22,24,24,1.0,79.2,75,94,2000
daisomall,review,CTGR_01050,1067024,2026-08-23,23,24,0.96,93.0,91,95,2000
daisomall,review,CTGR_01050,1067394,2026-08-19,2,2,1.0,29,11,47,5000
daisomall,review,CTGR_01050,1067394,2026-08-20,1,1,1.0,14,14,14,5000
daisomall,review,CTGR_01050,1067394,2026-08-21,17,17,1.0,29.2,24,32,5000
daisomall,review,CTGR_01050,1067394,2026-08-22,24,24,1.0,33.1,27,40,5000
daisomall,review,CTGR_01050,1067394,2026-08-23,24,24,1.0,43.4,37,48,5000
daisomall,review,CTGR_01050,1067394,2026-08-24,2,2,1.0,42,42,42,5000
daisomall,review,CTGR_01050,1067399,2026-08-19,2,2,1.0,89.5,86,93,5000
daisomall,review,CTGR_01050,1067399,2026-08-20,1,1,1.0,100,100,100,5000
daisomall,review,CTGR_01050,1067399,2026-08-21,5,17,0.29,99.6,99,100,5000
daisomall,review,CTGR_01050,1067399,2026-08-22,6,24,0.25,99,99,99,5000
daisomall,review,CTGR_01050,1067402,2026-08-21,17,17,1.0,8.5,6,12,3000
daisomall,review,CTGR_01050,1067402,2026-08-22,24,24,1.0,9.5,6,12,3000
daisomall,review,CTGR_01050,1067402,2026-08-23,24,24,1.0,5,2,11,3000
daisomall,review,CTGR_01050,1067402,2026-08-24,2,2,1.0,3,3,3,3000
daisomall,review,CTGR_01050,1067499,2026-08-22,5,24,0.21,40.2,40,41,1000
daisomall,review,CTGR_01050,1067499,2026-08-23,24,24,1.0,41.5,39,47,1000
daisomall,review,CTGR_01050,1067499,2026-08-24,2,2,1.0,45,45,45,1000
daisomall,review,CTGR_01050,1067871,2026-08-21,17,17,1.0,73.8,63,77,1000
daisomall,review,CTGR_01050,1067871,2026-08-22,24,24,1.0,81.1,74,87,1000
daisomall,review,CTGR_01050,1067871,2026-08-23,20,24,0.83,95.5,87,99,1000
daisomall,review,CTGR_01050,1067871,2026-08-24,2,2,1.0,96,96,96,1000
daisomall,review,CTGR_01050,1068858,2026-08-19,2,2,1.0,64,63,65,5000
daisomall,review,CTGR_01050,1068858,2026-08-20,1,1,1.0,68,68,68,5000
daisomall,review,CTGR_01050,1068858,2026-08-21,17,17,1.0,89.2,78,92,5000
daisomall,review,CTGR_01050,1068858,2026-08-22,3,24,0.12,91,91,91,5000
daisomall,review,CTGR_01050,1069013,2026-08-21,17,17,1.0,22.2,16,24,2000
daisomall,review,CTGR_01050,1069013,2026-08-22,24,24,1.0,27.3,22,33,2000
daisomall,review,CTGR_01050,1069013,2026-08-23,24,24,1.0,33.2,23,67,2000
daisomall,review,CTGR_01050,1069013,2026-08-24,2,2,1.0,23,23,23,2000
daisomall,review,CTGR_01050,1069035,2026-08-19,2,2,1.0,23,22,24,2000
daisomall,review,CTGR_01050,1069035,2026-08-20,1,1,1.0,27,27,27,2000
daisomall,review,CTGR_01050,1069035,2026-08-21,17,17,1.0,40.8,32,44,2000
daisomall,review,CTGR_01050,1069035,2026-08-22,24,24,1.0,45.8,39,53,2000
daisomall,review,CTGR_01050,1069035,2026-08-23,24,24,1.0,58.7,53,61,2000
daisomall,review,CTGR_01050,1069035,2026-08-24,2,2,1.0,57,57,57,2000
daisomall,review,CTGR_01050,1069042,2026-08-19,2,2,1.0,60.5,59,62,2000
daisomall,review,CTGR_01050,1069042,2026-08-20,1,1,1.0,66,66,66,2000
daisomall,review,CTGR_01050,1069042,2026-08-21,17,17,1.0,82.8,74,87,2000
daisomall,review,CTGR_01050,1069042,2026-08-22,24,24,1.0,90.3,87,100,2000
daisomall,review,CTGR_01050,1069042,2026-08-23,3,24,0.12,100,100,100,2000
daisomall,review,CTGR_01050,1069055,2026-08-19,2,2,1.0,84.5,78,91,1000
daisomall,review,CTGR_01050,1069055,2026-08-20,1,1,1.0,92,92,92,1000
daisomall,review,CTGR_01050,1069995,2026-08-19,2,2,1.0,55,53,57,5000
daisomall,review,CTGR_01050,1069995,2026-08-20,1,1,1.0,60,60,60,5000
daisomall,review,CTGR_01050,1069995,2026-08-21,17,17,1.0,77.1,67,80,5000
daisomall,review,CTGR_01050,1069995,2026-08-22,24,24,1.0,82.3,75,90,5000
daisomall,review,CTGR_01050,1069995,2026-08-23,20,24,0.83,96.0,90,100,5000
daisomall,review,CTGR_01050,1069995,2026-08-24,2,2,1.0,99,99,99,5000
daisomall,review,CTGR_01050,1070417,2026-08-19,2,2,1.0,76.5,76,77,3000
daisomall,review,CTGR_01050,1070417,2026-08-20,1,1,1.0,78,78,78,3000
daisomall,review,CTGR_01050,1070417,2026-08-21,2,17,0.12,90,90,90,3000
daisomall,review,CTGR_01050,1071640,2026-08-19,2,2,1.0,93,90,96,3000
daisomall,review,CTGR_01050,1071640,2026-08-20,1,1,1.0,98,98,98,3000
daisomall,review,CTGR_01050,1071645,2026-08-19,2,2,1.0,65.5,61,70,1000
daisomall,review,CTGR_01050,1071645,2026-08-20,1,1,1.0,71,71,71,1000
daisomall,review,CTGR_01050,1071645,2026-08-21,17,17,1.0,93.2,83,98,1000
daisomall,review,CTGR_01050,1071645,2026-08-22,13,24,0.54,94.2,93,97,1000
daisomall,review,CTGR_01050,1071812,2026-08-20,1,1,1.0,19,19,19,3000
daisomall,review,CTGR_01050,1071812,2026-08-21,4,17,0.24,28.5,28,30,3000
daisomall,review,CTGR_01050,1071812,2026-08-22,24,24,1.0,33.3,30,44,3000
daisomall,review,CTGR_01050,1071812,2026-08-23,24,24,1.0,44.7,43,48,3000
daisomall,review,CTGR_01050,1071812,2026-08-24,2,2,1.0,48,48,48,3000
daisomall,review,CTGR_01050,1072455,2026-08-22,11,24,0.46,87.9,85,93,5000
daisomall,review,CTGR_01050,1072455,2026-08-23,7,24,0.29,96.4,93,99,5000
daisomall,review,CTGR_01050,1072486,2026-08-21,17,17,1.0,13.8,9,17,2000
daisomall,review,CTGR_01050,1072486,2026-08-22,24,24,1.0,18.6,13,21,2000
daisomall,review,CTGR_01050,1072486,2026-08-23,24,24,1.0,28.3,21,31,2000
daisomall,review,CTGR_01050,1072486,2026-08-24,2,2,1.0,28,28,28,2000
daisomall,review,CTGR_01050,1072508,2026-08-19,2,2,1.0,97.5,95,100,5000
daisomall,review,CTGR_01050,1072801,2026-08-19,2,2,1.0,48,43,53,5000
daisomall,review,CTGR_01050,1072801,2026-08-20,1,1,1.0,55,55,55,5000
daisomall,review,CTGR_01050,1072801,2026-08-21,17,17,1.0,69.6,61,74,5000
daisomall,review,CTGR_01050,1072801,2026-08-22,24,24,1.0,74.4,68,84,5000
daisomall,review,CTGR_01050,1072801,2026-08-23,15,24,0.62,68.8,24,88,5000
daisomall,review,CTGR_01050,1072846,2026-08-23,5,24,0.21,45.6,44,46,5000
daisomall,review,CTGR_01050,1072846,2026-08-24,2,2,1.0,44,44,44,5000
daisomall,review,CTGR_01050,1072848,2026-08-19,2,2,1.0,42.5,42,43,5000
daisomall,review,CTGR_01050,1072848,2026-08-20,1,1,1.0,45,45,45,5000
daisomall,review,CTGR_01050,1072848,2026-08-21,17,17,1.0,62.9,54,66,5000
daisomall,review,CTGR_01050,1072848,2026-08-22,24,24,1.0,67.7,63,77,5000
daisomall,review,CTGR_01050,1072848,2026-08-23,24,24,1.0,81.3,77,85,5000
daisomall,review,CTGR_01050,1072848,2026-08-24,2,2,1.0,85,85,85,5000
daisomall,review,CTGR_01050,1072856,2026-08-19,2,2,1.0,88,87,89,1000
daisomall,review,CTGR_01050,1072856,2026-08-20,1,1,1.0,90,90,90,1000
daisomall,review,CTGR_01050,1073319,2026-08-22,5,24,0.21,37.4,37,39,5000
daisomall,review,CTGR_01050,1073319,2026-08-23,24,24,1.0,42.9,39,46,5000
daisomall,review,CTGR_01050,1073319,2026-08-24,2,2,1.0,41,41,41,5000
daisomall,review,CTGR_01050,1073321,2026-08-23,13,24,0.54,11.8,8,17,5000
daisomall,review,CTGR_01050,1073321,2026-08-24,2,2,1.0,17,17,17,5000
daisomall,review,CTGR_01050,1074272,2026-08-19,2,2,1.0,27.5,26,29,5000
daisomall,review,CTGR_01050,1074272,2026-08-20,1,1,1.0,15,15,15,5000
daisomall,review,CTGR_01050,1074272,2026-08-21,17,17,1.0,30.6,25,34,5000
