source,board,category_key,product_key,day_kst,n,n_snapshots,present_share,rank_mean,rank_min,rank_max,price_mode
daisomall,sale_rising,CTGR_01050,1083568,2026-08-20,1,1,1.0,87,87,87,5000
daisomall,sale_rising,CTGR_01050,1083568,2026-08-22,7,24,0.29,37.7,18,95,5000
daisomall,sale_rising,CTGR_01050,1083568,2026-08-23,9,24,0.38,26.9,8,47,5000
daisomall,sale_rising,CTGR_01050,1083568,2026-08-24,2,2,1.0,41,23,59,5000
daisomall,sale_rising,CTGR_01050,1083570,2026-08-22,1,24,0.04,91,91,91,5000
daisomall,sale_rising,CTGR_01050,1083570,2026-08-23,1,24,0.04,88,88,88,5000
daisomall,sale_rising,CTGR_01050,1083571,2026-08-23,1,24,0.04,98,98,98,5000
daisomall,sale_rising,CTGR_01050,1083572,2026-08-22,2,24,0.08,71.5,49,94,3000
daisomall,sale_rising,CTGR_01050,1083572,2026-08-23,3,24,0.12,56.3,48,68,3000
daisomall,sale_rising,CTGR_01050,1083572,2026-08-24,1,2,0.5,80,80,80,3000
daisomall,sale_rising,CTGR_01050,1083573,2026-08-22,1,24,0.04,71,71,71,3000
daisomall,sale_rising,CTGR_01050,1083573,2026-08-23,3,24,0.12,80.3,61,90,3000
daisomall,sale_rising,CTGR_01050,1083574,2026-08-23,1,24,0.04,59,59,59,3000
daisomall,sale_rising,CTGR_01050,1083575,2026-08-21,3,18,0.17,88.3,85,90,3000
daisomall,sale_rising,CTGR_01050,1083576,2026-08-21,1,18,0.06,84,84,84,3000
daisomall,sale_rising,CTGR_01050,1083781,2026-08-22,1,24,0.04,38,38,38,5000
daisomall,sale_rising,CTGR_01050,1083781,2026-08-23,2,24,0.08,60,50,70,5000
daisomall,sale_rising,CTGR_01050,1083782,2026-08-22,1,24,0.04,100,100,100,5000
daisomall,sale_rising,CTGR_01050,1083782,2026-08-23,1,24,0.04,72,72,72,5000
daisomall,sale_rising,CTGR_01050,1083783,2026-08-21,1,18,0.06,96,96,96,5000
daisomall,sale_rising,CTGR_01050,1083784,2026-08-22,1,24,0.04,76,76,76,5000
daisomall,sale_rising,CTGR_01050,1083784,2026-08-23,2,24,0.08,78,66,90,5000
daisomall,sale_rising,CTGR_01050,1083785,2026-08-22,1,24,0.04,49,49,49,5000
daisomall,sale_rising,CTGR_01050,1083786,2026-08-23,1,24,0.04,93,93,93,5000
daisomall,sale_rising,CTGR_01050,1083787,2026-08-21,2,18,0.11,53,23,83,1000
daisomall,sale_rising,CTGR_01050,1083787,2026-08-22,3,24,0.12,53,4,97,1000
daisomall,sale_rising,CTGR_01050,1083787,2026-08-23,2,24,0.08,28.5,28,29,1000
daisomall,sale_rising,CTGR_01050,1083807,2026-08-23,1,24,0.04,29,29,29,5000
daisomall,sale_rising,CTGR_01050,1083808,2026-08-23,1,24,0.04,94,94,94,5000
daisomall,sale_rising,CTGR_01050,1083866,2026-08-23,1,24,0.04,30,30,30,5000
daisomall,sale_rising,CTGR_01050,1083868,2026-08-22,1,24,0.04,50,50,50,5000
daisomall,sale_rising,CTGR_01050,1083872,2026-08-22,2,24,0.08,41,14,68,3000
daisomall,sale_rising,CTGR_01050,1083872,2026-08-23,3,24,0.12,46.3,24,67,3000
daisomall,sale_rising,CTGR_01050,1083873,2026-08-22,2,24,0.08,39.5,12,67,3000
daisomall,sale_rising,CTGR_01050,1083873,2026-08-23,3,24,0.12,49.3,31,68,3000
daisomall,sale_rising,CTGR_01050,1083964,2026-08-21,1,18,0.06,19,19,19,2000
daisomall,sale_rising,CTGR_01050,1084353,2026-08-23,1,24,0.04,91,91,91,5000
daisomall,sale_rising,CTGR_01050,1084360,2026-08-19,1,2,0.5,4,4,4,2000
daisomall,sale_rising,CTGR_01050,1084360,2026-08-20,1,1,1.0,3,3,3,2000
daisomall,sale_rising,CTGR_01050,1084360,2026-08-21,2,18,0.11,9,8,10,2000
daisomall,sale_rising,CTGR_01050,1084360,2026-08-23,13,24,0.54,18.8,6,67,2000
daisomall,sale_rising,CTGR_01050,1084360,2026-08-24,2,2,1.0,34,8,60,2000
daisomall,sale_rising,CTGR_01050,1084361,2026-08-19,1,2,0.5,3,3,3,2000
daisomall,sale_rising,CTGR_01050,1084361,2026-08-20,1,1,1.0,7,7,7,2000
daisomall,sale_rising,CTGR_01050,1084361,2026-08-21,8,18,0.44,16.6,6,25,2000
daisomall,sale_rising,CTGR_01050,1084361,2026-08-22,1,24,0.04,12,12,12,2000
daisomall,sale_rising,CTGR_01050,1084361,2026-08-23,11,24,0.46,19.5,2,42,2000
daisomall,sale_rising,CTGR_01050,1084361,2026-08-24,1,2,0.5,18,18,18,2000
daisomall,sale_rising,CTGR_01050,1084362,2026-08-19,1,2,0.5,2,2,2,2000
daisomall,sale_rising,CTGR_01050,1084362,2026-08-20,1,1,1.0,5,5,5,2000
daisomall,sale_rising,CTGR_01050,1084362,2026-08-21,2,18,0.11,10.5,8,13,2000
daisomall,sale_rising,CTGR_01050,1084362,2026-08-22,1,24,0.04,3,3,3,2000
daisomall,sale_rising,CTGR_01050,1084362,2026-08-23,11,24,0.46,27.8,3,89,2000
daisomall,sale_rising,CTGR_01050,1084362,2026-08-24,2,2,1.0,27,24,30,2000
daisomall,sale_rising,CTGR_01050,11285,2026-08-22,1,24,0.04,87,87,87,1000
daisomall,sale_rising,CTGR_01050,11286,2026-08-23,3,24,0.12,85,85,85,1000
daisomall,sale_rising,CTGR_01050,12231,2026-08-21,1,18,0.06,70,70,70,1000
daisomall,sale_rising,CTGR_01050,12231,2026-08-22,1,24,0.04,90,90,90,1000
daisomall,sale_rising,CTGR_01050,12231,2026-08-23,4,24,0.17,82,79,83,1000
daisomall,sale_rising,CTGR_01050,12753,2026-08-23,1,24,0.04,26,26,26,1000
daisomall,sale_rising,CTGR_01050,155013675,2026-08-21,1,18,0.06,58,58,58,1000
daisomall,sale_rising,CTGR_01050,155013675,2026-08-22,1,24,0.04,4,4,4,1000
daisomall,sale_rising,CTGR_01050,18534,2026-08-23,1,24,0.04,75,75,75,1000
daisomall,sale_rising,CTGR_01050,19641,2026-08-22,1,24,0.04,64,64,64,500
daisomall,sale_rising,CTGR_01050,20986,2026-08-23,3,24,0.12,82,82,82,2000
daisomall,sale_rising,CTGR_01050,22780,2026-08-23,1,24,0.04,85,85,85,1000
daisomall,sale_rising,CTGR_01050,28490,2026-08-22,1,24,0.04,88,88,88,1000
daisomall,sale_rising,CTGR_01050,28750,2026-08-22,3,24,0.12,85,63,96,1000
daisomall,sale_rising,CTGR_01050,30475,2026-08-21,1,18,0.06,13,13,13,1000
daisomall,sale_rising,CTGR_01050,32178,2026-08-21,1,18,0.06,77,77,77,1000
daisomall,sale_rising,CTGR_01050,32181,2026-08-22,2,24,0.08,5,5,5,1000
daisomall,sale_rising,CTGR_01050,32183,2026-08-23,1,24,0.04,61,61,61,500
daisomall,sale_rising,CTGR_01050,32536,2026-08-21,1,18,0.06,80,80,80,1000
daisomall,sale_rising,CTGR_01050,32537,2026-08-21,1,18,0.06,47,47,47,1000
daisomall,sale_rising,CTGR_01050,32537,2026-08-23,1,24,0.04,40,40,40,1000
daisomall,sale_rising,CTGR_01050,32544,2026-08-23,1,24,0.04,74,74,74,1000
daisomall,sale_rising,CTGR_01050,33023,2026-08-21,1,18,0.06,63,63,63,2000
daisomall,sale_rising,CTGR_01050,36231,2026-08-21,2,18,0.11,83,83,83,2000
daisomall,sale_rising,CTGR_01050,36234,2026-08-23,1,24,0.04,62,62,62,1000
daisomall,sale_rising,CTGR_01050,363033026,2026-08-21,1,18,0.06,86,86,86,1500
daisomall,sale_rising,CTGR_01050,363033026,2026-08-22,2,24,0.08,60,53,67,1500
daisomall,sale_rising,CTGR_01050,363033026,2026-08-23,2,24,0.08,81,71,91,1500
daisomall,sale_rising,CTGR_01050,363033027,2026-08-22,3,24,0.12,66.7,54,92,1500
daisomall,sale_rising,CTGR_01050,363033028,2026-08-21,1,18,0.06,94,94,94,1500
daisomall,sale_rising,CTGR_01050,363033028,2026-08-22,2,24,0.08,54,33,75,1500
daisomall,sale_rising,CTGR_01050,363033030,2026-08-21,1,18,0.06,71,71,71,1500
daisomall,sale_rising,CTGR_01050,363033030,2026-08-22,1,24,0.04,70,70,70,1500
daisomall,sale_rising,CTGR_01050,363033030,2026-08-23,1,24,0.04,92,92,92,1500
daisomall,sale_rising,CTGR_01050,36963,2026-08-19,1,2,0.5,100,100,100,2000
daisomall,sale_rising,CTGR_01050,36963,2026-08-22,1,24,0.04,89,89,89,2000
daisomall,sale_rising,CTGR_01050,36963,2026-08-23,1,24,0.04,85,85,85,2000
daisomall,sale_rising,CTGR_01050,38193,2026-08-23,1,24,0.04,87,87,87,2000
daisomall,sale_rising,CTGR_01050,39975,2026-08-21,1,18,0.06,43,43,43,1000
daisomall,sale_rising,CTGR_01050,39975,2026-08-22,1,24,0.04,73,73,73,1000
daisomall,sale_rising,CTGR_01050,401200770,2026-08-21,3,18,0.17,77.7,65,84,1500
daisomall,sale_rising,CTGR_01050,401200770,2026-08-22,1,24,0.04,21,21,21,1500
daisomall,sale_rising,CTGR_01050,41301,2026-08-22,1,24,0.04,85,85,85,2000
daisomall,sale_rising,CTGR_01050,41347,2026-08-21,1,18,0.06,58,58,58,1000
daisomall,sale_rising,CTGR_01050,41471,2026-08-22,1,24,0.04,35,35,35,3000
daisomall,sale_rising,CTGR_01050,41471,2026-08-23,2,24,0.08,49.5,20,79,3000
daisomall,sale_rising,CTGR_01050,41472,2026-08-21,1,18,0.06,16,16,16,3000
daisomall,sale_rising,CTGR_01050,41472,2026-08-24,1,2,0.5,63,63,63,3000
daisomall,sale_rising,CTGR_01050,41482,2026-08-21,1,18,0.06,89,89,89,500
daisomall,sale_rising,CTGR_01050,41504,2026-08-23,1,24,0.04,58,58,58,1000
daisomall,sale_rising,CTGR_01050,41511,2026-08-22,1,24,0.04,40,40,40,1000
daisomall,sale_rising,CTGR_01050,41608,2026-08-23,2,24,0.08,69,60,78,1500
daisomall,sale_rising,CTGR_01050,42854,2026-08-22,2,24,0.08,29.5,7,52,1000
daisomall,sale_rising,CTGR_01050,42854,2026-08-23,2,24,0.08,43,39,47,1000
daisomall,sale_rising,CTGR_01050,42855,2026-08-21,2,18,0.11,30,24,36,1000
daisomall,sale_rising,CTGR_01050,42855,2026-08-22,2,24,0.08,52.5,13,92,1000
daisomall,sale_rising,CTGR_01050,42855,2026-08-23,3,24,0.12,40.3,20,61,1000
daisomall,sale_rising,CTGR_01050,43374,2026-08-22,1,24,0.04,99,99,99,1000
daisomall,sale_rising,CTGR_01050,43374,2026-08-23,1,24,0.04,73,73,73,1000
daisomall,sale_rising,CTGR_01050,43379,2026-08-21,1,18,0.06,40,40,40,1000
daisomall,sale_rising,CTGR_01050,43379,2026-08-22,1,24,0.04,69,69,69,1000
daisomall,sale_rising,CTGR_01050,43379,2026-08-23,2,24,0.08,34,10,58,1000
daisomall,sale_rising,CTGR_01050,43379,2026-08-24,1,2,0.5,49,49,49,1000
daisomall,sale_rising,CTGR_01050,43429,2026-08-21,1,18,0.06,30,30,30,3000
daisomall,sale_rising,CTGR_01050,43429,2026-08-23,3,24,0.12,26,26,26,3000
daisomall,sale_rising,CTGR_01050,43528,2026-08-21,2,18,0.11,10.5,4,17,1000
daisomall,sale_rising,CTGR_01050,43528,2026-08-22,1,24,0.04,79,79,79,1000
daisomall,sale_rising,CTGR_01050,43528,2026-08-23,1,24,0.04,98,98,98,1000
daisomall,sale_rising,CTGR_01050,43528,2026-08-24,1,2,0.5,89,89,89,1000
daisomall,sale_rising,CTGR_01050,43856,2026-08-23,1,24,0.04,40,40,40,1000
daisomall,sale_rising,CTGR_01050,43859,2026-08-22,1,24,0.04,13,13,13,1000
daisomall,sale_rising,CTGR_01050,43859,2026-08-23,1,24,0.04,8,8,8,1000
daisomall,sale_rising,CTGR_01050,43861,2026-08-22,2,24,0.08,59,31,87,1000
daisomall,sale_rising,CTGR_01050,43865,2026-08-21,1,18,0.06,73,73,73,1000
daisomall,sale_rising,CTGR_01050,43865,2026-08-22,4,24,0.17,65.2,63,66,1000
daisomall,sale_rising,CTGR_01050,43865,2026-08-23,5,24,0.21,56.2,8,84,1000
daisomall,sale_rising,CTGR_01050,43865,2026-08-24,1,2,0.5,75,75,75,1000
daisomall,sale_rising,CTGR_01050,43867,2026-08-19,1,2,0.5,6,6,6,1000
daisomall,sale_rising,CTGR_01050,43870,2026-08-21,1,18,0.06,31,31,31,1000
daisomall,sale_rising,CTGR_01050,43870,2026-08-22,1,24,0.04,12,12,12,1000
daisomall,sale_rising,CTGR_01050,43870,2026-08-23,1,24,0.04,96,96,96,1000
daisomall,sale_rising,CTGR_01050,43874,2026-08-21,1,18,0.06,1,1,1,500
daisomall,sale_rising,CTGR_01050,44522,2026-08-22,3,24,0.12,92.3,77,100,3000
daisomall,sale_rising,CTGR_01050,44522,2026-08-23,1,24,0.04,60,60,60,3000
daisomall,sale_rising,CTGR_01050,44527,2026-08-21,2,18,0.11,77,62,92,1500
daisomall,sale_rising,CTGR_01050,44527,2026-08-22,1,24,0.04,77,77,77,1500
daisomall,sale_rising,CTGR_01050,44527,2026-08-23,1,24,0.04,57,57,57,1500
daisomall,sale_rising,CTGR_01050,44899,2026-08-22,1,24,0.04,83,83,83,500
daisomall,sale_rising,CTGR_01050,44950,2026-08-23,1,24,0.04,73,73,73,1000
daisomall,sale_rising,CTGR_01050,44953,2026-08-22,1,24,0.04,34,34,34,2000
daisomall,sale_rising,CTGR_01050,46867,2026-08-22,5,24,0.21,78.2,65,98,2000
daisomall,sale_rising,CTGR_01050,46954,2026-08-23,1,24,0.04,69,69,69,1000
daisomall,sale_rising,CTGR_01050,47038,2026-08-22,1,24,0.04,6,6,6,1000
daisomall,sale_rising,CTGR_01050,47676,2026-08-19,1,2,0.5,57,57,57,3000
daisomall,sale_rising,CTGR_01050,47749,2026-08-23,1,24,0.04,56,56,56,1000
daisomall,sale_rising,CTGR_01050,47752,2026-08-19,1,2,0.5,74,74,74,3000
daisomall,sale_rising,CTGR_01050,47752,2026-08-22,3,24,0.12,64,64,64,3000
daisomall,sale_rising,CTGR_01050,47814,2026-08-23,1,24,0.04,59,59,59,5000
daisomall,sale_rising,CTGR_01050,47936,2026-08-21,1,18,0.06,45,45,45,3000
daisomall,sale_rising,CTGR_01050,47937,2026-08-22,4,24,0.17,72.8,67,90,3000
daisomall,sale_rising,CTGR_01050,47943,2026-08-21,1,18,0.06,44,44,44,1000
daisomall,sale_rising,CTGR_01050,48372,2026-08-22,4,24,0.17,36.5,9,61,1000
daisomall,sale_rising,CTGR_01050,48387,2026-08-21,1,18,0.06,23,23,23,1000
daisomall,sale_rising,CTGR_01050,48387,2026-08-22,2,24,0.08,65.5,43,88,1000
daisomall,sale_rising,CTGR_01050,48387,2026-08-23,1,24,0.04,15,15,15,1000
daisomall,sale_rising,CTGR_01050,48634,2026-08-23,1,24,0.04,85,85,85,1000
daisomall,sale_rising,CTGR_01050,49057,2026-08-23,1,24,0.04,47,47,47,1000
daisomall,sale_rising,CTGR_01050,49058,2026-08-21,2,18,0.11,36.5,29,44,2000
daisomall,sale_rising,CTGR_01050,49058,2026-08-22,1,24,0.04,15,15,15,2000
daisomall,sale_rising,CTGR_01050,49058,2026-08-24,1,2,0.5,90,90,90,2000
daisomall,sale_rising,CTGR_01050,49512,2026-08-22,1,24,0.04,96,96,96,1000
daisomall,sale_rising,CTGR_01050,49513,2026-08-21,2,18,0.11,51,45,57,1000
daisomall,sale_rising,CTGR_01050,49513,2026-08-23,2,24,0.08,86.5,86,87,1000
daisomall,sale_rising,CTGR_01050,49856,2026-08-23,3,24,0.12,27,27,27,2000
daisomall,sale_rising,CTGR_01050,51425,2026-08-21,3,18,0.17,77.7,69,82,1000
daisomall,sale_rising,CTGR_01050,51425,2026-08-23,1,24,0.04,7,7,7,1000
daisomall,sale_rising,CTGR_01050,51427,2026-08-21,1,18,0.06,7,7,7,2000
daisomall,sale_rising,CTGR_01050,51427,2026-08-24,1,2,0.5,10,10,10,2000
daisomall,sale_rising,CTGR_01050,51714,2026-08-22,1,24,0.04,63,63,63,2000
daisomall,sale_rising,CTGR_01050,51714,2026-08-23,2,24,0.08,22,6,38,2000
daisomall,sale_rising,CTGR_01050,51727,2026-08-21,1,18,0.06,76,76,76,3000
daisomall,sale_rising,CTGR_01050,51727,2026-08-23,2,24,0.08,65,35,95,3000
daisomall,sale_rising,CTGR_01050,52809,2026-08-23,1,24,0.04,46,46,46,1000
daisomall,sale_rising,CTGR_01050,53202,2026-08-21,1,18,0.06,37,37,37,500
daisomall,sale_rising,CTGR_01050,53356,2026-08-19,1,2,0.5,35,35,35,1000
daisomall,sale_rising,CTGR_01050,53356,2026-08-20,1,1,1.0,33,33,33,1000
daisomall,sale_rising,CTGR_01050,53356,2026-08-22,1,24,0.04,10,10,10,1000
daisomall,sale_rising,CTGR_01050,53357,2026-08-22,1,24,0.04,11,11,11,1000
daisomall,sale_rising,CTGR_01050,53510,2026-08-23,1,24,0.04,76,76,76,2000
daisomall,sale_rising,CTGR_01050,53513,2026-08-22,3,24,0.12,14,14,14,1000
daisomall,sale_rising,CTGR_01050,54207,2026-08-22,1,24,0.04,72,72,72,5000
daisomall,sale_rising,CTGR_01050,54626,2026-08-21,2,18,0.11,54,46,62,2000
daisomall,sale_rising,CTGR_01050,54626,2026-08-22,1,24,0.04,87,87,87,2000
daisomall,sale_rising,CTGR_01050,54626,2026-08-23,1,24,0.04,41,41,41,2000
daisomall,sale_rising,CTGR_01050,55034,2026-08-21,1,18,0.06,6,6,6,500
daisomall,sale_rising,CTGR_01050,56564,2026-08-23,1,24,0.04,84,84,84,1000
daisomall,sale_rising,CTGR_01050,56651,2026-08-19,1,2,0.5,39,39,39,5000
daisomall,sale_rising,CTGR_01050,56651,2026-08-21,1,18,0.06,75,75,75,5000
daisomall,sale_rising,CTGR_01050,56651,2026-08-22,4,24,0.17,66,60,68,5000
daisomall,sale_rising,CTGR_01050,56651,2026-08-23,5,24,0.21,83.6,74,86,5000
daisomall,sale_rising,CTGR_01050,56850,2026-08-22,2,24,0.08,99,99,99,1000
daisomall,sale_rising,CTGR_01050,56850,2026-08-23,1,24,0.04,86,86,86,1000
daisomall,sale_rising,CTGR_01050,57101,2026-08-23,1,24,0.04,77,77,77,1500
daisomall,sale_rising,CTGR_01050,57177,2026-08-19,1,2,0.5,21,21,21,1000
daisomall,sale_rising,CTGR_01050,57177,2026-08-21,1,18,0.06,68,68,68,1000
daisomall,sale_rising,CTGR_01050,57177,2026-08-22,1,24,0.04,91,91,91,1000
daisomall,sale_rising,CTGR_01050,57177,2026-08-23,4,24,0.17,36.8,25,72,1000
daisomall,sale_rising,CTGR_01050,57178,2026-08-22,2,24,0.08,86.5,84,89,1000
daisomall,sale_rising,CTGR_01050,57218,2026-08-22,3,24,0.12,56.3,36,91,1000
daisomall,sale_rising,CTGR_01050,57218,2026-08-23,1,24,0.04,38,38,38,1000
daisomall,sale_rising,CTGR_01050,57694,2026-08-21,1,18,0.06,23,23,23,2000
daisomall,sale_rising,CTGR_01050,57694,2026-08-22,2,24,0.08,53.5,48,59,2000
daisomall,sale_rising,CTGR_01050,57694,2026-08-23,1,24,0.04,13,13,13,2000
daisomall,sale_rising,CTGR_01050,57695,2026-08-21,3,18,0.17,70,69,72,2000
daisomall,sale_rising,CTGR_01050,57695,2026-08-22,3,24,0.12,43.7,28,67,2000
daisomall,sale_rising,CTGR_01050,58363,2026-08-22,1,24,0.04,60,60,60,3000
daisomall,sale_rising,CTGR_01050,58363,2026-08-23,3,24,0.12,37,37,37,3000
daisomall,sale_rising,CTGR_01050,58366,2026-08-21,1,18,0.06,44,44,44,3000
daisomall,sale_rising,CTGR_01050,58366,2026-08-22,2,24,0.08,68,62,74,3000
daisomall,sale_rising,CTGR_01050,58596,2026-08-22,3,24,0.12,95,91,97,1000
daisomall,sale_rising,CTGR_01050,58596,2026-08-23,1,24,0.04,4,4,4,1000
daisomall,sale_rising,CTGR_01050,58597,2026-08-21,5,18,0.28,74,53,93,2000
daisomall,sale_rising,CTGR_01050,58597,2026-08-22,4,24,0.17,31.5,24,54,2000
daisomall,sale_rising,CTGR_01050,58597,2026-08-23,6,24,0.25,34,8,94,2000
daisomall,sale_rising,CTGR_01050,58600,2026-08-22,1,24,0.04,63,63,63,1000
daisomall,sale_rising,CTGR_01050,58703,2026-08-21,2,18,0.11,30.5,24,37,2000
daisomall,sale_rising,CTGR_01050,58703,2026-08-23,3,24,0.12,36,36,36,2000
daisomall,sale_rising,CTGR_01050,58774,2026-08-23,1,24,0.04,79,79,79,2000
daisomall,sale_rising,CTGR_01050,58775,2026-08-23,2,24,0.08,45,26,64,2000
daisomall,sale_rising,CTGR_01050,58776,2026-08-23,1,24,0.04,10,10,10,2000
daisomall,sale_rising,CTGR_01050,58782,2026-08-21,1,18,0.06,48,48,48,3000
daisomall,sale_rising,CTGR_01050,58782,2026-08-22,1,24,0.04,88,88,88,3000
daisomall,sale_rising,CTGR_01050,58831,2026-08-22,1,24,0.04,24,24,24,2000
daisomall,sale_rising,CTGR_01050,59131,2026-08-21,2,18,0.11,29,29,29,1000
daisomall,sale_rising,CTGR_01050,59131,2026-08-23,1,24,0.04,42,42,42,1000
daisomall,sale_rising,CTGR_01050,59136,2026-08-21,1,18,0.06,74,74,74,2000
daisomall,sale_rising,CTGR_01050,59136,2026-08-22,2,24,0.08,58.5,37,80,2000
daisomall,sale_rising,CTGR_01050,59379,2026-08-22,1,24,0.04,62,62,62,3000
daisomall,sale_rising,CTGR_01050,60379,2026-08-22,1,24,0.04,66,66,66,1000
daisomall,sale_rising,CTGR_01050,60379,2026-08-23,1,24,0.04,5,5,5,1000
daisomall,sale_rising,CTGR_01050,60691,2026-08-21,1,18,0.06,80,80,80,1000
daisomall,sale_rising,CTGR_01050,60691,2026-08-23,1,24,0.04,100,100,100,1000
daisomall,sale_rising,CTGR_01050,60693,2026-08-21,1,18,0.06,10,10,10,1500
daisomall,sale_rising,CTGR_01050,60693,2026-08-23,2,24,0.08,65.5,62,69,1500
daisomall,sale_rising,CTGR_01050,60694,2026-08-21,1,18,0.06,78,78,78,1500
daisomall,sale_rising,CTGR_01050,60722,2026-08-22,1,24,0.04,93,93,93,3000
daisomall,sale_rising,CTGR_01050,60723,2026-08-21,1,18,0.06,22,22,22,2000
daisomall,sale_rising,CTGR_01050,60728,2026-08-21,1,18,0.06,46,46,46,3000
daisomall,sale_rising,CTGR_01050,60728,2026-08-22,1,24,0.04,85,85,85,3000
daisomall,sale_rising,CTGR_01050,60728,2026-08-23,1,24,0.04,65,65,65,3000
daisomall,sale_rising,CTGR_01050,60729,2026-08-19,1,2,0.5,28,28,28,3000
daisomall,sale_rising,CTGR_01050,60729,2026-08-22,1,24,0.04,61,61,61,3000
daisomall,sale_rising,CTGR_01050,60743,2026-08-21,2,18,0.11,87,74,100,5000
daisomall,sale_rising,CTGR_01050,60743,2026-08-22,4,24,0.17,74.2,59,90,5000
daisomall,sale_rising,CTGR_01050,60743,2026-08-23,5,24,0.21,59.4,30,79,5000
daisomall,sale_rising,CTGR_01050,60743,2026-08-24,1,2,0.5,92,92,92,5000
daisomall,sale_rising,CTGR_01050,60883,2026-08-22,1,24,0.04,85,85,85,1000
daisomall,sale_rising,CTGR_01050,60905,2026-08-22,1,24,0.04,36,36,36,2000
daisomall,sale_rising,CTGR_01050,60906,2026-08-21,2,18,0.11,9,9,9,1000
daisomall,sale_rising,CTGR_01050,60907,2026-08-22,1,24,0.04,88,88,88,3000
daisomall,sale_rising,CTGR_01050,61053,2026-08-19,1,2,0.5,27,27,27,1000
daisomall,sale_rising,CTGR_01050,61053,2026-08-22,1,24,0.04,2,2,2,1000
daisomall,sale_rising,CTGR_01050,61053,2026-08-23,1,24,0.04,16,16,16,1000
daisomall,sale_rising,CTGR_01050,61055,2026-08-21,2,18,0.11,10,10,10,2000
daisomall,sale_rising,CTGR_01050,61057,2026-08-23,1,24,0.04,87,87,87,1500
daisomall,sale_rising,CTGR_01050,61260,2026-08-22,3,24,0.12,34.3,25,39,1000
daisomall,sale_rising,CTGR_01050,61627,2026-08-22,1,24,0.04,63,63,63,5000
daisomall,sale_rising,CTGR_01050,61629,2026-08-21,1,18,0.06,98,98,98,1000
daisomall,sale_rising,CTGR_01050,61629,2026-08-22,1,24,0.04,65,65,65,1000
daisomall,sale_rising,CTGR_01050,61629,2026-08-23,3,24,0.12,19,19,19,1000
daisomall,sale_rising,CTGR_01050,61630,2026-08-21,2,18,0.11,5.5,4,7,1000
daisomall,sale_rising,CTGR_01050,61630,2026-08-23,1,24,0.04,43,43,43,1000
daisomall,sale_rising,CTGR_01050,61773,2026-08-22,1,24,0.04,22,22,22,1000
daisomall,sale_rising,CTGR_01050,61773,2026-08-23,2,24,0.08,60,40,80,1000
daisomall,sale_rising,CTGR_01050,62578,2026-08-23,4,24,0.17,65,36,99,1000
daisomall,sale_rising,CTGR_01050,62817,2026-08-21,2,18,0.11,64,64,64,3000
daisomall,sale_rising,CTGR_01050,62817,2026-08-23,3,24,0.12,59.3,31,91,3000
daisomall,sale_rising,CTGR_01050,65059,2026-08-21,2,18,0.11,55.5,38,73,1000
daisomall,sale_rising,CTGR_01050,65059,2026-08-23,1,24,0.04,62,62,62,1000
daisomall,sale_rising,CTGR_01050,65130,2026-08-23,1,24,0.04,7,7,7,2000
daisomall,sale_rising,CTGR_01050,66170,2026-08-21,1,18,0.06,72,72,72,1000
daisomall,sale_rising,CTGR_01050,66170,2026-08-22,1,24,0.04,96,96,96,1000
daisomall,sale_rising,CTGR_01050,66170,2026-08-23,1,24,0.04,38,38,38,1000
daisomall,sale_rising,CTGR_01050,66175,2026-08-21,2,18,0.11,9,9,9,1000
daisomall,sale_rising,CTGR_01050,66178,2026-08-21,1,18,0.06,65,65,65,1000
daisomall,sale_rising,CTGR_01050,66332,2026-08-21,3,18,0.17,77,63,84,2000
daisomall,sale_rising,CTGR_01050,66332,2026-08-22,1,24,0.04,35,35,35,2000
daisomall,sale_rising,CTGR_01050,66333,2026-08-22,2,24,0.08,12,12,12,2000
daisomall,sale_rising,CTGR_01050,66333,2026-08-23,4,24,0.17,44.5,7,99,2000
daisomall,sale_rising,CTGR_01050,66392,2026-08-22,1,24,0.04,92,92,92,1000
daisomall,sale_rising,CTGR_01050,66916,2026-08-21,1,18,0.06,49,49,49,3000
daisomall,sale_rising,CTGR_01050,66916,2026-08-23,1,24,0.04,44,44,44,3000
daisomall,sale_rising,CTGR_01050,67128,2026-08-21,3,18,0.17,45.7,21,58,1000
daisomall,sale_rising,CTGR_01050,67129,2026-08-21,1,18,0.06,18,18,18,1000
daisomall,sale_rising,CTGR_01050,67129,2026-08-22,1,24,0.04,34,34,34,1000
daisomall,sale_rising,CTGR_01050,67851,2026-08-21,1,18,0.06,10,10,10,1000
daisomall,sale_rising,CTGR_01050,67851,2026-08-22,1,24,0.04,20,20,20,1000
daisomall,sale_rising,CTGR_01050,67853,2026-08-21,1,18,0.06,72,72,72,1000
daisomall,sale_rising,CTGR_01050,67853,2026-08-22,2,24,0.08,58.5,20,97,1000
daisomall,sale_rising,CTGR_01050,68868,2026-08-21,1,18,0.06,35,35,35,5000
daisomall,sale_rising,CTGR_01050,68868,2026-08-22,1,24,0.04,95,95,95,5000
daisomall,sale_rising,CTGR_01050,69034,2026-08-19,1,2,0.5,75,75,75,1000
daisomall,sale_rising,CTGR_01050,69034,2026-08-22,1,24,0.04,12,12,12,1000
daisomall,sale_rising,CTGR_01050,69034,2026-08-23,1,24,0.04,48,48,48,1000
daisomall,sale_rising,CTGR_01050,69036,2026-08-19,1,2,0.5,28,28,28,1000
