kind,key,mentions,likes,like_per_mention,months_present,first,last,videos,channels,max_like,shape,example,example2,example2_like
format×attr,마스크팩 × 세트/단품 구성,1,0,0.0,1,2026-01,2026-01,1,1,0,thin,온리 황치즈 묶음팩도 만들어주세요ㅠㅠㅠㅠㅠ,온리 황치즈 묶음팩도 만들어주세요ㅠㅠㅠㅠㅠ,0
format,쿠션,62,458,7.4,12,2022-08,2026-08,42,16,251,broad,"언니 직장인트루버를 위해서 어느정도 커버력있으면서 아침에 30초만에 바르고 나갈 수 있는 휘뚤마뚤 수부지 쿠션 없을까효,,,,, 잠을 선택하고 화장을 포기하는 트루버는 나밖에 없는것....?",저때 에뛰드 컨셉 지금 나왔으면 인기몰이 했을듯?지금은 갸루&양산형 인기라서...저때도 디자인 진짜 예쁜거 많이 나왔었고(마카롱같은 쿠션케이스&스윗레시피 라인)이전에 나온 박신혜가 모델이었을때 VIP립스틱이랑 큐피드립스틱 케이스 안나수이랑 비슷해서 진짜 좋아했었는데...왜 이렇게 됐을까,68
format,선크림,57,205,3.6,10,2024-08,2026-08,45,18,43,broad,베이지색 파데프리 선크림도 출시 되었으면 좋겠어요.,바디 선크림도 만들어주세요 ~~,41
format,립틴트/립스틱,53,311,5.9,8,2021-08,2026-08,25,13,58,broad,올해는 블러틴트 마니 나왔으면 좋겠어요,매트립도 다양하게 나왔으면 좋겠어요 ㅠㅠㅠ,52
format,에센스/세럼/앰플,51,71,1.4,10,2025-08,2026-08,41,13,28,broad,레이어랩 기미색소 세럼 아침저녁으로 쓰는데요 50ml도 있으면 좋을거같아요,가벼운 세럼이 따로 나오지는 않지요??,6
format,세트/기획,48,2576,53.7,12,2024-08,2026-08,39,19,2300,broad,아이돌도 이지리스닝이 있으면 하드리스닝이 있듯이 화장품 패키지도 미니멀이 있으면 그반대도 있었으면,3월에 출시하실 레티놀은 혹시 샘플지를 한두개 넣어서 판매해주실 의향은 없을까요ㅠ?,59
format,크림,39,64,1.6,12,2020-08,2026-08,32,14,11,broad,트루션 크림도 잘 쓰고 있는데 이번거도 빨리 나오면 좋겠습니다,판테놀 크림 미국에도 하루빨리 출시 부탁드립니다.,8
format,프라이머/베이스,29,115,4.0,8,2025-08,2026-08,19,12,45,thin,베이스메이크업 제품 컬러가 다양하게 나와서 피부톤 자체는 밝게화장하는 사람들이 많이 줄었음 그대신 메이크업샵도 쿨병걸려서 다,롬앤 말린 메밀꽃 팔레트에 있는 베이스 섀도우 소프트위트 컬러가 싱글 섀도우로 출시됐으면 좋겠어요!,23
format,토너/스킨,28,397,14.2,10,2025-08,2026-08,27,16,140,persistent,버블토너가 그렇게 좋으면 아모레 lg생건 로레알도 만들지..,스킨수티컬즈 특허 끝났는데 똑같이 얼른 카피 제품들이 저렴하게 얼른 많이 나왔으면 좋겠네요.,103
format,마스크팩,25,27,1.1,9,2025-08,2026-08,22,11,8,persistent,팩클렌저 개인적으로 튜브타입으로 나와줬으면 좋겠음 ㅜㅜㅜ,잘 쓰고 있어어요🤍 레이어랩 팩도 출시해주시면 너무 좋을 것 같아용:),5
format,아이섀도우,23,3304,143.7,10,2021-08,2026-08,13,7,3100,persistent,기한 지킬 수 있게 섀도우 이런거 작게 만들고 가격도 낮춰주면 좋겠다ㅠㅠㅠㅠ,제발 한국에서도 이런 딥 팔레트 많이 나왔으면 좋겠어요🤎,101
format,클렌징,23,94,4.1,6,2025-08,2026-07,18,8,32,thin,덕분에 피부 좋아졌단 이야길 들어요ㅎㅎ클렌징 제품도 좀 만들어주세요,"제이나님,, 클렌징 밀크랑 클렌징 오일두 출시해주세요~!!",23
format,바디,21,151,7.2,7,2024-08,2026-08,17,9,106,thin,혹시 바디 제품도 출시할 계획이 있으신가요?,무조건 믿고 기다립니다!!(바디크림은 꼭 출시 부탁드려요ㅜ),26
format,파운데이션,18,56,3.1,9,2019-08,2026-08,15,11,39,persistent,아멜리 제발 쿨쓰루쓰루 파데 좀 다시 만들어주세요..,테스트 해볼 겸 하나만 샀는데 제발 파운데이션 용량으로 출시해주세요,4
format,샴푸/린스/트리트먼트,17,131,7.7,5,2024-08,2026-06,11,7,39,thin,성분좋은 샴푸 린스 바디워시 요런제품도 만들어주시면   좋을것같아요❤,만약에 이거 잘 되면 물 들어올 때 노 젓는 마음으로 두피 토닉도 같이 나오면 좋겠어요.,33
format,이너뷰티,16,37,2.3,6,2025-08,2026-08,16,6,23,thin,비타민C도 작은용량 있으면 좋겠어요.,순수비타민 너무 좋은데 30ml말고 15ml로 나왔으면 좋겠어요 ^^,5
format,툴/소품,15,627,41.8,9,2023-08,2026-08,14,9,534,narrow-strong,케이스 누가 디자인하셨는지 케이스 바꿔서 다시 나와야돼요,퍼프도 개별판매 해주시는 만큼 나중에 리필만 개별판매도 열어주세요,52
format,블러셔,15,149,9.9,6,2025-11,2026-08,8,5,70,thin,블러셔 인기 많아지면 제발 <스마일리샌드> 컬러도 부활시켜주세요,제발 맑게물든선샤인치크 7호 요거트얌얌해 재출시해주세요…… 비슷한 색상은 많지만 요거트얌얌해만의 페일한 요거트핑크 색은 없어요😭😭😭,41
format,미스트,13,41,3.2,5,2025-08,2026-08,9,6,10,thin,미스트 빨리 나왔으면 좋겠다,미스트도 만들어주면 좋겟다요,8
format,선스틱,11,132,12.0,2,2024-08,2026-07,7,3,97,narrow-strong,무기자차 선스틱은 없나요ㅠ?,파이님 선스틱도 만들어주세요ㅠㅠㅠ제발요오…..,19
format,파우더,11,19,1.7,6,2025-12,2026-08,7,5,16,thin,레몬 파우더 정식 출시 제발..🙏🏻,근데 한국에도 스킨케어하고 쓸 수 있는 파우더가 나온대!!,2
format,선쿠션,9,44,4.9,6,2024-08,2026-05,7,3,15,thin,선쿠션도 만들어줘요 ❤❤,더파이 선쿠션도 만들어주세용!,12
format,아이라이너/마스카라/브로우,6,13,2.2,2,2021-08,2026-02,4,4,9,thin,에뛰드 파워래쉬 속눈썹 세럼 블랙도 나왔으면 좋겠어요!!!,저땐 에뛰드에 마스카라 안 팔았었나?,3
format,하이라이터/쉐이딩,6,5,0.8,3,2026-01,2026-08,3,3,3,thin,총알 모양 립스틱으로 SNS에서 잠시 보였었던 k-브랜드인데 하이라이터도 출시했었더라구요!!,5구 쉐딩 하이라이터 색상 단독출시 원해요,1
format,헤어스타일링,5,77,15.4,2,2024-08,2026-06,3,3,61,narrow-strong,물론 출시 당시에는 마이너해서 단종 할 수 밖에 없었다지만 요즘같은 대 모카무스 시대에 반드시 다시 출시해야한다고 생각합니다.,새치염색도 좀 색 이쁘게 잘나오면 좋겠어요.,14
format,뷰티디바이스,4,57,14.2,1,2025-08,2026-04,4,4,57,narrow-strong,아기기니 노마님 진차 귀여우시다•• 롱폼도 많이 만들어주세요🥹👼🏻,톰이 그렇게 좋은가했는데 기기도 만들고 찬스님이 광고도 한다고?,0
format,향수,4,5,1.2,3,2025-08,2026-07,4,4,3,thin,언젠가 뵙게되면 천연향으로 자신에게 맞는 룸스프레이도 만들어드리고 오일을 섭취하고 바르고 피부에 좋은 오일들등등 ..,제발 로에베 토마토 향수도 나왔으면 좋겠어요~제이나님과 같은 취향이 많았는데 로에베까지!!,2
format,컨실러,4,3,0.8,3,2025-08,2026-03,4,4,2,thin,혹시 쓰신 컨실러와 비슷한 컨실러는 없을까요?ㅠㅠ,전21호 옐로톤 여뮤인데 브랜컬러도 좀 밝아서 한 단계 어두운 컬러 만들어주심 좋을 것 같아요🥹 커버력은 중하라 두번 스파출라로 얇게 덧발라서 퍼프로 두들기면 꽤나 괜찮고 나머지는 컨실러로 스팟커버해주면 좋아요.,1
format,올인원,3,7,2.3,3,2025-11,2026-05,3,2,4,thin,제이나님 남자 올인원이나 포맨 라인도 만들어주세요!,올인원 마사지만 숏츠로 만들어주세요🩷,3
format,필링/스크럽,3,2,0.7,2,2025-08,2026-04,3,3,2,thin,헐 건성인데 맨날 각질나오길래 각질제거템만 썼었는데 그게 건조해서 그런거라니....,근데 건조 각질이 많아서  그거  보안해서 나오면 좋겠네요,0
format,로션/에멀전,3,1,0.3,1,2025-08,2026-08,3,3,1,thin,아이가 쓸만한 로션 없을까요?,워낙에 다르긴 하지만 모낭염은 습한 환경을 만들어주지 않는 게 되게 중요하다고 의사 쌤이 모낭염 심할 때 연고랑 로션 하나 정도만 바르라고 했었어요,0
format,아이크림,1,105,105.0,1,2026-03,2026-03,1,1,105,narrow-strong,확실히 일본은 베스트 제품이 단종되지 않고 오래 나오는거 같아요 ipsa 소피나 두유 이소플라본 아이크림 ...모두 저 대학생때부터 유명했고 제가  25년전 일본 처음 갔을때부터 샀었던 제품들이에요 ^^  그땐 일본화장품이 아주 유명했고  드럭상품이던 백화점 제품이건 한국제품과는 퀄 이,확실히 일본은 베스트 제품이 단종되지 않고 오래 나오는거 같아요 ipsa 소피나 두유 이소플라본 아이크림 ...모두 저 대학생때부터 유명했고 제가  25년전 일본 처음 갔을때부터 샀었던 제품들이에요 ^^  그땐 일본화장품이 아주 유명했고  드럭상품이던 백화점 제품이건 한국제품과는 퀄 이,105
format,데오,1,4,4.0,1,2026-04,2026-04,1,1,4,thin,언니 데오드란트 가렵거나 그런거 없나요?,언니 데오드란트 가렵거나 그런거 없나요?,4
format,네일,1,0,0.0,1,2026-01,2026-01,1,1,0,thin,롬앤에서 립색이랑 똑같이 해서 네일도 나오면 재밌으면서 너무 좋을것 같아요❤ 부탁드립니다❤,롬앤에서 립색이랑 똑같이 해서 네일도 나오면 재밌으면서 너무 좋을것 같아요❤ 부탁드립니다❤,0
format,메이크업픽서,1,0,0.0,1,2026-02,2026-02,1,1,0,thin,"듀이핏이랑 픽서 너무너무 사고싶은데,, 맨날 품절중이긔,, 정샘물님 힘내셔서 재고내주세요😂","듀이핏이랑 픽서 너무너무 사고싶은데,, 맨날 품절중이긔,, 정샘물님 힘내셔서 재고내주세요😂",0
format,핸드크림,1,0,0.0,0,2025-08,2025-08,1,1,0,thin,핸드크림도 부탁드려요❤ 지성이 쓸 수있는 핸드크림 없을까요ㅜㅠ,핸드크림도 부탁드려요❤ 지성이 쓸 수있는 핸드크림 없을까요ㅜㅠ,0
attribute,색상/호수 확장,165,1392,8.4,12,2024-08,2026-08,80,23,138,broad,페리페라의 역작 앳지누드… 재출시해주세요ㅠㅠ,전 다써봤는데 이번에 헤라cc바르고 감격했어여 제가찾던 발림성 커버력 색상ㅎㅎ나스는 너무 매트하고 안가려지고 디어달리아는 왜케 빨리 무너지던지..헤라 진짜 열일했더라구여 단종되면 안되여!!!ㅜㅜ진짜 널리널리 알려야해영ㅋㅋ❤,128
attribute,단종/재출시,102,1973,19.3,12,2016-08,2026-08,71,35,494,broad,제발 단종시키지마세요....,달방아 콩콩해 단종 절대 안됩니다...,245
attribute,제형(스틱/쿠션/젤/밤/스프레이),80,363,4.5,12,2022-08,2026-08,62,22,87,broad,피지연화제 제품 만드는 회사들은 액체로만 팔지말고 토너패드 제형에 뒷부분은 플라스틱으로 해서 밴드 붙이는 것 처럼 한번에 붙이고 뗄 수 있는 제품 만들면 좋겠네요.,저때 에뛰드 컨셉 지금 나왔으면 인기몰이 했을듯?지금은 갸루&양산형 인기라서...저때도 디자인 진짜 예쁜거 많이 나왔었고(마카롱같은 쿠션케이스&스윗레시피 라인)이전에 나온 박신혜가 모델이었을때 VIP립스틱이랑 큐피드립스틱 케이스 안나수이랑 비슷해서 진짜 좋아했었는데...왜 이렇게 됐을까,68
attribute,국내출시/입점/유통,75,442,5.9,10,2023-08,2026-08,66,34,112,broad,이니스프리랑 에뛰드는 한국에서도 줄줄 폐업 중이죠 ㅎ...,제발 한국에서도 이런 딥 팔레트 많이 나왔으면 좋겠어요🤎,101
attribute,대용량,41,879,21.4,10,2024-08,2026-08,31,13,731,broad,그럼 작은 용량 좀 만들어라!!!!ㅜㅠㅠㅠㅠㅠ,대량으로 만드셔서 단가좀 낮춰주시고 용량좀 넉넉하게 출시해주세용ㅜㅜㅜ,55
attribute,가격/가성비,39,4012,102.9,12,2020-08,2026-08,39,21,3100,broad,기한 지킬 수 있게 섀도우 이런거 작게 만들고 가격도 낮춰주면 좋겠다ㅠㅠㅠㅠ,피몽쉐 가격만 개비싸지 별거없네 가격 내려라,281
attribute,세트/단품 구성,39,178,4.6,11,2024-08,2026-08,35,19,74,broad,왕관괄사도 따로팔아주세요!!!!!,단품 옵션 없어서 아쉬워요 ㅠㅠ,34
attribute,지성/건성,31,321,10.4,11,2025-08,2026-08,28,12,251,broad,"언니 직장인트루버를 위해서 어느정도 커버력있으면서 아침에 30초만에 바르고 나갈 수 있는 휘뚤마뚤 수부지 쿠션 없을까효,,,,, 잠을 선택하고 화장을 포기하는 트루버는 나밖에 없는것....?",레이어랩 지성용 라인은 안나오겟죠?….,14
attribute,용기/패키지,25,2909,116.4,10,2023-08,2026-07,23,16,2300,persistent,아이돌도 이지리스닝이 있으면 하드리스닝이 있듯이 화장품 패키지도 미니멀이 있으면 그반대도 있었으면,케이스 누가 디자인하셨는지 케이스 바꿔서 다시 나와야돼요,534
attribute,소용량/미니/휴대,24,388,16.2,9,2023-08,2026-08,19,9,176,persistent,ㄹㅇ 화장품 브랜드들 여행용 사이즈를 돈주고 팔았으면 좋겠음..,더 소용량을 만들어내야 함 리필용도 따로 내고,58
attribute,무기자차/유기자차,23,132,5.7,7,2024-08,2026-08,17,10,97,thin,무기자차 선스틱은 없나요ㅠ?,무기자차 선크림 좀 많이 출시해주면 좋겠어요.,12
attribute,기능(지속/커버/보습/미백 등),20,59,3.0,7,2025-08,2026-08,17,9,14,thin,새치염색도 좀 색 이쁘게 잘나오면 좋겠어요.,제발 쪼끔더 지속력있는 피토로 만들어주세요 ㅠㅠㅠ,11
attribute,리필,16,58,3.6,7,2024-08,2026-08,16,10,52,thin,퍼프도 개별판매 해주시는 만큼 나중에 리필만 개별판매도 열어주세요,파인피토뮤신 세럼 쿠션은 본품만 있던데 리필도 출시되면 좋겠습니다!!,2
attribute,향,12,122,10.2,5,2025-08,2026-08,11,6,59,narrow-strong,3월에 출시하실 레티놀은 혹시 샘플지를 한두개 넣어서 판매해주실 의향은 없을까요ㅠ?,환경에도 뭔가 좋은영향을 주는 레이어랩만의 아이디어가 나오길 간절히 간절히 기다려봅니다!,34
attribute,순함/민감/임산부/아기,11,107,9.7,7,2025-08,2026-08,11,6,57,thin,아기기니 노마님 진차 귀여우시다•• 롱폼도 많이 만들어주세요🥹👼🏻,민감피부에도 너무 잘맞고 그냥 만능라인 절대 단종되면 안되는 평생 무덤템입니다,16
attribute,톤업,9,115,12.8,5,2025-08,2026-07,8,7,91,narrow-strong,백화점 톤업선도..만들어주세요ㅜㅜ,"안답답하고(최고중요) 톤보정되는 선크림, 톤업크림 컨첸츠 만들어 주시면 너무 감사할거 같아여 👉🏻❤👈🏻",9
attribute,무향,9,26,2.9,6,2025-12,2026-08,9,9,22,thin,"민감 극건성이라 애기때부터 화장품이나 성분에 관심 많았는데, 90년대부터 아이오페 레티놀 2500 있았던 기억이...무향의 무실리콘 수분베이스 세럼으로 만들어주면 얼마나 좋을까",쌤~~주름보톡스 제오민 맞고나서 얼마 뒤에 온다리프팅 받아야 보톡스에 영향 없을까요??,3
attribute,계절/기후,9,11,1.2,6,2025-08,2026-08,9,8,5,thin,아워글라스 매트밤 출시되면 사려고 대기타고 있어용❤ 여름에는 오히려 매트가 좋더라구요,혹시 여름에 사용하면 좋을 끈적임없는 토너 없을까요?,2
attribute,비건/클린/성분,7,41,5.9,4,2025-08,2026-02,6,5,24,thin,"입슬 너무 건조하게 하는 성분 빼서 재출시했으면,, 그리고 올..",언니 제발 자외선 팔토시 제품 만들어주세요… 햇빛 알러지때문에 괴로운데 제품 너무 안이뻐서 이걸 써야햇나 싶었거든요😢,15
attribute,남성용,7,29,4.1,2,2024-08,2026-04,6,4,10,thin,남성용 화장품도 출시되면 좋겠습니당 ㅎㅎ,올영직원분도 같은 브랜드 다른 라인으로 남성거 따로나오면 상술이고 그냥 원래 게 더 좋다고 그거쓰라고 남고객들에게 권하는데 남자들이 굳이 남성라인 고른댔음 선택폭 안 좁히셔도 됩니다,9
attribute,부위(목/바디/두피/눈가),6,37,6.2,4,2024-08,2026-08,6,6,33,thin,만약에 이거 잘 되면 물 들어올 때 노 젓는 마음으로 두피 토닉도 같이 나오면 좋겠어요.,바디용으로 나온 선크림은 따로 없나요?,2
attribute,워터프루프,2,0,0.0,0,2025-08,2025-08,2,1,0,thin,그리고 워터프루프 선크림도 출시할 계획이 있나요?,워터프루프도 만들어주세용,0
brand,레이어랩,43,158,3.7,8,2025-08,2026-07,30,1,34,thin,환경에도 뭔가 좋은영향을 주는 레이어랩만의 아이디어가 나오길 간절히 간절히 기다려봅니다!,레이어랩 기미색소 세럼 아침저녁으로 쓰는데요 50ml도 있으면 좋을거같아요,28
brand,롬앤,40,71,1.8,3,2026-01,2026-07,4,4,23,thin,롬앤 말린 메밀꽃 팔레트에 있는 베이스 섀도우 소프트위트 컬러가 싱글 섀도우로 출시됐으면 좋겠어요!,비비 요새 유행인데 롬앤 버전의 비비도 나오면 좋겠어요~,15
brand,다이소,13,144,11.1,6,2025-10,2026-08,12,10,129,narrow-strong,다이소 빨리 집이랑 차도 내주세요,전 다이소 떡솝 되게 잘 맞아서 쟁여놨어용 잘맞는 사람 있는데 만들지 말라하시면...😢😢😢 전 잘써서 단종되면 안됩니다,6
brand,올리브영,10,7,0.7,6,2025-08,2026-07,10,9,3,thin,올리브영에도 나왔음 좋겠다,올리브영에 출시되면 좋겠어요❤❤,2
brand,페리페라,9,206,22.9,5,2025-10,2026-06,4,3,138,narrow-strong,페리페라의 역작 앳지누드… 재출시해주세요ㅠㅠ,페리페라는 당장 엣지누드 힙생힙사를 재출시 하라,27
brand,디파,8,21,2.6,5,2024-08,2026-06,8,1,7,thin,기업콜라보말고 제발 자체브랜드로 디파님 제품내주세요 ㅜㅜ,디파님이 다시 만들어 주시면 좋겠네요ㅠㅠ,6
