comment_id,video_id,published_at,like_count,class,brand,format,attribute,text
UgyARbHin0Dj_E7hRKR4AaABAg,NZ1a_GIZea8,2026-02-23,6,b,,,,"너무 예쁨 19:09 나중에 헤어밴드한 버전도 보여주셔요,.♡"
UgxI_0MHCJW65Cumij54AaABAg,NZ1a_GIZea8,2026-02-23,2,b,,,색상/호수 확장,왕…이거 데일리 천사 메이크업 아닌가요…내년 컬러가 초록색이더라도 꼭 해주세요..🫶🏻🤍
UgwUrYHc5ZKCt4DNg5Z4AaABAg,NZ1a_GIZea8,2026-02-23,2,b,,,,언니 옛날 메이크업 다시 한번만 해주면 안대…?
Ugx8LHeqLxlKQV4cPqx4AaABAg,NZ1a_GIZea8,2026-02-23,4,b,,,,엉니 증명사진 메컵과 사뭇 다른 여권 메이크업 영상도 찍어주실 수 있나요🥺
UgxkOqY8v956V2TP8zx4AaABAg,NZ1a_GIZea8,2026-03-23,3,b,,,,봄 다가오는데 새학기나 벗꽃 메이크업 해주세요!!
Ugxv5e4lTpWkuLbACc54AaABAg,NZ1a_GIZea8,2026-02-23,3,b,,,,핑잘봄 메이크업도 해주세요
UgzWzxQJYHdEj5moQU54AaABAg,NZ1a_GIZea8,2026-03-23,4,b,어바웃톤,쿠션;프라이머/베이스,,어바웃톤 쿠션 쓰는데 얘만 쓰면 그렇게 떠요… 혹시 베이스 꿀팁 영상도 한 번 올려주실 수 있을까여??
UgyqsaoQqPWUSMoldNV4AaABAg,N3Y7CZAbf3g,2026-05-22,2,b,,,,화장품 성분 궁합도 한번 해주시면 좋을거 같아요❤
Ugzo2-2SM-OEOVmyC454AaABAg,EZ47CST5-IA,2025-11-23,0,b,퓌,,,퓌 이번 시리즈 한국에 온고잉해줬으면 하는 바람이에요 ㅠㅠ
UgzHCJ2_VuI4sA4jz7h4AaABAg,N3Y7CZAbf3g,2026-05-22,1,b,,,,선생님 보실지는 모르겠지만 포텐자에 대해서 영상 찍어주실수있으신가요?
UgzOReN3z2H_x8o4zKJ4AaABAg,N3Y7CZAbf3g,2026-05-22,1,b,아모레,클렌징,,아모레퍼시픽 제품 에스트라아토베리어365 포밍클렌저 제품의 PH도 좀 가르쳐주세요
UgwpeG60Xe044lrFW1x4AaABAg,N3Y7CZAbf3g,2026-05-22,6,b,,,부위(목/바디/두피/눈가),등드름도 연고 알려주세요
UgzkTYs3G59XMyVLVbN4AaABAg,N3Y7CZAbf3g,2026-05-22,0,b,,,비건/클린/성분,데였을때 바로 발라주면 물집같은거 안생기고 먼지 알레르기 있는 옆사람 그때 발라주면 가려움도덜하고해서 전 항상 구비해둬요.
UgyntYbYych8KsOtuYF4AaABAg,N3Y7CZAbf3g,2026-05-22,23,b,,,,편평사마귀 비립종 없애는 법 알려주세요^^
UgyGhKHa3QnbROU534J4AaABAg,N3Y7CZAbf3g,2026-05-22,26,b,,,,원장님 비립종 없에는 방법좀가르켜주세요ㅜ
UgzmCwyxGWQE53Q9zsx4AaABAg,N3Y7CZAbf3g,2026-05-22,0,b,,,,알려주세요.
UgybYsi6j7eENRLgk6F4AaABAg,C7Su0pDuUDw,2026-03-22,1,b,,,,마켓이나 방송하시면 꼭 인스타 스토리에 공지해주세요💟✨
UgxHSemX2Mem-a24rkN4AaABAg.A_M-fTDjsyIA_OuAC9tm3n,YKOqKu6vSz4,2026-08-13,1,b,,로션/에멀전,,"그리고 매일 성장판 자극하는 운동 30분씩 하고, 근완충로션 매일 발라주면서 성장판 자극 마사지 해줬어요."
UgzIDx0CT5MQeVuBvhx4AaABAg.AVhnta9NbPcAVm1wPJix5n,YKOqKu6vSz4,2026-04-22,2,b,,,,영상간간히 올려주십쇼
UgxaI7iWHmaB-__vvqV4AaABAg,YKOqKu6vSz4,2026-05-22,2,b,,,,꼭 답변 부탁드립니다.
Ugyt6dwF1OUMzv9RxV94AaABAg.AW4_09C8-UTAXcsL3zgE7a,YKOqKu6vSz4,2026-06-22,1,b,,,제형(스틱/쿠션/젤/밤/스프레이);용기/패키지,형님 유튜브도 키수술관련한 지식이랑 해서 알려주시면 안되나요?//?
Ugxz2dZKEh5s4_vzd4J4AaABAg,WXW3dWSE0WU,2026-06-22,0,b,,,,세가지 화장품 알려주셔용~~친정엄마랑 열심히 관리해보고 싶어요
UgxPROlBRJV7ADSM4rd4AaABAg,4QmS7-UQ6qU,2026-06-23,0,b,,,,귀테이프 정보 궁금해요🩵
Ugw2UIIytTd4VEx0ebt4AaABAg,WXW3dWSE0WU,2026-05-22,3,b,,,,B와 C제품도 좀 알려주세요 ~~•
UgzOkTNGJN3fmslP-mt4AaABAg,WXW3dWSE0WU,2026-05-22,1,b,,,가격/가성비;기능(지속/커버/보습/미백 등),울세라 비싸서 울쎄라 대신  슈링크로 꾸준히 다면 되지 않을까요?어떤병원은 슈링크 이중턱이랑 목에 해주는데 목젓은 갑상선때문에 안해주고 그 주변목에 슈링크레이져해주는데 사실 이중턱 닭벼슬이랑 움직일때 목젖에 세로주름이 더 고민이거든요.가로주름보다 ~세로주름 영상부탁드립니다.탄력이 떨어져 그런듯 한데..참 힘드네요
Ugw8GzGJkRLiLaK8ysF4AaABAg,nUoJ9cMJKbU,2026-02-22,0,b,,샴푸/린스/트리트먼트;바디,,"바디, 두피, 멜라토닌 제품들 꼬옥 컨텐츠로 올려주세요"
UgxyrCYWwcG8vktigdp4AaABAg,nUoJ9cMJKbU,2026-02-22,0,b,,쿠션,,오랜만에 쿠션 리뷰도 좀 부탁드려요...😭
UgzCrbTQZcbVIkIDGpd4AaABAg,nUoJ9cMJKbU,2026-02-22,1,b,,에센스/세럼/앰플;샴푸/린스/트리트먼트,,두피 노화 세럼 추천 후기 너무 원해요…..
UgxrMc1-PtxqF8x2Jsd4AaABAg,nUoJ9cMJKbU,2026-02-22,2,b,,,,5:55 진심 리뷰 부탁드려요 🙏🙏🙏🙏🙏🙏
Ugzg6Yr1dmaeZ49RxHl4AaABAg,WXW3dWSE0WU,2026-05-22,0,b,,에센스/세럼/앰플,,B3나이아신에센스랑 레티노이드크림 제품 알려주세요
UgyFmE1L4F7Wnvkk2XJ4AaABAg,WXW3dWSE0WU,2026-06-22,0,b,,,,원장님 ~제품도 추천해주세요 ~🙏
UgwefOwCI0Q8kNRiERt4AaABAg,WXW3dWSE0WU,2026-05-22,0,b,,,,선생님 고양이 주름 없애는 방법좀 올려주세요
Ugx2eD743pX2xWYDRd94AaABAg,WXW3dWSE0WU,2026-05-22,3,b,,,,화장품 브랜드 알려주세요
UgxeX2bM4kaoBxym7WF4AaABAg,WXW3dWSE0WU,2026-05-22,11,b,,에센스/세럼/앰플;크림,,레티노이드크림 없으면 레티놀성분의 앰플을 수분크림에 섞어서 써도 되나요?
UgxFUJGeDLWzN51F1kl4AaABAg,WXW3dWSE0WU,2026-06-22,0,b,,,기능(지속/커버/보습/미백 등),목에 맞으면 얼마나오래가는지  알려주시면 고맙겠습니다
UgwvcxWnDiZlJBsR5VN4AaABAg,BYmzuueIh-w,2026-07-22,90,b,,,,선생님 편평사마귀나 한관종 비립종 관리법도 부탁드려도 될까요?
Ugx4K_hfD3uvHqNvY2N4AaABAg,BYmzuueIh-w,2026-07-22,0,b,,,,선생님 글루코노락톤제품도 추천해주심 감사드려요♡
UgzlKPqm_ayiRCvT31R4AaABAg,BYmzuueIh-w,2026-07-22,11,b,,,,제품도 추천해주세욤 !
Ugz0jzi_VBmZ7xyncjt4AaABAg,BYmzuueIh-w,2026-07-22,1,b,,,,홍조 관리에 대해 알려 주실 수 있을까요.
UgyImZcjNpLlEvCU4Pl4AaABAg,nUoJ9cMJKbU,2026-02-22,4,b,디오디너리,마스크팩,가격/가성비,요즘 성분 유행이 대두되는 만큼 성분위주의 디오디너리나 더마팩토리 닥터디퍼런트 나노레시피 혹은 레티놀때문에 아이오페같은 근본 브랜드들이 떠오르고 사용감보다는 성분 위주로 볼수밖에없는 남성 뷰티 유튜버 들이 많이 생기고있는데 일반 여성 분들은 보실일이 별로 없을것같고 이런 성분유행 컨셉때문에 함량 표기에 비해 올영에서 더 비싸게 제품을 구매하는 경우가 주변에 너무 많은것같아서 씬님이 성분 공부하시는 만큼 한번 다뤄주시면 어떨까요 ㅠㅠ
Ugwdz3f1QLZbAmg7lgN4AaABAg,EZ47CST5-IA,2025-11-23,1,b,,,,오늘 메컵제발 찍어주세여ㅠㅠㅠㅠ
Ugx3sGW-jixgm51CPrF4AaABAg,EZ47CST5-IA,2025-11-23,0,b,,,,오늘 메이크업 너무 궁금해요!
UgzzW3JXOOg06UTBa7R4AaABAg,EZ47CST5-IA,2025-11-23,4,a,,세트/기획,국내출시/입점/유통;세트/단품 구성,생각했는데 미국은 더 미쳤네요🥹 한국에도 제발 본품 내주세요.....ㅠㅠㅠㅠㅠ
UgxVAC9ra7aHguSw6Ut4AaABAg,EZ47CST5-IA,2025-11-23,0,b,,,,언니 상의 정보 궁금해요..!❤
UgwBTukGMw6DToKToyF4AaABAg,EZ47CST5-IA,2025-11-23,0,a,퓌,,세트/단품 구성,아니면 공홈에 따로 퓌 글로스 창 들어가서 옵션 선택하거나 콜라들만 모아서 따로 팔까요??
Ugx-ksJ_9IBdO-_xNDx4AaABAg,EZ47CST5-IA,2025-11-23,0,b,아워글래스,,,체리콜라30이랑 아워글래스 디자이어랑 비교해주세용!!ㅠㅠ
UgyYEIJtNiTT89EkX7t4AaABAg,EZ47CST5-IA,2025-11-23,0,b,,,,스코님 라카 립글로셔너 리뷰 보고싶어효☺️
UgxvywAnSXKytd09q2V4AaABAg,EZ47CST5-IA,2025-12-23,0,b,,,,시중에 나오는 글로스랑 뭐가 다른지 알려주시면 감사합니다
UgwtIIPqV29BTaAXfRp4AaABAg,EZ47CST5-IA,2025-11-23,0,b,퓌,,,퓌 스카치와 더티콜라 발색 비교했을 때 어떤지도 알려주실 수 있을까요…?🥹
Ugyx0CGdNj64W_H_sMh4AaABAg,EZ47CST5-IA,2025-11-23,0,b,,,,으아앙언니 나시 정보 알려주실수 있으실가요🥹🥹
UgwwH7PZyQcPKOzEdxh4AaABAg.APfCvJ663bgAPfeixfeMeR,EZ47CST5-IA,2025-11-23,0,b,루미르,,,얼마전 루미르 영상때랑 이번 영상 아이메이크업 넘넘 알고 싶어요❤ 제바~~~~~알요
UgzgItT-Eq4pkPONmV54AaABAg,EZ47CST5-IA,2025-11-23,0,a,,,국내출시/입점/유통,아니 그냥 국내에도 정식출시ㅜㅠㅜㅠㅠㅠ
UgxQ7AEtWP_Lf4qixeN4AaABAg,EZ47CST5-IA,2025-11-23,0,b,헤라,,,헤라 스피치리스랑 더티콜라 비교해주세요ㅠㅠㅠ
UgwNF-grOETw3eu5UAJ4AaABAg,O17sbNrKAJk,2026-01-22,469,b,,,용기/패키지,"저도 항상 ‘진짜 1위 제품이 1위 제품일만한가?’ 라는 의문을 품고 살았는데 이렇게 자세히 정리해 주니까 좋아할수 밖에,,,, 전에 유튜브 하셨다가 접고 다시 하신걸로 알고 있는데 전에도 너무너무 좋았지만 요즘에 진짜 극호감 되고 언니가 뻥안치고 제 마음속 1위 유튜버에여….!앞으로도 이런 영상 많이 많이 만들어주세요!"
UgztGpn5aPPgCeli-p14AaABAg,O17sbNrKAJk,2026-01-22,0,b,아크네스,토너/스킨,,새해복 많이 받으시고 이번년도도 좋은 일만 가득하시길 바랍니다 :) 저는 아크네스 패드가 궁금하네요!
Ugzrh4q2_8hG5eG_b5N4AaABAg,O17sbNrKAJk,2026-01-22,1,b,,,,오ㅓ 앞으로 롱폼도 자주 해주세요...진심 스킵안하규 끝까지 다봄 ㅠㅠㅎㅎ...
Ugyq7X3eh7llaKcnaRt4AaABAg,O17sbNrKAJk,2026-01-22,2,b,,립틴트/립스틱,,컨텐츠신박해서 재밌어요!!꼴찌템이라고 편견갖고 보면 안되겠네요ㅎㅎ투크립밤은 처음봤는데 몽몽님의 대추천이라 너무 궁금해요!!!
Ugxoj63s7ct2C543_FV4AaABAg,O17sbNrKAJk,2026-03-22,0,b,,,,이런 컨텐츠 자주 올려주시면 좋겠어요💚
UgxYtz6MIYa7KAS9pRN4AaABAg,O17sbNrKAJk,2026-02-22,0,b,,,,쇼츠도 이 목소리로 찍어주세요🥺
UgxmLF8MwTN5l9hwj9p4AaABAg,O17sbNrKAJk,2026-03-22,0,b,,,,와 이런 컨텐츠 진짜 너무 좋아요💗 올영 어워즈 보면 항상 이게 진짜 1위라서 1위인 걸까…?라는 생각이 들며 궁금했는데 이렇게 직접 비교해주니까 속이 다
UgzKTmN0FPuXxiAf-ut4AaABAg,O17sbNrKAJk,2026-01-22,0,b,,,,"PDRN 함량 사기 머냐구;; 1등템 꼴등템 언니가 주관적으로 비교해줘서 1등템은 1위의 자격이 있는지,,,, 꼴등템은 숨겨져있는 꿀템인지 알 수 있었던 것 같아용 언니 새해 복 많이 받으세용!!!"
UgyHW2x6eictm5OeJep4AaABAg,O17sbNrKAJk,2026-01-22,0,b,,,,이런거 더 많이 해주세여ㅕㅕㅕ 담에 1등 말구 언니의 1등들 알려져ㅕㅕ
UgydSAR7vdvtHe9bVMp4AaABAg,O17sbNrKAJk,2026-01-22,1,b,,,,영상보면서 써보고 싶다고 생각했는데 이벤트라니..
Ugzt6h8XCCnuSVVFxq14AaABAg,O17sbNrKAJk,2026-02-22,0,b,,,,롱폼도 많이 올려주세요
Ugw_z9qPKkxC-oZ7Bu14AaABAg,O17sbNrKAJk,2026-01-22,0,b,,마스크팩,,"광고 아닌데도 이렇게 믿고 보게 되는 리뷰 만들어줘서 고맙고, 이런 팩폭 비교 콘텐츠 계속 보고 싶습니다😌"
UgzxBB97xKXAH9NnFAN4AaABAg,O17sbNrKAJk,2026-01-22,1,b,토리든,에센스/세럼/앰플,,숨은 보석 같은 제품들 하나하나 알려주실 때마다 “와 이거 왜 꼴등이야??” 하면서 놀랐던 기억이 쏟아지네요🥹 몽몽님 리뷰 없었으면 평생 몰랐을 템들 진짜 많아요… 올 한 해 너무 너무 감사드려요🫶🫶 제궁금템은 단연 토리든 다이브인 저분자 히알루론산 세럼이에요!!
UgyGfZUwp3_LRhkm_vF4AaABAg,O17sbNrKAJk,2026-01-22,0,b,,블러셔,,몽몽님 블러셔 정보 궁금해요..!
UgwoNV5vXXi0TuCYj8F4AaABAg,O17sbNrKAJk,2026-01-22,0,b,,,,나중에는 뭉뭉님이 잘 쓰는 템도 소개해주면 좋을거 같아요!
UgxqmoB_YJJicIgv1UF4AaABAg,O17sbNrKAJk,2026-01-22,0,b,,립틴트/립스틱,,"허걱 몽몽님 영상 뜨자마자 바로 달려왔어요ㅠㅠ🫢💗 몽몽님 새해 복 마니 받으세여ㅕㅕ 헿 아니 진짜 몽몽님이 소개해주시는 립 제품은 왜 매번 이렇게 궁금해지는 거죠… 이번에 투크 립밤이라니 이름부터가 벌써 감성 폭주라 심장이 먼저 반응해버렸어요😭🫶 몽몽님 특유의 차분하면서도 사랑스러운 분위기랑 립밤 조합은 상상만 해도 입술 컨디션이 자동으로 좋아질 것 같은 느낌이라 영상 보는 내내 눈을 못 떼겠더라구요… 요즘 립은 색도 중요하지만 촉촉함이랑 편안함이 제일 중요한데, 투크 립밤은 그냥 바르는 순간 입술을 부드럽게 감싸주면서 하루 종일 "
Ugxzoy7jhMQCGaLVwtB4AaABAg,O17sbNrKAJk,2026-01-22,0,b,,,용기/패키지,유튜브 영상도 많이 올려주시면 좋겠어요ㅠ
Ugw7uBGR0IRi4ulz9Wp4AaABAg,DvdynCOIZOI,2026-03-22,2,b,,,,여러분도 메이크업으로 더 행복하고 당당한 하루 보내시길 바랍니다 🤍 윤지민 · 권혜성의 하이하이 많이 사랑해주시고 댓글도 많이 남겨주세요!
Ugx0hJ075w4nS4C5X0x4AaABAg,DvdynCOIZOI,2026-03-22,1,b,,,,담엔 왕홍 메이크업도 보여주세요😂😂😂
UgyDKrVLsTVQiUdF6bB4AaABAg,DvdynCOIZOI,2026-03-22,2,b,,,,조금 더 확대해서 진짜 꿀팁 알려주시면 너무 좋을 것 같습니다.
Ugz1IlxFLyJBJ6f18yZ4AaABAg,JyH7eirV8Rk,2026-07-22,0,b,,,,제품명 알려주세요
Ugwq7BKuB11pulasxtF4AaABAg,T1AOjS5JgPA,2026-08-09,0,b,,,,블라우스 정보 궁금해요~~
UgyIDjivoZixQ2VKonF4AaABAg,T5z9sfJ-pJg,2026-04-22,1,b,,,,아지렐린 사용법 알려주세요~
Ugzupl4H7z8T0hVm-rN4AaABAg,T5z9sfJ-pJg,2026-04-22,1,b,,,,꼭답변좀 부탁드립니당❤❤
Ugyblr8HIc_9UD1UDah4AaABAg,T5z9sfJ-pJg,2026-05-22,0,b,,,,알로에 바르고 있긴한데 부작용인가요?답변 부탁드려요
Ugw63_NJQm6Jy_ge3l94AaABAg.AV5uo9m26WIAV8tfXCfs1U,T5z9sfJ-pJg,2026-04-22,6,b,,,,레티놀이랑 매트릭실성분 같이써도 되나요?
Ugy-8h3pyfkFHX1tU7x4AaABAg,No9s3wLly4o,2026-04-22,1,b,,,,앞으로도 왓도어 멤버들 케미 많이 보여주세요
UgwqfPhfK5OU2p9ToEN4AaABAg,UsQtP5Cp4Qg,2026-08-07,0,b,,선크림,,어떤 선크림을 써도 만족 못 해서 모자만 챙기는 사람이 되....😂😂 연주님 추천이라니 너무 궁금해요!!!
UgwGfy30u79Whbiei814AaABAg,UsQtP5Cp4Qg,2026-08-08,0,b,,,,안 그래도 영상보고 써보고 싶었는데 품절이라 더 궁금하게 만든 제품이였어요
UgzMH40HX7IZ4iNRK_F4AaABAg,UsQtP5Cp4Qg,2026-08-06,0,b,,,색상/호수 확장,"와중에 연핑크 가디건 너무 예뻐요 ,,, 정보 알려 주실 수 있나요 ...!"
UgxngXH9tYMBb9MJbn54AaABAg,DWg56eMcuZ4,2023-08-22,8,a,,툴/소품,용기/패키지,"감사합니다♡♡ 다음에는 아이브after like  키링,책,종이구관등으로 만들어주시면 감사하겠습니다!!♡"
UgwN-CB0fikCnHKvfcx4AaABAg,UsQtP5Cp4Qg,2026-08-06,0,b,,선크림,,"선크림 총정리 영상 보면서 성분표 보는 방법 배우고, 이후에 올려주실 비교 영상도 정말 기다렸는데요..!"
Ugyk3QecxNaQNvBpFot4AaABAg,UsQtP5Cp4Qg,2026-08-07,0,b,,크림,,"연주님이 추천해주는 크림, 화장품 다"
UgzI2g58-0kaXXtvFo94AaABAg,DWg56eMcuZ4,2024-08-22,1,b,,,,따니님 이거 맘에 진짜 드는데 손  케어샆도 하나열면 진짜 좋을것 같아요❤ 부탁드립니당ㅎ
UgwOL02CD0DPoBejfo54AaABAg,UsQtP5Cp4Qg,2026-08-07,0,b,,선크림,계절/기후,편평사마귀가 심해져서 한여름에 시술하구 재발을 예방하기 위해서 화장품을 전체전으로 바꿔보려고하는데 💙육각형 순둥 선크림💙을 한번 써보고싶어요~!피부도 얇고 예민해서 계속 눈여겨 보고있는데 살수가 없었는데 이번주는 썬크림 못바르고 다음주부터 썬크림쓸수 있는데 바로 써보고 싶어요~!!!난리난 제 피부 살려주세요ㅜ
UgyroP6cV2GmZ80b--54AaABAg,DWg56eMcuZ4,2023-08-22,1,b,,,,앞으로 좋은 영상 많이 부탁해요😘
UgynfXj10zc5KATLf354AaABAg,UsQtP5Cp4Qg,2026-08-07,0,b,,선크림,,보니 피부도 울긋불긋해지고 악순환에 반복인데 이번에 연주님이 추천해준 선크림 써보고 싶네요ㅠㅠ
UgxIZO211N_u25jpkFl4AaABAg,UsQtP5Cp4Qg,2026-08-06,0,b,,,,마일드랩은 어떻길래 추천하시는지 써보고 싶어요
Ugype0dmry5r4-Ggtap4AaABAg,T5z9sfJ-pJg,2026-04-22,3,b,,에센스/세럼/앰플,,고우리 스킨부스터도 알려주세요
UgwPHk1Skc4QTAJsYM14AaABAg,GqLIZSChwa8,2026-05-22,0,b,,,용기/패키지,민트 실 프리팅 해드렸는데 그 분야도 좀 해주세요 🙏  아 저는 병원에서 상담실장은  이마 필러 권유 하시길래 이마도 결제 했다가 의사선생님이 디자인 하실때  .
UgzQdjXswsxsVjTvB1V4AaABAg,GqLIZSChwa8,2026-05-22,1,b,,,,선생님 가로 목주름에는 어떤 시술이 좋은지좀 알려주세요~
UgyqQfIv93aVioK2XZl4AaABAg,GqLIZSChwa8,2026-05-22,0,b,,,,좀..생뚱맞지만...ㅠㅜ병원주차장 정보 부탁드립니다
Ugwg2r8uhNq_lZFAa4N4AaABAg,GqLIZSChwa8,2026-04-22,1,b,,,,눈꺼플하고 콧등주름 해결방법좀 알려주세요
Ugzd8uh53Bq-bsmwEvt4AaABAg,GqLIZSChwa8,2026-04-22,6,b,,,,피지 필라멘트에 대해서도 언젠가 한번 주제로 다뤄주세용 ㅠ
UgxKpAVeem9sy0AJPY54AaABAg.AVQdZOSVP0IAVddOSSI1xt,GqLIZSChwa8,2026-04-22,0,b,리쥬란,,가격/가성비,리쥬란 가격좀알려주세요
UgwzyEtyNdTJ3D4C8sZ4AaABAg,C7Su0pDuUDw,2026-03-22,1,b,,,,마켓해주세요~~^^ 트리플 리피드도 꼭 껴주세요!
UgwJG0H79W8B1cuUbo54AaABAg,GqLIZSChwa8,2026-04-22,3,b,,샴푸/린스/트리트먼트,,두피 문신후기 알려주세요~~~
UgzUMsZRd8F5d2Fnlvp4AaABAg,GqLIZSChwa8,2026-04-22,4,b,,,,이마 미세주름에좋은 시술알려주세요
Ugx1sigcWfYqez-9k2B4AaABAg,GqLIZSChwa8,2026-04-22,5,b,,,,뭐하신건지 설명이 없어서ㅠㅠ맞으신 주사 같은게 뭔지 알려주세요~~
UgzHh10awA7_RGseCfp4AaABAg,8TWGkr5Vfls,2025-11-23,0,b,,블러셔,색상/호수 확장,릴바레 치크 전색상 리뷰도 보고 싶어요!
Ugwx_tO81Ui5sbXhsLx4AaABAg,CZraItDWlcw,2026-04-22,0,b,,,,그건 안빠진다는데 한번에 뺄수있는 방법 없을까요
UgwZN7gRYSOPrYeiDoF4AaABAg,EPebK0gGDXc,2026-04-22,32,b,도브,에센스/세럼/앰플;헤어스타일링,,도브로 머리감고 코코넛오일로 헤어에센스처럼 발라주면 머리 엉키는거 없어요.
Ugz7PSg-dkjzYnRhsW54AaABAg,NZ1a_GIZea8,2026-02-23,1,b,,,,언니 혼놀브이로그진짜 힐링되고재밌어서 아직도 무한반복인뎅 그런깔 한번 더 해주라..🤍
Ugyta5VV--FMTJ7u2et4AaABAg,slD5maAaA5U,2026-08-09,2,b,,마스크팩,,와 2시간짜리 리뷰ㄷㄷ 시트마스크 리뷰도 해주세요!!
UgwGEgCYkzSxFApm4hJ4AaABAg,NZ1a_GIZea8,2026-02-23,1,b,,,,다음 영상은 봄솦 메이크업 해주실수 있나요…?
UgyKzUw9Meip5m74z554AaABAg,EPebK0gGDXc,2026-04-22,16,b,,,,"어성초,유황비누에 대해서도 시간나시면 설명 부탁드립니다."
Ugxg511_lgmYzT15FXF4AaABAg,EPebK0gGDXc,2026-04-22,2,b,,크림,비건/클린/성분,클린징 크림을 어떤거가 좋은지 알려주세요!^^
UgwoSIVnVCuBll0wPot4AaABAg,EPebK0gGDXc,2026-04-22,9,b,도브,,,"그래도 도브비누 시도해보는건 강추, 맞는다면 득일것임 이상욱 의사님 담번엔 유기농 비누에 관해서 영상 만들어주세요🙆‍♂️🙏💗"
UgyeCH_vPNIULaHF4kd4AaABAg,EPebK0gGDXc,2026-04-22,0,b,도브,,국내출시/입점/유통,직구도브랑 성분이 달라요.
UgwTI_5bIIegA0XarAp4AaABAg,EPebK0gGDXc,2026-04-22,5,a,,크림;샴푸/린스/트리트먼트,,그러면 두피에 바르는 두피장벽 크림 같은거는 없나요?
Ugz4-oymWegLdqHkcSd4AaABAg,EPebK0gGDXc,2026-07-22,0,b,,샴푸/린스/트리트먼트,,쳇지피는  그래도  계면활성제 안들어간 샴푸를 추천해주던데 샴푸 성분 확인
UgxUHu3mZPEX7pnyZ754AaABAg,EPebK0gGDXc,2026-06-22,0,b,도브,,,샘님 미국도브랑 인도네시아 다이소비누는 성분하나가 달라유 다이소도브는 그성분이 오히려 모공을 막아요
UgwCJ7TL-f11xHyrjlV4AaABAg.AUsYDA2GecjAV3Tkx4KbSP,EPebK0gGDXc,2026-04-22,0,a,도브,,국내출시/입점/유통,제가 2년 전에 한국에서도 파는 걸 봤었는데 이번에 가족들을 만나러 한국에 들어와서 마트에 가봤더니 일반 도브 비누는 있는데 센스티브 비누는 없더라고요… 너무 많은 사람들이 구매해서 품절인건지 아예 안 파는 건지 물어보지를 못했어요.
UgzXjmTtzUXwRpbnYTF4AaABAg,Bk5ES4axlns,2026-02-23,2,b,,,,냠냠굿도 자주 올려주세요☺️
UgzTd3TogBuivjrsE9d4AaABAg,Bk5ES4axlns,2026-02-23,1,b,,,,냠냠굿 기다리는거 힘들었는데 이렇게 쇼츠로 한번씩 올려주시면 환영입니다!!!🥹
UgxltaXoP5B6LVcnnDt4AaABAg,Bk5ES4axlns,2026-02-23,1,b,,,,이 시리즈 앞으로 많이 보고싶어요
Ugzsjcw0KsSXEQHStQB4AaABAg,6p3K7bJX8Nc,2025-08-23,2,b,,,,제이나님 톰더글로우 테라웨이브 집할로 리뷰도 꼭 부탁드려요~~~❤❤ 넘 궁금하네요
Ugzq30520F_XdYngQEB4AaABAg,Bk5ES4axlns,2026-02-23,1,b,,,,무쌍 버전 갸루 메이크업 말아주세요🥺🥺
UgzL_FarJ3T3wx112GJ4AaABAg,BBJASM8xxZc,2026-08-06,2,b,다이소,툴/소품,,다이소에 히팅뷰러 나왔던데 그거 써주세요 !!
UgyosXfrF0pCmLeKVWl4AaABAg,6p3K7bJX8Nc,2025-08-23,0,b,메디큐브,에센스/세럼/앰플,,메디큐브 부스터프로도 비교해주세요ㅠㅠㅠ
UgxMp7DxnIKRQKdpZeV4AaABAg,BJlnoBEBGMA,2026-02-23,122,b,,,,11:35 엉니 핑잘봄 메이크업 보고싶어여ㅠㅠㅜ🍑💗
UgzP7INSmKyZQRjUD8p4AaABAg,BJlnoBEBGMA,2026-02-23,29,b,,,,언니가 생각하는 그 굽굽피치메이크업 보고싶어요🍑
Ugzntk8av1_E21DzDbt4AaABAg,BJlnoBEBGMA,2026-02-23,4,b,,,,언니 2주 정도 있으면 개강이니까 반반으로 신입생 메이크업 vs 고학년 메이크업 으로 해서 신입생 특유의 빡빡빡 화장 vs 고학년의 자연스러운 메이크업인데 색조가 있는 걸 보고 싶어용 ~
UgyWj9C-KHBnp_JqyRN4AaABAg,BJlnoBEBGMA,2026-02-23,6,b,,,,🌊 언니 쌩얼메이크업 한번만 더 해줘여ㅠㅠ
UgxYcvsisjhQLeNHDzl4AaABAg,BBJASM8xxZc,2026-07-30,1,b,다이소,툴/소품,,지냐님 다이소에 히팅뷰러 나왔는데 리뷰해주세여😗😗
Ugw3yPkXLJb7CeC7lQt4AaABAg,BBJASM8xxZc,2026-08-08,1,b,설화수,,,요즘 유행하는 공쥬 브랜드들도 넘 조은데 설화수 헤라 오휘 더후 같은 브랜드도 부탁드려도 될까요??❤ 저희 아빠도 지금 아모레에서 설화수.헤라 담당팀이셔서 궁금하거든요!
UgwJmP0f-x8x3qLv_0p4AaABAg,EPebK0gGDXc,2026-04-22,41,b,,,,이름도 달라요!!!
UgwZ_5cdeAkjjkaPJ7N4AaABAg,0WWO3SFTr34,2026-03-22,1,b,,,,늘 좋은 강의와 정보 감사합니다!!렛미인원해요~ㅎㅎㅎ😊❤
UgwriEL2VVDKtQnZe914AaABAg,0WWO3SFTr34,2026-03-22,5,b,,,대용량,원장님 매트릭실 대용량 공구 해주세요 🙏🙏
UgyzDWQZyaxQooWRnPR4AaABAg,0WWO3SFTr34,2026-03-22,6,b,,,,대표적인 조합 몇 개만 소개해주시죠...
